,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
1,68049-9646,SF/PF,Kevin,Kevin Durant,Durant,47.6,21.0,10800,CHI@BKN,BKN,CHI,,,,,,SF/PF
2,68049-9524,PG,Stephen,Stephen Curry,Curry,46.1,21.0,10700,SA@GS,GS,SA,,,,,,PG
3,68049-9644,SG/PG,James,James Harden,Harden,44.6,22.0,10600,CHI@BKN,BKN,CHI,,,,,,PG/SG
5,68049-67708,PG/SG,Dejounte,Dejounte Murray,Murray,40.5,20.0,9800,SA@GS,SA,GS,,,,,,PG/SG
6,68049-80808,SF/PF,Jayson,Jayson Tatum,Tatum,43.2,23.0,9700,BOS@POR,BOS,POR,,,,,,SF/PF
7,68049-14514,C,Nikola,Nikola Vucevic,Vucevic,36.6,16.0,9200,CHI@BKN,CHI,BKN,,,,,,C
8,68049-12341,SG/SF,Paul,Paul George,George,44.4,22.0,9100,LAC@SAC,LAC,SAC,GTD,Ankle,,,,SG/SF
11,68049-14528,SF/SG,Jimmy,Jimmy Butler,Butler,44.8,17.0,8800,MIA@MIL,MIA,MIL,O,Back,,,,SG/SF
12,68049-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,41.0,23.0,8600,CHI@BKN,CHI,BKN,,,,,,SG/SF
16,68049-40783,SG/PG,Zach,Zach LaVine,LaVine,39.3,23.0,8000,CHI@BKN,CHI,BKN,,,,,,PG/SG
17,68049-9663,PG/SG,Jrue,Jrue Holiday,Holiday,38.8,17.0,7900,MIA@MIL,MIL,MIA,,,,,,PG/SG
18,68049-80810,PG,De'Aaron,De'Aaron Fox,Fox,37.4,23.0,7800,LAC@SAC,SAC,LAC,,,,,,PG
20,68049-16261,SF/SG,Khris,Khris Middleton,Middleton,36.8,15.0,7400,MIA@MIL,MIL,MIA,,,,,,SG/SF
21,68049-110312,SG/SF,Tyler,Tyler Herro,Herro,34.4,20.0,7300,MIA@MIL,MIA,MIL,,,,,,SG/SF
22,68049-84683,PF/C,Jaren,Jaren Jackson,Jackson,36.0,22.0,7200,MEM@DAL,MEM,DAL,,,,,,PF/C
23,68049-49675,PG,Derrick,Derrick White,White,30.6,20.0,7100,SA@GS,SA,GS,,,,,,PG
24,68049-67026,SF/SG,Jaylen,Jaylen Brown,Brown,31.7,13.0,7000,BOS@POR,BOS,POR,GTD,Rest,,,,SG/SF
25,68049-15860,PF/C,Draymond,Draymond Green,Green,32.6,21.0,6900,SA@GS,GS,SA,,,,,,PF/C
26,68049-23447,C/PF,Richaun,Richaun Holmes,Holmes,35.7,20.0,6800,LAC@SAC,SAC,LAC,,,,,,PF/C
27,68049-110322,PG/SG,Jordan,Jordan Poole,Poole,27.9,22.0,6700,SA@GS,GS,SA,,,,,,PG/SG
28,68049-55057,C,Jusuf,Jusuf Nurkic,Nurkic,36.3,23.0,6700,BOS@POR,POR,BOS,,,,,,C
29,68049-9535,PG,Kyle,Kyle Lowry,Lowry,35.4,21.0,6600,MIA@MIL,MIA,MIL,,,,,,PG
31,68049-80806,PG,Lonzo,Lonzo Ball,Ball,32.4,23.0,6500,CHI@BKN,CHI,BKN,,,,,,PG
32,68049-42156,PF/C,Bobby,Bobby Portis,Portis,34.2,18.0,6400,MIA@MIL,MIL,MIA,,,,,,PF/C
33,68049-58378,C,Jakob,Jakob Poeltl,Poeltl,32.7,13.0,6300,SA@GS,SA,GS,,,,,,C
34,68049-9453,PF/C,Al,Al Horford,Horford,30.7,20.0,6300,BOS@POR,BOS,POR,,,,,,PF/C
35,68049-23670,SG/PG,Marcus,Marcus Smart,Smart,26.8,22.0,6200,BOS@POR,BOS,POR,,,,,,PG/SG
