,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position,binned
526,75598-21885,SS/2B,Javier,Javier Baez,Baez,9.4500002179827,14.0,3200,PIT@DET,DET,PIT,O,Postponed,,,,2B/SS/UTIL,
527,75598-79272,OF,Lourdes,Lourdes Gurriel Jr.,Gurriel Jr.,8.683333079020182,24.0,3200,NYY@TOR,TOR,NYY,,,,,4.0,OF/UTIL,
528,75598-79401,C,Will,Will Smith,Smith,9.45882370892693,17.0,3200,SF@LAD,LAD,SF,,,,,,C/1B/UTIL,
529,75598-38614,SS,Carlos,Carlos Correa,Correa,8.176190330868675,21.0,3200,MIN@BAL,MIN,BAL,,,,,2.0,SS/UTIL,
530,75598-79884,OF,Anthony,Anthony Santander,Santander,9.31739143703295,23.0,3100,MIN@BAL,BAL,MIN,,,,,3.0,OF/UTIL,
531,75598-81953,OF,Austin,Austin Hays,Hays,8.577272588556463,22.0,3100,MIN@BAL,BAL,MIN,,,,,5.0,OF/UTIL,
532,75598-104483,1B,Jared,Jared Walsh,Walsh,6.972726995294744,22.0,3100,LAA@BOS,LAA,BOS,,,,,5.0,C/1B/UTIL,
534,75598-13266,C,Salvador,Salvador Perez,Perez,8.442857288178944,21.0,3100,STL@KC,KC,STL,,,,,3.0,C/1B/UTIL,
535,75598-79082,1B/OF,Ryan,Ryan Mountcastle,Mountcastle,7.28095209030878,21.0,3100,MIN@BAL,BAL,MIN,,,,,4.0,C/1B/OF/UTIL,
536,75598-79160,OF,Alex,Alex Verdugo,Verdugo,7.704545454545454,22.0,3100,LAA@BOS,BOS,LAA,,,,,5.0,OF/UTIL,
537,75598-79249,OF,Harrison,Harrison Bader,Bader,8.236363497647373,22.0,3100,STL@KC,STL,KC,,,,,6.0,OF/UTIL,
538,75598-38561,2B/OF,Chris,Chris Taylor,Taylor,9.31052599455181,19.0,3100,SF@LAD,LAD,SF,,,,,,2B/OF/UTIL,
539,75598-14562,2B,Jose,Jose Altuve,Altuve,7.39000015258789,10.0,3000,SEA@HOU,HOU,SEA,,,,,1.0,2B/UTIL,
540,75598-82613,2B/SS,Thairo,Thairo Estrada,Estrada,9.863636363636363,22.0,3000,SF@LAD,SF,LAD,,,,,,2B/SS/UTIL,
541,75598-68547,OF,Tyler,Tyler O'Neill,O'Neill,8.842856997535343,21.0,3000,STL@KC,STL,KC,,,,,3.0,OF/UTIL,
542,75598-54307,C,Elias,Elias Diaz,Diaz,7.744444105360243,18.0,3000,WSH@COL,COL,WSH,,,,,6.0,C/1B/UTIL,
543,75598-13354,2B,Cesar,Cesar Hernandez,Hernandez,7.720833460489909,24.0,3000,WSH@COL,WSH,COL,,,,,,2B/UTIL,
544,75598-79154,OF,Brandon,Brandon Marsh,Marsh,9.44499969482422,20.0,3000,LAA@BOS,LAA,BOS,,,,,0.0,OF/UTIL,
545,75598-79159,OF,Cody,Cody Bellinger,Bellinger,9.433333623976935,21.0,3000,SF@LAD,LAD,SF,,,,,,OF/UTIL,
546,75598-13638,2B/3B,Wilmer,Wilmer Flores,Flores,10.19499969482422,20.0,3000,SF@LAD,SF,LAD,,,,,,2B/3B/UTIL,
547,75598-73159,OF,Mitch,Mitch Haniger,Haniger,9.788888719346788,9.0,3000,SEA@HOU,SEA,HOU,IL,Ankle,,,0.0,OF/UTIL,
548,75598-5763,OF,Nelson,Nelson Cruz,Cruz,6.966666539510091,24.0,3000,WSH@COL,WSH,COL,,,,,,OF/UTIL,
549,75598-135216,OF,Chas,Chas McCormick,McCormick,6.957894576223273,19.0,2900,SEA@HOU,HOU,SEA,,,,,0.0,OF/UTIL,
550,75598-135224,OF,Yadiel,Yadiel Hernandez,Hernandez,10.07999979654948,15.0,2900,WSH@COL,WSH,COL,,,,,,OF/UTIL,
551,75598-6312,3B,Justin,Justin Turner,Turner,6.780000305175781,20.0,2900,SF@LAD,LAD,SF,,,,,,3B/UTIL,
