,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,66635-55062,C,Nikola,Nikola Jokic,Jokic,50.3,9.0,11100,MIA@DEN,DEN,MIA,,,,,,C
1,66635-15755,PF/C,Anthony,Anthony Davis,Davis,43.3,10.0,10600,CHA@LAL,LAL,CHA,GTD,Thumb,,,,PF/C
2,66635-9646,SF/PF,Kevin,Kevin Durant,Durant,45.8,10.0,10500,BKN@CHI,BKN,CHI,,,,,,SF/PF
3,66635-84669,PG/SG,Luka,Luka Doncic,Doncic,47.9,9.0,10200,NO@DAL,DAL,NO,,,,,,PG/SG
4,66635-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,46.4,8.0,10100,MIN@MEM,MIN,MEM,,,,,,C
6,66635-9524,PG,Stephen,Stephen Curry,Curry,46.6,9.0,9800,ATL@GS,GS,ATL,,,,,,PG
7,66635-14528,SF/SG,Jimmy,Jimmy Butler,Butler,42.0,9.0,9700,MIA@DEN,MIA,DEN,,,,,,SG/SF
8,66635-9644,SG/PG,James,James Harden,Harden,45.3,10.0,9600,BKN@CHI,BKN,CHI,,,,,,PG/SG
9,66635-42669,PF/C,Julius,Julius Randle,Randle,40.8,10.0,9500,NY@PHI,NY,PHI,,,,,,PF/C
10,66635-9642,PG/SG,Russell,Russell Westbrook,Westbrook,49.6,10.0,9400,CHA@LAL,LAL,CHA,,,,,,PG/SG
12,66635-110344,PG,Ja,Ja Morant,Morant,42.0,9.0,9100,MIN@MEM,MEM,MIN,,,,,,PG
14,66635-145485,PG,LaMelo,LaMelo Ball,Ball,41.3,11.0,8700,CHA@LAL,CHA,LAL,,,,,,PG
15,66635-58460,SG,Devin,Devin Booker,Booker,37.6,8.0,8500,PHO@SAC,PHO,SAC,,,,,,SG
16,66635-14503,C,Jonas,Jonas Valanciunas,Valanciunas,41.0,10.0,8500,NO@DAL,NO,DAL,,,,,,C
17,66635-84671,PG,Trae,Trae Young,Young,41.1,10.0,8500,ATL@GS,ATL,GS,,,,,,PG
18,66635-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,37.2,9.0,8500,BKN@CHI,CHI,BKN,,,,,,SG/SF
19,66635-80817,C/PF,Bam,Bam Adebayo,Adebayo,37.0,8.0,8400,MIA@DEN,MIA,DEN,,,,,,PF/C
20,66635-84678,SF,Miles,Miles Bridges,Bridges,35.9,11.0,8300,CHA@LAL,CHA,LAL,,,,,,SF
22,66635-9623,PG,Chris,Chris Paul,Paul,37.6,8.0,8300,PHO@SAC,PHO,SAC,,,,,,PG
23,66635-66048,SF,Brandon,Brandon Ingram,Ingram,35.6,6.0,8200,NO@DAL,NO,DAL,GTD,Hip,,,,SF
