,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67822-9646,SF/PF,Kevin,Kevin Durant,Durant,45.9,19.0,11000,NY@BKN,BKN,NY,,,,,,SF/PF
1,67822-9524,PG,Stephen,Stephen Curry,Curry,46.1,19.0,10800,GS@PHO,GS,PHO,,,,,,PG
2,67822-9488,SF/PF,LeBron,LeBron James,James,45.2,11.0,10600,LAL@SAC,LAL,SAC,GTD,Abdomen,,,,SF/PF
3,67822-15755,PF/C,Anthony,Anthony Davis,Davis,46.7,21.0,10300,LAL@SAC,LAL,SAC,GTD,Head,,,,PF/C
4,67822-9644,SG/PG,James,James Harden,Harden,46.1,20.0,10000,NY@BKN,BKN,NY,,,,,,PG/SG
5,67822-9642,PG,Russell,Russell Westbrook,Westbrook,46.0,22.0,9600,LAL@SAC,LAL,SAC,,,,,,PG
9,67822-42669,PF/C,Julius,Julius Randle,Randle,39.9,20.0,8500,NY@BKN,NY,BKN,,,,,,PF/C
10,67822-24247,PG,Fred,Fred VanVleet,VanVleet,40.6,20.0,8400,MEM@TOR,TOR,MEM,,,,,,PG
11,67822-23831,PF,Jerami,Jerami Grant,Grant,34.6,19.0,8100,DET@POR,DET,POR,,,,,,PF
12,67822-9623,PG,Chris,Chris Paul,Paul,37.5,20.0,8000,GS@PHO,PHO,GS,,,,,,PG
13,67822-58460,SG,Devin,Devin Booker,Booker,37.9,20.0,7900,GS@PHO,PHO,GS,,,,,,SG
14,67822-84673,C,Deandre,Deandre Ayton,Ayton,35.1,14.0,7800,GS@PHO,PHO,GS,,,,,,C
16,67822-80810,PG,De'Aaron,De'Aaron Fox,Fox,37.9,21.0,7600,LAL@SAC,SAC,LAL,,,,,,PG
17,67822-60021,PF,Pascal,Pascal Siakam,Siakam,40.6,10.0,7500,MEM@TOR,TOR,MEM,,,,,,PF
20,67822-15860,PF/C,Draymond,Draymond Green,Green,33.2,19.0,7100,GS@PHO,GS,PHO,,,,,,PF/C
21,67822-157808,PG/SG,Cade,Cade Cunningham,Cunningham,33.4,15.0,6900,DET@POR,DET,POR,,,,,,PG/SG
22,67822-55057,C,Jusuf,Jusuf Nurkic,Nurkic,36.2,21.0,6700,DET@POR,POR,DET,,,,,,C
23,67822-157822,SF/PF,Scottie,Scottie Barnes,Barnes,33.5,19.0,6700,MEM@TOR,TOR,MEM,,,,,,SF/PF
24,67822-23447,C/PF,Richaun,Richaun Holmes,Holmes,35.6,18.0,6700,LAL@SAC,SAC,LAL,,,,,,PF/C
25,67822-84683,PF/C,Jaren,Jaren Jackson,Jackson,32.4,20.0,6500,MEM@TOR,MEM,TOR,,,,,,PF/C
