,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67243-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,51.8,14.0,11400,OKC@MIL,MIL,OKC,,,,,,SF/PF
1,67243-55062,C,Nikola,Nikola Jokic,Jokic,54.3,14.0,11300,CHI@DEN,DEN,CHI,GTD,Wrist,,,,C
5,67243-15755,PF/C,Anthony,Anthony Davis,Davis,42.8,16.0,10300,LAL@BOS,LAL,BOS,GTD,Thigh,,,,PF/C
6,67243-12341,SG/SF,Paul,Paul George,George,45.9,15.0,10100,LAC@NO,LAC,NO,,,,,,SG/SF
7,67243-9488,SF/PF,LeBron,LeBron James,James,36.2,6.0,10000,LAL@BOS,LAL,BOS,GTD,Abdomen,,,,SF/PF
8,67243-9644,SG/PG,James,James Harden,Harden,48.0,16.0,9900,ORL@BKN,BKN,ORL,,,,,,PG/SG
9,67243-9642,PG,Russell,Russell Westbrook,Westbrook,40.7,16.0,9500,LAL@BOS,LAL,BOS,,,,,,PG
10,67243-80808,SF/PF,Jayson,Jayson Tatum,Tatum,42.2,15.0,9300,LAL@BOS,BOS,LAL,,,,,,SF/PF
11,67243-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,38.9,9.0,9000,DAL@PHO,DAL,PHO,,,,,,PF/C
13,67243-9623,PG,Chris,Chris Paul,Paul,39.0,14.0,8900,DAL@PHO,PHO,DAL,,,,,,PG
14,67243-145485,PG,LaMelo,LaMelo Ball,Ball,40.0,16.0,8800,IND@CHA,CHA,IND,,,,,,PG
15,67243-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,42.0,16.0,8700,IND@CHA,IND,CHA,,,,,,PF/C
16,67243-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,37.8,11.0,8600,IND@CHA,IND,CHA,,,,,,PG/SG
17,67243-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,37.5,15.0,8500,CHI@DEN,CHI,DEN,,,,,,SG/SF
18,67243-24247,PG,Fred,Fred VanVleet,VanVleet,39.9,15.0,8400,TOR@SAC,TOR,SAC,,,,,,PG
19,67243-84678,SF,Miles,Miles Bridges,Bridges,36.4,16.0,8300,IND@CHA,CHA,IND,,,,,,SF
22,67243-14503,C,Jonas,Jonas Valanciunas,Valanciunas,39.6,16.0,8200,LAC@NO,NO,LAC,,,,,,C
23,67243-66048,SF,Brandon,Brandon Ingram,Ingram,36.0,9.0,8100,LAC@NO,NO,LAC,,,,,,SF
24,67243-58460,SG,Devin,Devin Booker,Booker,36.1,14.0,8100,DAL@PHO,PHO,DAL,,,,,,SG
25,67243-60021,PF,Pascal,Pascal Siakam,Siakam,37.7,5.0,8100,TOR@SAC,TOR,SAC,,,,,,PF
26,67243-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,34.6,14.0,8000,OKC@MIL,OKC,MIL,,,,,,PG/SG
27,67243-40783,SG/PG,Zach,Zach LaVine,LaVine,37.5,15.0,7900,CHI@DEN,CHI,DEN,,,,,,PG/SG
28,67243-84673,C,Deandre,Deandre Ayton,Ayton,35.7,8.0,7800,DAL@PHO,PHO,DAL,,,,,,C
29,67243-16261,SF/SG,Khris,Khris Middleton,Middleton,33.9,7.0,7800,OKC@MIL,MIL,OKC,,,,,,SG/SF
30,67243-80810,PG,De'Aaron,De'Aaron Fox,Fox,36.9,15.0,7800,TOR@SAC,SAC,TOR,,,,,,PG
31,67243-145327,PG/SG,Cole,Cole Anthony,Anthony,36.1,15.0,7700,ORL@BKN,ORL,BKN,,,,,,PG/SG
34,67243-9663,PG/SG,Jrue,Jrue Holiday,Holiday,33.4,9.0,7600,OKC@MIL,MIL,OKC,,,,,,PG/SG
35,67243-58253,C/PF,Myles,Myles Turner,Turner,34.7,16.0,7400,IND@CHA,IND,CHA,,,,,,PF/C
36,67243-23831,PF,Jerami,Jerami Grant,Grant,32.7,13.0,7300,GS@DET,DET,GS,,,,,,PF
37,67243-23447,C/PF,Richaun,Richaun Holmes,Holmes,33.0,15.0,7300,TOR@SAC,SAC,TOR,,,,,,PF/C
38,67243-84708,PF/C,Robert,Robert Williams,Williams,35.6,13.0,7200,LAL@BOS,BOS,LAL,GTD,Knee,,,,PF/C
39,67243-15946,SF/PF,Harrison,Harrison Barnes,Barnes,31.0,15.0,7100,TOR@SAC,SAC,TOR,,,,,,SF/PF
40,67243-84675,C,Mo,Mo Bamba,Bamba,36.3,15.0,7000,ORL@BKN,ORL,BKN,,,,,,C
41,67243-84695,SG/SF,Gary,Gary Trent,Trent,28.6,16.0,7000,TOR@SAC,TOR,SAC,,,,,,SG/SF
42,67243-9453,PF/C,Al,Al Horford,Horford,35.1,12.0,7000,LAL@BOS,BOS,LAL,,,,,,PF/C
44,67243-157822,SF/PF,Scottie,Scottie Barnes,Barnes,31.8,14.0,6800,TOR@SAC,TOR,SAC,,,,,,SF/PF
45,67243-80806,PG,Lonzo,Lonzo Ball,Ball,31.6,15.0,6800,CHI@DEN,CHI,DEN,,,,,,PG
46,67243-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,28.6,13.0,6700,TOR@SAC,SAC,TOR,,,,,,PG/SG
47,67243-23798,SG/SF,Caris,Caris LeVert,LeVert,33.7,8.0,6600,IND@CHA,IND,CHA,,,,,,SG/SF
48,67243-12366,SF/SG,Gordon,Gordon Hayward,Hayward,29.3,16.0,6500,IND@CHA,CHA,IND,,,,,,SG/SF
49,67243-157808,PG/SG,Cade,Cade Cunningham,Cunningham,28.9,9.0,6500,GS@DET,DET,GS,,,,,,PG/SG
50,67243-84690,PG/SG,Jalen,Jalen Brunson,Brunson,35.1,14.0,6500,DAL@PHO,DAL,PHO,,,,,,PG/SG
51,67243-17333,SG/SF,Will,Will Barton,Barton,26.5,13.0,6400,CHI@DEN,DEN,CHI,,,,,,SG/SF
52,67243-14523,PG,Reggie,Reggie Jackson,Jackson,30.0,15.0,6300,LAC@NO,LAC,NO,,,,,,PG
53,67243-110356,SG/SF,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,29.3,16.0,6300,LAC@NO,NO,LAC,,,,,,SG/SF
