,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68823-55062,C,Nikola,Nikola Jokic,Jokic,57.6,23.0,11600,DEN@ATL,DEN,ATL,,,,,,C
2,68823-9488,SF/PF,LeBron,LeBron James,James,45.4,17.0,11000,LAL@MIN,LAL,MIN,,,,,,SF/PF
3,68823-15755,PF/C,Anthony,Anthony Davis,Davis,44.3,26.0,10200,LAL@MIN,LAL,MIN,,,,,,PF/C
4,68823-84671,PG,Trae,Trae Young,Young,44.8,28.0,10000,DEN@ATL,ATL,DEN,,,,,,PG
5,68823-9524,PG,Stephen,Stephen Curry,Curry,46.4,27.0,9900,GS@BOS,GS,BOS,,,,,,PG
6,68823-145485,PG,LaMelo,LaMelo Ball,Ball,43.0,24.0,9600,CHA@POR,CHA,POR,GTD,Covid-19,,,,PG
7,68823-80808,SF/PF,Jayson,Jayson Tatum,Tatum,46.7,28.0,9600,GS@BOS,BOS,GS,,,,,,SF/PF
8,68823-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,48.2,27.0,9400,LAL@MIN,MIN,LAL,,,,,,C
9,68823-9642,PG,Russell,Russell Westbrook,Westbrook,44.3,29.0,9200,LAL@MIN,LAL,MIN,,,,,,PG
10,68823-40203,C,Rudy,Rudy Gobert,Gobert,40.7,27.0,9100,SA@UTA,UTA,SA,,,,,,C
11,68823-67708,PG/SG,Dejounte,Dejounte Murray,Murray,41.6,27.0,9000,SA@UTA,SA,UTA,,,,,,PG/SG
13,68823-66048,SF,Brandon,Brandon Ingram,Ingram,40.2,23.0,8800,MIL@NO,NO,MIL,,,,,,SF
15,68823-20848,PG,Damian,Damian Lillard,Lillard,44.2,23.0,8700,CHA@POR,POR,CHA,,,,,,PG
16,68823-84678,SF,Miles,Miles Bridges,Bridges,33.4,30.0,8400,CHA@POR,CHA,POR,,,,,,SF
18,68823-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,40.7,26.0,8300,SA@UTA,UTA,SA,,,,,,PG/SG
