,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68339-55062,C,Nikola,Nikola Jokic,Jokic,56.3,19.0,11100,DEN@SA,DEN,SA,,,,,,C
1,68339-49111,C,Joel,Joel Embiid,Embiid,47.2,15.0,10600,UTA@PHI,PHI,UTA,,,,,,C
2,68339-9488,SF/PF,LeBron,LeBron James,James,44.3,13.0,10400,LAL@MEM,LAL,MEM,GTD,Abdomen,,,,SF/PF
3,68339-15755,PF/C,Anthony,Anthony Davis,Davis,46.1,24.0,10000,LAL@MEM,LAL,MEM,GTD,Thumb,,,,PF/C
4,68339-67708,PG/SG,Dejounte,Dejounte Murray,Murray,41.7,23.0,9800,DEN@SA,SA,DEN,,,,,,PG/SG
5,68339-9642,PG,Russell,Russell Westbrook,Westbrook,40.1,25.0,9600,LAL@MEM,LAL,MEM,,,,,,PG
7,68339-40203,C,Rudy,Rudy Gobert,Gobert,38.5,24.0,8900,UTA@PHI,UTA,PHI,,,,,,C
8,68339-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,38.8,23.0,8400,UTA@PHI,UTA,PHI,,,,,,PG/SG
9,68339-49675,PG,Derrick,Derrick White,White,29.4,23.0,7900,DEN@SA,SA,DEN,,,,,,PG
10,68339-14518,PF/SF,Tobias,Tobias Harris,Harris,33.4,16.0,7700,UTA@PHI,PHI,UTA,,,,,,SF/PF
12,68339-58378,C,Jakob,Jakob Poeltl,Poeltl,33.3,16.0,6700,DEN@SA,SA,DEN,,,,,,C
13,68339-9575,PG,Mike,Mike Conley,Conley,27.7,22.0,6500,UTA@PHI,UTA,PHI,,,,,,PG
14,68339-145334,SG,Desmond,Desmond Bane,Bane,28.0,25.0,6400,LAL@MEM,MEM,LAL,,,,,,SG
15,68339-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,26.8,24.0,6300,UTA@PHI,PHI,UTA,,,,,,PG/SG
16,68339-84683,PF/C,Jaren,Jaren Jackson,Jackson,36.0,25.0,6200,LAL@MEM,MEM,LAL,,,,,,PF/C
