Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
68339-55062,C,Nikola,Nikola Jokic,Jokic,55.0421078330592,19,11100,DEN@SA,DEN,SA,,,,,,C
68339-49111,C,Joel,Joel Embiid,Embiid,48.7133341471354,15,10600,UTA@PHI,PHI,UTA,,,,,,C
68339-9488,SF/PF,LeBron,LeBron James,James,45.8000018780048,13,10400,LAL@MEM,LAL,MEM,GTD,Abdomen,,,,SF/PF
68339-15755,PF/C,Anthony,Anthony Davis,Davis,49.3416646321615,24,10000,LAL@MEM,LAL,MEM,GTD,Thumb,,,,PF/C
68339-67708,PG/SG,Dejounte,Dejounte Murray,Murray,46.2434771993886,23,9800,DEN@SA,SA,DEN,,,,,,PG/SG
68339-9642,PG,Russell,Russell Westbrook,Westbrook,42.612001953125,25,9600,LAL@MEM,LAL,MEM,,,,,,PG
68339-110344,PG,Ja,Ja Morant,Morant,43.3526322214227,19,9000,LAL@MEM,MEM,LAL,O,Knee,,,,PG
68339-40203,C,Rudy,Rudy Gobert,Gobert,41.0791676839193,24,8900,UTA@PHI,UTA,PHI,,,,,,C
68339-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,39.7608695652174,23,8400,UTA@PHI,UTA,PHI,,,,,,PG/SG
68339-49675,PG,Derrick,Derrick White,White,29.8652184527853,23,7900,DEN@SA,SA,DEN,,,,,,PG
68339-14518,PF/SF,Tobias,Tobias Harris,Harris,35.7125015258789,16,7700,UTA@PHI,PHI,UTA,,,,,,SF/PF
68339-66115,PG,Ben,Ben Simmons,Simmons,37.2271414620536,70,7600,UTA@PHI,PHI,UTA,O,Personal,,,,PG
68339-58378,C,Jakob,Jakob Poeltl,Poeltl,31.9874992370605,16,6700,DEN@SA,SA,DEN,,,,,,C
68339-9575,PG,Mike,Mike Conley,Conley,27.0499988902699,22,6500,UTA@PHI,UTA,PHI,,,,,,PG
68339-145334,SG,Desmond,Desmond Bane,Bane,26.6839990234375,25,6400,LAL@MEM,MEM,LAL,,,,,,SG
68339-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,31.0625,24,6300,UTA@PHI,PHI,UTA,,,,,,PG/SG
