,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67539-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.0,17.0,11700,DET@MIL,MIL,DET,,,,,,SF/PF
1,67539-15755,PF/C,Anthony,Anthony Davis,Davis,44.1,19.0,11000,LAL@IND,LAL,IND,GTD,Illness,,,,PF/C
2,67539-9524,PG,Stephen,Stephen Curry,Curry,46.1,16.0,10500,PHI@GS,GS,PHI,,,,,,PG
3,67539-9646,SF/PF,Kevin,Kevin Durant,Durant,46.8,17.0,10300,BKN@BOS,BKN,BOS,,,,,,SF/PF
4,67539-9644,SG/PG,James,James Harden,Harden,46.4,18.0,10200,BKN@BOS,BKN,BOS,,,,,,PG/SG
5,67539-14528,SF/SG,Jimmy,Jimmy Butler,Butler,44.4,15.0,10100,MIA@MIN,MIA,MIN,,,,,,SG/SF
6,67539-80808,SF/PF,Jayson,Jayson Tatum,Tatum,44.6,18.0,10000,BKN@BOS,BOS,BKN,,,,,,SF/PF
7,67539-9488,SF/PF,LeBron,LeBron James,James,41.5,8.0,9900,LAL@IND,LAL,IND,GTD,Abdomen,,,,SF/PF
8,67539-9642,PG,Russell,Russell Westbrook,Westbrook,43.3,19.0,9900,LAL@IND,LAL,IND,,,,,,PG
9,67539-67708,PG/SG,Dejounte,Dejounte Murray,Murray,40.8,16.0,9700,ATL@SA,SA,ATL,,,,,,PG/SG
10,67539-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,40.8,17.0,9600,MIA@MIN,MIN,MIA,,,,,,C
12,67539-110344,PG,Ja,Ja Morant,Morant,41.3,17.0,9400,TOR@MEM,MEM,TOR,,,,,,PG
13,67539-145485,PG,LaMelo,LaMelo Ball,Ball,43.1,19.0,9300,CHA@ORL,CHA,ORL,,,,,,PG
14,67539-84671,PG,Trae,Trae Young,Young,43.9,18.0,9300,ATL@SA,ATL,SA,,,,,,PG
16,67539-40203,C,Rudy,Rudy Gobert,Gobert,37.5,17.0,8800,UTA@OKC,UTA,OKC,,,,,,C
17,67539-20848,PG,Damian,Damian Lillard,Lillard,41.1,17.0,8800,POR@SAC,POR,SAC,,,,,,PG
18,67539-9623,PG,Chris,Chris Paul,Paul,34.9,17.0,8700,PHO@CLE,PHO,CLE,,,,,,PG
19,67539-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,39.9,18.0,8600,CHI@HOU,CHI,HOU,,,,,,SG/SF
20,67539-15595,SG,Bradley,Bradley Beal,Beal,38.0,14.0,8500,WAS@NO,WAS,NO,,,,,,SG
21,67539-24247,PG,Fred,Fred VanVleet,VanVleet,37.6,17.0,8400,TOR@MEM,TOR,MEM,,,,,,PG
22,67539-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,41.6,19.0,8400,LAL@IND,IND,LAL,,,,,,PF/C
23,67539-67026,SF/SG,Jaylen,Jaylen Brown,Brown,33.4,9.0,8300,BKN@BOS,BOS,BKN,GTD,Rest,,,,SG/SF
