,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,65760-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.125,2.0,11200,MIL@SA,MIL,SA,,,,,,SF/PF
1,65760-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,49.665,1.0,11000,NO@MIN,MIN,NO,,,,,,C
2,65760-84669,PG/SG,Luka,Luka Doncic,Doncic,51.87,1.0,10900,DAL@TOR,DAL,TOR,,,,,,PG/SG
3,65760-12341,SG/SF,Paul,Paul George,George,43.9,1.0,10200,MEM@LAC,LAC,MEM,,,,,,SG/SF
4,65760-20848,PG,Damian,Damian Lillard,Lillard,45.78,1.0,10100,PHO@POR,POR,PHO,,,,,,PG
5,65760-14513,SF/PF,Kawhi,Kawhi Leonard,Leonard,,64.0,9700,MEM@LAC,LAC,MEM,O,Knee,,,,SF/PF
6,65760-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,44.98725,2.0,9600,MIA@IND,IND,MIA,,,,,,PF/C
7,65760-14528,SF/SG,Jimmy,Jimmy Butler,Butler,44.288999999999994,1.0,8900,MIA@IND,MIA,IND,,,,,,SG/SF
8,65760-40783,SG/PG,Zach,Zach LaVine,LaVine,36.29,2.0,8700,DET@CHI,CHI,DET,,,,,,PG/SG
9,65760-14514,C,Nikola,Nikola Vucevic,Vucevic,43.6905,2.0,8500,DET@CHI,CHI,DET,,,,,,C
10,65760-23798,SG/SF,Caris,Caris LeVert,LeVert,0.0,47.0,8500,MIA@IND,IND,MIA,O,Back,,,,SG/SF
11,65760-110344,PG,Ja,Ja Morant,Morant,45.6435,1.0,8500,MEM@LAC,MEM,LAC,,,,,,PG
12,65760-60021,PF,Pascal,Pascal Siakam,Siakam,,56.0,8400,DAL@TOR,TOR,DAL,O,Shoulder,,,,PF
13,65760-66048,SF,Brandon,Brandon Ingram,Ingram,39.480000000000004,2.0,8300,NO@MIN,NO,MIN,,,,,,SF
14,65760-110310,PF,Zion,Zion Williamson,Williamson,,62.0,8300,NO@MIN,NO,MIN,O,Foot,,,,PF
15,65760-19067,SG,CJ,CJ McCollum,McCollum,,1.0,8200,PHO@POR,POR,PHO,,,,,,SG
16,65760-67708,PG/SG,Dejounte,Dejounte Murray,Murray,39.58500000000001,2.0,8100,MIL@SA,SA,MIL,,,,,,PG/SG
17,65760-80817,C/PF,Bam,Bam Adebayo,Adebayo,41.795249999999996,1.0,8100,MIA@IND,MIA,IND,,,,,,PF/C
18,65760-24247,SG/PG,Fred,Fred VanVleet,VanVleet,40.902750000000005,2.0,8000,DAL@TOR,TOR,DAL,,,,,,PG/SG
19,65760-9623,PG,Chris,Chris Paul,Paul,39.579750000000004,2.0,8000,PHO@POR,PHO,POR,,,,,,PG
20,65760-16261,SF/SG,Khris,Khris Middleton,Middleton,37.17,2.0,7900,MIL@SA,MIL,SA,,,,,,SG/SF
21,65760-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,38.00475,2.0,7900,MIA@IND,IND,MIA,,,,,,PG/SG
22,65760-58460,SG,Devin,Devin Booker,Booker,41.34375,2.0,7700,PHO@POR,PHO,POR,,,,,,SG
23,65760-145321,SF/SG,Anthony,Anthony Edwards,Edwards,40.682249999999996,1.0,7700,NO@MIN,MIN,NO,,,,,,SG/SF
24,65760-9663,PG/SG,Jrue,Jrue Holiday,Holiday,32.7,1.0,7700,MIL@SA,MIL,SA,,,,,,PG/SG
25,65760-55057,C,Jusuf,Jusuf Nurkic,Nurkic,41.12325,1.0,7600,PHO@POR,POR,PHO,,,,,,C
26,65760-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,39.4695,1.0,7600,NO@MIN,MIN,NO,,,,,,PG/SG
27,65760-23831,PF,Jerami,Jerami Grant,Grant,36.225,1.0,7400,DET@CHI,DET,CHI,,,,,,PF
28,65760-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,36.608250000000005,2.0,7300,DET@CHI,CHI,DET,,,,,,SG/SF
29,65760-84673,C,Deandre,Deandre Ayton,Ayton,37.926,2.0,7200,PHO@POR,PHO,POR,,,,,,C
30,65760-84683,PF/C,Jaren,Jaren Jackson,Jackson,36.713249999999995,1.0,7100,MEM@LAC,MEM,LAC,,,,,,PF/C
31,65760-68090,SG/SF,OG,OG Anunoby,Anunoby,35.721000000000004,2.0,6900,DAL@TOR,TOR,DAL,,,,,,SG/SF
32,65760-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,38.010000000000005,1.0,6800,DAL@TOR,DAL,TOR,,,,,,PF/C
33,65760-9535,PG,Kyle,Kyle Lowry,Lowry,33.615750000000006,1.0,6800,MIA@IND,MIA,IND,GTD,Ankle,,,,PG
34,65760-58378,C,Jakob,Jakob Poeltl,Poeltl,33.285000000000004,2.0,6700,MIL@SA,SA,MIL,,,,,,C
35,65760-16293,SF/SG,Norman,Norman Powell,Powell,27.930000000000003,1.0,6600,PHO@POR,POR,PHO,,,,,,SG/SF
36,65760-14503,C,Jonas,Jonas Valanciunas,Valanciunas,41.895,2.0,6300,NO@MIN,NO,MIN,,,,,,C
37,65760-80806,PG,Lonzo,Lonzo Ball,Ball,33.21675,2.0,6200,DET@CHI,CHI,DET,,,,,,PG
38,65760-145328,SF,Saddiq,Saddiq Bey,Bey,28.77,1.0,6100,DET@CHI,DET,CHI,,,,,,SF
39,65760-23716,SF/PF,Kyle,Kyle Anderson,Anderson,25.515,1.0,6000,MEM@LAC,MEM,LAC,,,,,,SF/PF
40,65760-84706,PG/SG,Devonte',Devonte' Graham,Graham,28.245,2.0,6000,NO@MIN,NO,MIN,,,,,,PG/SG
41,65760-110356,SG/SF,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,32.550000000000004,2.0,6000,NO@MIN,NO,MIN,,,,,,SG/SF
