Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
65656-89675,RB,Jonathan,Jonathan Taylor,Taylor,15,6,15000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-149696,QB,Trey,Trey Lance,Lance,0,4,14500,IND@SF,SF,IND,O,Knee,,,,MVP - 1.5X Points/AnyFLEX
65656-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,12,4,14500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-70324,QB,Carson,Carson Wentz,Wentz,16,6,14000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-56018,WR,Deebo,Deebo Samuel,Samuel,17,5,13000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,11,6,12000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-92413,RB,Eli,Eli Mitchell,Mitchell,8,3,11000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-22031,WR,T.Y.,T.Y. Hilton,Hilton,0,1,10500,IND@SF,IND,SF,O,Quadriceps,,,,MVP - 1.5X Points/AnyFLEX
65656-53390,WR,Zach,Zach Pascal,Pascal,8,6,10000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-39793,TE,George,George Kittle,Kittle,0,4,10000,IND@SF,SF,IND,IR,Calf,,,,MVP - 1.5X Points/AnyFLEX
65656-56378,K,Joey,Joey Slye,Slye,6.75,4,9500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-6910,K,Robbie,Robbie Gould,Gould,0,3,9500,IND@SF,SF,IND,IR,Groin,,,,MVP - 1.5X Points/AnyFLEX
65656-63791,K,Rodrigo,Rodrigo Blankenship,Blankenship,0,5,9000,IND@SF,IND,SF,IR,Hip,,,,MVP - 1.5X Points/AnyFLEX
65656-55145,K,Michael,Michael Badgley,Badgley,4.5,2,9000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,5,5,8500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-63625,RB,Nyheim,Nyheim Hines,Hines,6,6,8000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,6,6,7500,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-86646,RB,Trey,Trey Sermon,Sermon,6,4,7500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-57909,RB,Marlon,Marlon Mack,Mack,0,4,7000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-83138,TE,Ross,Ross Dwelley,Dwelley,0,2,7000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-22018,WR,Mohamed,Mohamed Sanu,Sanu,4,5,6500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-56262,WR,Parris,Parris Campbell,Campbell,0,5,6500,IND@SF,IND,SF,IR,Foot,,,,MVP - 1.5X Points/AnyFLEX
65656-83091,RB,Trenton,Trenton Cannon,Cannon,0,4,6000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-39859,TE,Jack,Jack Doyle,Doyle,6,6,6000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-65724,RB,JaMycal,JaMycal Hasty,Hasty,4,2,6000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,4,5,5500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-61610,RB,Jacques,Jacques Patrick,Patrick,0,1,5500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-63806,RB,Kerryon,Kerryon Johnson,Johnson,0,14,5500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-56059,WR,Trent,Trent Sherfield,Sherfield,0,3,5500,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,0,12,5000,IND@SF,SF,IND,NA,Knee - meniscus,,,,MVP - 1.5X Points/AnyFLEX
65656-29956,TE,Joshua,Joshua Perkins,Perkins,0,1,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-69383,WR,Dezmon,Dezmon Patmon,Patmon,0,1,5000,IND@SF,IND,SF,IR,Foot,,,,MVP - 1.5X Points/AnyFLEX
65656-41867,RB,Jordan,Jordan Wilkins,Wilkins,0,1,5000,IND@SF,IND,SF,O,Illness,,,,MVP - 1.5X Points/AnyFLEX
65656-41997,WR,River,River Cracraft,Cracraft,0,5,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-72718,RB,Benny,Benny LeMay,LeMay,0,1,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-22035,WR,Travis,Travis Benjamin,Benjamin,0,1,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-27801,QB,Nate,Nate Sudfeld,Sudfeld,0,2,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-61593,WR,Jauan,Jauan Jennings,Jennings,0,2,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-130334,QB,Jalen,Jalen Morton,Morton,0,,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-89384,WR,DeMichael,DeMichael Harris,Harris,0,6,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-83117,TE,Tanner,Tanner Hudson,Hudson,0,5,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-52405,WR,Jalen,Jalen Hurd,Hurd,0,1,5000,IND@SF,SF,IND,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX
65656-71351,TE,Charlie,Charlie Woerner,Woerner,0,1,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-63550,WR,Isaiah,Isaiah Zuber,Zuber,0,4,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-28744,RB,Raheem,Raheem Mostert,Mostert,0,1,5000,IND@SF,SF,IND,IR,Knee - meniscus,,,,MVP - 1.5X Points/AnyFLEX
65656-149710,WR,Mike,Mike Strachan,Strachan,0,2,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-104012,WR,Ashton,Ashton Dulin,Dulin,0,5,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-63061,WR,Gary,Gary Jennings,Jennings,0,1,5000,IND@SF,IND,SF,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
65656-29915,QB,Brett,Brett Hundley,Hundley,0,2,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-64603,TE,Farrod,Farrod Green,Green,0,1,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-71386,TE,Jordan,Jordan Thomas,Thomas,0,4,5000,IND@SF,IND,SF,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
65656-64222,RB,Jordan,Jordan Glasgow,Glasgow,0,2,5000,IND@SF,IND,SF,IR,Concussion,,,,MVP - 1.5X Points/AnyFLEX
65656-71143,TE,Kylen,Kylen Granson,Granson,0,2,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-64242,WR,Keke,Keke Coutee,Coutee,0,8,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-30837,WR,Jordan,Jordan Matthews,Matthews,0,,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-71414,WR,Quartney,Quartney Davis,Davis,0,,5000,IND@SF,IND,SF,IR,Shoulder,,,,MVP - 1.5X Points/AnyFLEX
65656-53498,WR,Richie,Richie James,James,0,10,5000,IND@SF,SF,IND,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX
65656-28157,WR,Bennie,Bennie Fowler III,Fowler III,0,1,5000,IND@SF,SF,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65656-61693,TE,Danny,Danny Pinter,Pinter,0,1,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
65656-69884,RB,Darius,Darius Anderson,Anderson,0,1,5000,IND@SF,IND,SF,,,,,,MVP - 1.5X Points/AnyFLEX
