,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67138-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.7,13.0,11400,LAL@MIL,MIL,LAL,,,,,,SF/PF
2,67138-15755,PF/C,Anthony,Anthony Davis,Davis,49.7,15.0,10600,LAL@MIL,LAL,MIL,GTD,Thumb,,,,PF/C
3,67138-9646,SF/PF,Kevin,Kevin Durant,Durant,48.5,15.0,10400,CLE@BKN,BKN,CLE,,,,,,SF/PF
4,67138-9644,SG/PG,James,James Harden,Harden,45.8,15.0,10200,CLE@BKN,BKN,CLE,,,,,,PG/SG
6,67138-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.8,13.0,9800,SAC@MIN,MIN,SAC,,,,,,C
7,67138-14528,SF/SG,Jimmy,Jimmy Butler,Butler,43.8,11.0,9700,NO@MIA,MIA,NO,GTD,Ankle,,,,SG/SF
8,67138-9642,PG,Russell,Russell Westbrook,Westbrook,44.0,15.0,9700,LAL@MIL,LAL,MIL,,,,,,PG
9,67138-84671,PG,Trae,Trae Young,Young,42.0,15.0,9600,BOS@ATL,ATL,BOS,,,,,,PG
10,67138-80808,SF/PF,Jayson,Jayson Tatum,Tatum,46.0,14.0,9300,BOS@ATL,BOS,ATL,,,,,,SF/PF
11,67138-145485,PG,LaMelo,LaMelo Ball,Ball,41.3,15.0,9000,WAS@CHA,CHA,WAS,,,,,,PG
13,67138-9623,PG,Chris,Chris Paul,Paul,39.6,13.0,8900,DAL@PHO,PHO,DAL,,,,,,PG
14,67138-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,40.7,8.0,8800,DAL@PHO,DAL,PHO,,,,,,PF/C
15,67138-14503,C,Jonas,Jonas Valanciunas,Valanciunas,39.3,15.0,8800,NO@MIA,NO,MIA,,,,,,C
16,67138-15595,SG,Bradley,Bradley Beal,Beal,41.5,10.0,8700,WAS@CHA,WAS,CHA,,,,,,SG
17,67138-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,41.2,15.0,8700,IND@DET,IND,DET,,,,,,PF/C
18,67138-42669,PF/C,Julius,Julius Randle,Randle,41.5,14.0,8600,ORL@NY,NY,ORL,,,,,,PF/C
19,67138-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,35.8,10.0,8600,IND@DET,IND,DET,,,,,,PG/SG
20,67138-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,41.8,14.0,8500,CHI@POR,CHI,POR,,,,,,SG/SF
21,67138-80817,C/PF,Bam,Bam Adebayo,Adebayo,42.2,12.0,8400,NO@MIA,MIA,NO,GTD,Knee,,,,PF/C
22,67138-84678,SF,Miles,Miles Bridges,Bridges,36.1,15.0,8300,WAS@CHA,CHA,WAS,,,,,,SF
25,67138-20848,PG,Damian,Damian Lillard,Lillard,41.2,14.0,8200,CHI@POR,POR,CHI,GTD,Abdomen,,,,PG
26,67138-66048,SF,Brandon,Brandon Ingram,Ingram,35.7,8.0,8100,NO@MIA,NO,MIA,,,,,,SF
27,67138-58460,SG,Devin,Devin Booker,Booker,37.5,13.0,8100,DAL@PHO,PHO,DAL,,,,,,SG
