,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68624-9646,SF/PF,Kevin,Kevin Durant,Durant,51.0,25.0,11100,TOR@BKN,BKN,TOR,GTD,Ankle,,,,SF/PF
1,68624-9644,SG/PG,James,James Harden,Harden,49.5,26.0,10400,TOR@BKN,BKN,TOR,,,,,,PG/SG
2,68624-9524,PG,Stephen,Stephen Curry,Curry,43.2,26.0,10200,GS@NY,GS,NY,,,,,,PG
4,68624-20848,PG,Damian,Damian Lillard,Lillard,41.8,21.0,8700,PHO@POR,POR,PHO,,,,,,PG
5,68624-42669,PF/C,Julius,Julius Randle,Randle,41.6,27.0,8600,GS@NY,NY,GS,,,,,,PF/C
6,68624-24247,PG,Fred,Fred VanVleet,VanVleet,39.2,26.0,8500,TOR@BKN,TOR,BKN,,,,,,PG
7,68624-9623,PG,Chris,Chris Paul,Paul,39.1,26.0,8400,PHO@POR,PHO,POR,,,,,,PG
8,68624-157822,SF/PF,Scottie,Scottie Barnes,Barnes,31.6,25.0,8200,TOR@BKN,TOR,BKN,,,,,,SF/PF
10,68624-60021,PF,Pascal,Pascal Siakam,Siakam,39.0,16.0,7800,TOR@BKN,TOR,BKN,,,,,,PF
13,68624-84673,C,Deandre,Deandre Ayton,Ayton,35.4,18.0,7500,PHO@POR,PHO,POR,GTD,Illness,,,,C
14,68624-15860,PF/C,Draymond,Draymond Green,Green,30.9,26.0,6600,GS@NY,GS,NY,,,,,,PF/C
15,68624-110322,PG/SG,Jordan,Jordan Poole,Poole,26.9,27.0,6300,GS@NY,GS,NY,,,,,,PG/SG
16,68624-9475,PG/SG,Derrick,Derrick Rose,Rose,30.5,24.0,6200,GS@NY,NY,GS,,,,,,PG/SG
17,68624-84695,SG/SF,Gary,Gary Trent,Trent,28.5,25.0,6100,TOR@BKN,TOR,BKN,,,,,,SG/SF
18,68624-55057,C,Jusuf,Jusuf Nurkic,Nurkic,33.3,27.0,6000,PHO@POR,POR,PHO,,,,,,C
19,68624-16293,SF/SG,Norman,Norman Powell,Powell,25.3,23.0,5900,PHO@POR,POR,PHO,,,,,,SG/SF
21,68624-49116,SF,Andrew,Andrew Wiggins,Wiggins,29.8,27.0,5900,GS@NY,GS,NY,,,,,,SF
22,68624-84717,PG/SG,Anfernee,Anfernee Simons,Simons,23.0,23.0,5800,PHO@POR,POR,PHO,,,,,,PG/SG
24,68624-14510,SG/SF,Alec,Alec Burks,Burks,28.8,26.0,5600,GS@NY,NY,GS,,,,,,SG/SF
25,68624-9739,C,JaVale,JaVale McGee,McGee,25.1,26.0,5400,PHO@POR,PHO,POR,,,,,,C
27,68624-23825,C,Nerlens,Nerlens Noel,Noel,21.1,13.0,5300,GS@NY,NY,GS,,,,,,C
30,68624-15800,PF/SF,Jae,Jae Crowder,Crowder,23.9,26.0,5200,PHO@POR,PHO,POR,,,,,,SF/PF
31,68624-145348,SG/PG,Immanuel,Immanuel Quickley,Quickley,25.9,27.0,5200,GS@NY,NY,GS,,,,,,PG/SG
33,68624-68203,C/PF,Chris,Chris Boucher,Boucher,29.0,25.0,5100,TOR@BKN,TOR,BKN,,,,,,PF/C
36,68624-84670,SF/PF,Mikal,Mikal Bridges,Bridges,24.6,26.0,5000,PHO@POR,PHO,POR,,,,,,SF/PF
37,68624-20491,PF/SF,Robert,Robert Covington,Covington,19.0,27.0,4900,PHO@POR,POR,PHO,,,,,,SF/PF
40,68624-110316,SF,Cameron,Cameron Johnson,Johnson,21.7,26.0,4900,PHO@POR,PHO,POR,,,,,,SF
42,68624-48567,PG/SG,Cameron,Cameron Payne,Payne,20.8,21.0,4800,PHO@POR,PHO,POR,,,,,,PG/SG
43,68624-58576,C/PF,Kevon,Kevon Looney,Looney,18.7,27.0,4700,GS@NY,GS,NY,,,,,,PF/C
45,68624-110354,C/PF,Nicolas,Nicolas Claxton,Claxton,24.7,9.0,4400,TOR@BKN,BKN,TOR,,,,,,PF/C
46,68624-23096,SF/SG,Evan,Evan Fournier,Fournier,23.1,27.0,4400,GS@NY,NY,GS,,,,,,SG/SF
47,68624-84709,C,Mitchell,Mitchell Robinson,Robinson,17.5,24.0,4400,GS@NY,NY,GS,,,,,,C
48,68624-110343,SF,Nassir,Nassir Little,Little,23.2,23.0,4300,PHO@POR,POR,PHO,,,,,,SF
55,68624-84674,SF/PF,Kevin,Kevin Knox,Knox,17.0,7.0,4200,GS@NY,NY,GS,,,,,,SF/PF
58,68624-84694,SG,Bruce,Bruce Brown,Brown,23.0,24.0,4100,TOR@BKN,BKN,TOR,,,,,,SG
59,68624-117779,SF/PF,Juan,Juan Toscano-Anderson,Toscano-Anderson,15.1,26.0,3900,GS@NY,GS,NY,,,,,,SF/PF
62,68624-85238,SG,Yuta,Yuta Watanabe,Watanabe,15.4,8.0,3900,TOR@BKN,TOR,BKN,,,,,,SG
65,68624-84724,SG,Landry,Landry Shamet,Shamet,17.2,25.0,3800,PHO@POR,PHO,POR,,,,,,SG
69,68624-9560,PF/C,Blake,Blake Griffin,Griffin,15.3,19.0,3600,TOR@BKN,BKN,TOR,,,,,,PF/C
