Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
66246-55062,C,Nikola,Nikola Jokic,Jokic,52.5499979654948,6,11200,DEN@MEM,DEN,MEM,,,,,,C
66246-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.2600006103516,5,10400,ORL@MIN,MIN,ORL,,,,,,C
66246-12341,SG/SF,Paul,Paul George,George,50.3600006103516,5,10100,OKC@LAC,LAC,OKC,,,,,,SG/SF
66246-110344,PG,Ja,Ja Morant,Morant,47.8666687011719,6,9900,DEN@MEM,MEM,DEN,GTD,Elbow,,,,PG
66246-49111,C,Joel,Joel Embiid,Embiid,42.6499989827474,6,9700,POR@PHI,PHI,POR,O,Rest,,,,C
66246-42669,PF/C,Julius,Julius Randle,Randle,46.6499989827474,6,9500,TOR@NY,NY,TOR,,,,,,PF/C
66246-80808,SF/PF,Jayson,Jayson Tatum,Tatum,45.5833333333333,6,9400,CHI@BOS,BOS,CHI,,,,,,SF/PF
66246-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,43.8714294433594,7,9200,SA@IND,IND,SA,,,,,,PF/C
66246-15595,SG/PG,Bradley,Bradley Beal,Beal,42.4399993896484,5,9100,WAS@ATL,WAS,ATL,,,,,,PG/SG
66246-67708,PG/SG,Dejounte,Dejounte Murray,Murray,46.6166687011719,6,8900,SA@IND,SA,IND,,,,,,PG/SG
66246-84671,PG,Trae,Trae Young,Young,41.2333323160807,6,8700,WAS@ATL,ATL,WAS,,,,,,PG
66246-60021,PF,Pascal,Pascal Siakam,Siakam,39.8214285714286,56,8500,TOR@NY,TOR,NY,O,Shoulder,,,,PF
66246-14514,C,Nikola,Nikola Vucevic,Vucevic,40.6166661580404,6,8400,CHI@BOS,CHI,BOS,,,,,,C
66246-67026,SF/SG,Jaylen,Jaylen Brown,Brown,40.0799987792969,5,8400,CHI@BOS,BOS,CHI,,,,,,SG/SF
66246-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,43.1,5,8400,SA@IND,IND,SA,GTD,Hamstring,,,,PG/SG
66246-19067,SG,CJ,CJ McCollum,McCollum,39.6499989827474,6,8300,POR@PHI,POR,PHI,,,,,,SG
66246-20848,PG,Damian,Damian Lillard,Lillard,33.6999994913737,6,8300,POR@PHI,POR,PHI,,,,,,PG
66246-84678,SF,Miles,Miles Bridges,Bridges,42.8999982561384,7,8100,CLE@CHA,CHA,CLE,,,,,,SF
66246-40783,SG/PG,Zach,Zach LaVine,LaVine,38.4499994913737,6,8100,CHI@BOS,CHI,BOS,,,,,,PG/SG
66246-24247,SG/PG,Fred,Fred VanVleet,VanVleet,36.2142857142857,7,8000,TOR@NY,TOR,NY,,,,,,PG/SG
66246-145321,SF/SG,Anthony,Anthony Edwards,Edwards,37.9799987792969,5,7900,ORL@MIN,MIN,ORL,,,,,,SG/SF
66246-66115,PG,Ben,Ben Simmons,Simmons,37.2271414620536,70,7800,POR@PHI,PHI,POR,O,Personal,,,,PG
66246-23798,SG/SF,Caris,Caris LeVert,LeVert,23.2000007629395,1,7800,SA@IND,IND,SA,GTD,Back,,,,SG/SF
66246-145485,PG,LaMelo,LaMelo Ball,Ball,38.2714276994978,7,7700,CLE@CHA,CHA,CLE,,,,,,PG
66246-23776,C/PF,Montrezl,Montrezl Harrell,Harrell,38.4499994913737,6,7700,WAS@ATL,WAS,ATL,,,,,,PF/C
66246-9453,PF/C,Al,Al Horford,Horford,44.3499984741211,4,7600,CHI@BOS,BOS,CHI,,,,,,PF/C
66246-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,39.1000010172526,6,7600,CHI@BOS,CHI,BOS,,,,,,SG/SF
66246-55057,C,Jusuf,Jusuf Nurkic,Nurkic,34.1666666666667,6,7500,POR@PHI,POR,PHI,,,,,,C
66246-14518,PF/SF,Tobias,Tobias Harris,Harris,36.8833338419596,6,7400,POR@PHI,PHI,POR,,,,,,SF/PF
66246-84708,PF/C,Robert,Robert Williams,Williams,36.3399993896484,5,7400,CHI@BOS,BOS,CHI,,,,,,PF/C
66246-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,30.5200012207031,5,7400,ORL@MIN,MIN,ORL,,,,,,PG/SG
66246-68090,SG/SF,OG,OG Anunoby,Anunoby,34.5428575788225,7,7300,TOR@NY,TOR,NY,,,,,,SG/SF
66246-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,33.5500005086263,6,7200,OKC@LAC,OKC,LAC,,,,,,PG/SG
66246-58378,C,Jakob,Jakob Poeltl,Poeltl,35.8166656494141,6,7100,SA@IND,SA,IND,,,,,,C
66246-12366,SF/SG,Gordon,Gordon Hayward,Hayward,29.8857138497489,7,7000,CLE@CHA,CHA,CLE,,,,,,SG/SF
66246-58377,SF/PF,Kyle,Kyle Kuzma,Kuzma,35.6999994913737,6,6900,WAS@ATL,WAS,ATL,,,,,,SF/PF
66246-15542,SG/PG,Spencer,Spencer Dinwiddie,Dinwiddie,35.0799987792969,5,6900,WAS@ATL,WAS,ATL,,,,,,PG/SG
66246-145327,PG/SG,Cole,Cole Anthony,Anthony,34.1285705566406,7,6800,ORL@MIN,ORL,MIN,,,,,,PG/SG
66246-157822,SF/PF,Scottie,Scottie Barnes,Barnes,33.1999991280692,7,6700,TOR@NY,TOR,NY,GTD,Thumb,,,,SF/PF
66246-80821,C/PF,Jarrett,Jarrett Allen,Allen,28.5142865862165,7,6700,CLE@CHA,CLE,CHA,,,,,,PF/C
66246-157845,C/PF,Evan,Evan Mobley,Mobley,32.9428580147879,7,6600,CLE@CHA,CLE,CHA,,,,,,PF/C
66246-84675,C/PF,Mo,Mo Bamba,Bamba,33.3000008719308,7,6600,ORL@MIN,ORL,MIN,,,,,,PF/C
66246-80806,PG,Lonzo,Lonzo Ball,Ball,33.216667175293,6,6600,CHI@BOS,CHI,BOS,,,,,,PG
66246-66236,PF/C,John,John Collins,Collins,35.6333338419596,6,6500,WAS@ATL,ATL,WAS,,,,,,PF/C
66246-84667,SG/PG,Collin,Collin Sexton,Sexton,23.3571428571429,7,6400,CLE@CHA,CLE,CHA,,,,,,PG/SG
66246-84676,PF/C,Wendell,Wendell Carter,Carter,29.8571428571429,7,6400,ORL@MIN,ORL,MIN,,,,,,PF/C
66246-55059,C,Clint,Clint Capela,Capela,28.0166676839193,6,6400,WAS@ATL,ATL,WAS,,,,,,C
66246-42677,SG/PG,Terry,Terry Rozier,Rozier,17.6499996185303,2,6300,CLE@CHA,CHA,CLE,,,,,,PG/SG
66246-84683,PF/C,Jaren,Jaren Jackson,Jackson,26.6999994913737,6,6300,DEN@MEM,MEM,DEN,,,,,,PF/C
66246-84682,PF/SF,Michael,Michael Porter,Porter,24.533332824707,6,6200,DEN@MEM,DEN,MEM,,,,,,SF/PF
66246-40201,PG/SG,Dennis,Dennis Schroder,Schroder,31.2666676839193,6,6200,CHI@BOS,BOS,CHI,,,,,,PG/SG
66246-49675,PG/SG,Derrick,Derrick White,White,31.783332824707,6,6100,SA@IND,SA,IND,,,,,,PG/SG
66246-23169,C,Steven,Steven Adams,Adams,28.1000010172526,6,6100,DEN@MEM,MEM,DEN,,,,,,C
