,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
0,RB,Derrick Henry (19394143),Derrick Henry,19394143,RB/FLEX,8800,TEN@NYJ 10/03/2021 01:00PM ET,TEN,27.93
1,RB,Christian McCaffrey (19394145),Christian McCaffrey,19394145,RB/FLEX,8700,CAR@DAL 10/03/2021 01:00PM ET,CAR,19.47
2,RB,Alvin Kamara (19394147),Alvin Kamara,19394147,RB/FLEX,8400,NYG@NO 10/03/2021 01:00PM ET,NO,15.3
3,QB,Patrick Mahomes (19394053),Patrick Mahomes,19394053,QB,8100,KC@PHI 10/03/2021 01:00PM ET,KC,23.784000000000002
4,TE,Travis Kelce (19395157),Travis Kelce,19395157,TE/FLEX,8100,KC@PHI 10/03/2021 01:00PM ET,KC,19.44
5,RB,Dalvin Cook (19394149),Dalvin Cook,19394149,RB/FLEX,8100,CLE@MIN 10/03/2021 01:00PM ET,MIN,18.540000000000003
6,QB,Josh Allen (19394054),Josh Allen,19394054,QB,8000,HOU@BUF 10/03/2021 01:00PM ET,BUF,20.288
7,WR,Tyreek Hill (19394515),Tyreek Hill,19394515,WR/FLEX,8000,KC@PHI 10/03/2021 01:00PM ET,KC,15.12
8,WR,Davante Adams (19394517),Davante Adams,19394517,WR/FLEX,7900,PIT@GB 10/03/2021 04:25PM ET,GB,20.367
9,QB,Kyler Murray (19394055),Kyler Murray,19394055,QB,7800,ARI@LAR 10/03/2021 04:05PM ET,ARI,31.73
10,WR,Cooper Kupp (19394519),Cooper Kupp,19394519,WR/FLEX,7800,ARI@LAR 10/03/2021 04:05PM ET,LAR,29.16
11,WR,DeAndre Hopkins (19394521),DeAndre Hopkins,19394521,WR/FLEX,7700,ARI@LAR 10/03/2021 04:05PM ET,ARI,15.6
12,RB,Aaron Jones (19394151),Aaron Jones,19394151,RB/FLEX,7700,PIT@GB 10/03/2021 04:25PM ET,GB,18.990000000000002
13,WR,Stefon Diggs (19394523),Stefon Diggs,19394523,WR/FLEX,7600,HOU@BUF 10/03/2021 01:00PM ET,BUF,11.76
14,QB,Lamar Jackson (19394056),Lamar Jackson,19394056,QB,7500,BAL@DEN 10/03/2021 04:25PM ET,BAL,25.85
15,WR,Justin Jefferson (19394525),Justin Jefferson,19394525,WR/FLEX,7300,CLE@MIN 10/03/2021 01:00PM ET,MIN,18.252000000000002
16,WR,DK Metcalf (19394527),DK Metcalf,19394527,WR/FLEX,7200,SEA@SF 10/03/2021 04:05PM ET,SEA,17.67
17,QB,Russell Wilson (19394057),Russell Wilson,19394057,QB,7100,SEA@SF 10/03/2021 04:05PM ET,SEA,23.33
18,WR,Tyler Lockett (19394529),Tyler Lockett,19394529,WR/FLEX,7100,SEA@SF 10/03/2021 04:05PM ET,SEA,23.63
19,RB,Nick Chubb (19394153),Nick Chubb,19394153,RB/FLEX,7000,CLE@MIN 10/03/2021 01:00PM ET,CLE,14.490000000000002
20,WR,Calvin Ridley (19394531),Calvin Ridley,19394531,WR/FLEX,7000,WAS@ATL 10/03/2021 01:00PM ET,ATL,14.5
21,QB,Matthew Stafford (19394058),Matthew Stafford,19394058,QB,7000,ARI@LAR 10/03/2021 04:05PM ET,LAR,23.427000000000003
22,QB,Jalen Hurts (19394059),Jalen Hurts,19394059,QB,6900,KC@PHI 10/03/2021 01:00PM ET,PHI,25.37
23,WR,Terry McLaurin (19394533),Terry McLaurin,19394533,WR/FLEX,6900,WAS@ATL 10/03/2021 01:00PM ET,WAS,17.03
24,WR,Adam Thielen (19394535),Adam Thielen,19394535,WR/FLEX,6800,CLE@MIN 10/03/2021 01:00PM ET,MIN,18.927000000000003
25,QB,Aaron Rodgers (19394060),Aaron Rodgers,19394060,QB,6800,PIT@GB 10/03/2021 04:25PM ET,GB,14.751000000000001
26,RB,Najee Harris (19394155),Najee Harris,19394155,RB/FLEX,6800,PIT@GB 10/03/2021 04:25PM ET,PIT,20.603
27,QB,Dak Prescott (19394061),Dak Prescott,19394061,QB,6700,CAR@DAL 10/03/2021 01:00PM ET,DAL,18.306
28,WR,CeeDee Lamb (19394537),CeeDee Lamb,19394537,WR/FLEX,6700,CAR@DAL 10/03/2021 01:00PM ET,DAL,15.993
29,RB,Saquon Barkley (19394157),Saquon Barkley,19394157,RB/FLEX,6700,NYG@NO 10/03/2021 01:00PM ET,NYG,13.596
30,WR,DJ Moore (19394539),DJ Moore,19394539,WR/FLEX,6600,CAR@DAL 10/03/2021 01:00PM ET,CAR,20.27
31,RB,Alexander Mattison (19394159),Alexander Mattison,19394159,RB/FLEX,6600,CLE@MIN 10/03/2021 01:00PM ET,MIN,9.450000000000001
32,WR,Julio Jones (19394543),Julio Jones,19394543,WR/FLEX,6500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,11.8
33,RB,Ezekiel Elliott (19394161),Ezekiel Elliott,19394161,RB/FLEX,6500,CAR@DAL 10/03/2021 01:00PM ET,DAL,15.057
34,WR,Deebo Samuel (19394541),Deebo Samuel,19394541,WR/FLEX,6500,SEA@SF 10/03/2021 04:05PM ET,SF,18.657
35,WR,Brandin Cooks (19394545),Brandin Cooks,19394545,WR/FLEX,6400,HOU@BUF 10/03/2021 01:00PM ET,HOU,27.084
36,RB,Miles Sanders (19394163),Miles Sanders,19394163,RB/FLEX,6400,KC@PHI 10/03/2021 01:00PM ET,PHI,10.9
37,QB,Kirk Cousins (19394062),Kirk Cousins,19394062,QB,6400,CLE@MIN 10/03/2021 01:00PM ET,MIN,23.526
38,QB,Ryan Tannehill (19394063),Ryan Tannehill,19394063,QB,6300,TEN@NYJ 10/03/2021 01:00PM ET,TEN,19.75
39,WR,A.J. Brown (19394547),A.J. Brown,19394547,WR/FLEX,6300,TEN@NYJ 10/03/2021 01:00PM ET,TEN,7.5
40,RB,Jonathan Taylor (19394165),Jonathan Taylor,19394165,RB/FLEX,6300,IND@MIA 10/03/2021 01:00PM ET,IND,11.77
41,RB,Chris Carson (19394167),Chris Carson,19394167,RB/FLEX,6300,SEA@SF 10/03/2021 04:05PM ET,SEA,15.0
42,RB,D'Andre Swift (19394169),D'Andre Swift,19394169,RB/FLEX,6200,DET@CHI 10/03/2021 01:00PM ET,DET,21.967
43,QB,Baker Mayfield (19394064),Baker Mayfield,19394064,QB,6200,CLE@MIN 10/03/2021 01:00PM ET,CLE,15.633000000000001
44,WR,Diontae Johnson (19394549),Diontae Johnson,19394549,WR/FLEX,6200,PIT@GB 10/03/2021 04:25PM ET,PIT,20.405
45,RB,Antonio Gibson (19394171),Antonio Gibson,19394171,RB/FLEX,6100,WAS@ATL 10/03/2021 01:00PM ET,WAS,13.17
46,WR,Chase Claypool (19394551),Chase Claypool,19394551,WR/FLEX,6100,PIT@GB 10/03/2021 04:25PM ET,PIT,14.047
47,QB,Sam Darnold (19394065),Sam Darnold,19394065,QB,6000,CAR@DAL 10/03/2021 01:00PM ET,CAR,23.74
48,WR,Amari Cooper (19394553),Amari Cooper,19394553,WR/FLEX,6000,CAR@DAL 10/03/2021 01:00PM ET,DAL,15.866999999999999
49,RB,Kareem Hunt (19394173),Kareem Hunt,19394173,RB/FLEX,6000,CLE@MIN 10/03/2021 01:00PM ET,CLE,15.273
50,RB,Chuba Hubbard (19394175),Chuba Hubbard,19394175,RB/FLEX,5900,CAR@DAL 10/03/2021 01:00PM ET,CAR,4.77
51,WR,Michael Thomas (19394555),Michael Thomas,19394555,WR/FLEX,5900,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
52,QB,Taylor Heinicke (19394066),Taylor Heinicke,19394066,QB,5900,WAS@ATL 10/03/2021 01:00PM ET,WAS,19.33
53,TE,George Kittle (19395159),George Kittle,19395159,TE/FLEX,5900,SEA@SF 10/03/2021 04:05PM ET,SF,10.376999999999999
54,RB,David Montgomery (19394177),David Montgomery,19394177,RB/FLEX,5800,DET@CHI 10/03/2021 01:00PM ET,CHI,13.4
55,WR,Allen Robinson II (19394557),Allen Robinson II,19394557,WR/FLEX,5800,DET@CHI 10/03/2021 01:00PM ET,CHI,8.2
56,TE,T.J. Hockenson (19395161),T.J. Hockenson,19395161,TE/FLEX,5800,DET@CHI 10/03/2021 01:00PM ET,DET,18.073
57,QB,Daniel Jones (19394067),Daniel Jones,19394067,QB,5800,NYG@NO 10/03/2021 01:00PM ET,NYG,27.348
58,WR,Odell Beckham Jr. (19394559),Odell Beckham Jr.,19394559,WR/FLEX,5800,CLE@MIN 10/03/2021 01:00PM ET,CLE,12.33
59,WR,DeVonta Smith (19394563),DeVonta Smith,19394563,WR/FLEX,5700,KC@PHI 10/03/2021 01:00PM ET,PHI,9.5
60,RB,Tony Pollard (19394179),Tony Pollard,19394179,RB/FLEX,5700,CAR@DAL 10/03/2021 01:00PM ET,DAL,12.537
61,QB,Teddy Bridgewater (19394068),Teddy Bridgewater,19394068,QB,5700,BAL@DEN 10/03/2021 04:25PM ET,DEN,18.83
62,WR,Courtland Sutton (19394561),Courtland Sutton,19394561,WR/FLEX,5700,BAL@DEN 10/03/2021 04:25PM ET,DEN,13.0
63,QB,Jameis Winston (19394070),Jameis Winston,19394070,QB,5600,NYG@NO 10/03/2021 01:00PM ET,NO,17.83
64,WR,Jarvis Landry (19394565),Jarvis Landry,19394565,WR/FLEX,5600,CLE@MIN 10/03/2021 01:00PM ET,CLE,9.585
65,QB,Jimmy Garoppolo (19394069),Jimmy Garoppolo,19394069,QB,5600,SEA@SF 10/03/2021 04:05PM ET,SF,16.497
66,RB,Darrell Henderson Jr. (19394181),Darrell Henderson Jr.,19394181,RB/FLEX,5600,ARI@LAR 10/03/2021 04:05PM ET,LAR,14.805
67,WR,JuJu Smith-Schuster (19394567),JuJu Smith-Schuster,19394567,WR/FLEX,5600,PIT@GB 10/03/2021 04:25PM ET,PIT,11.407
68,WR,Kenny Golladay (19394569),Kenny Golladay,19394569,WR/FLEX,5500,NYG@NO 10/03/2021 01:00PM ET,NYG,11.04
69,WR,Sterling Shepard (19394571),Sterling Shepard,19394571,WR/FLEX,5500,NYG@NO 10/03/2021 01:00PM ET,NYG,19.355999999999998
70,RB,Chase Edmonds (19394185),Chase Edmonds,19394185,RB/FLEX,5500,ARI@LAR 10/03/2021 04:05PM ET,ARI,13.87
71,QB,Ben Roethlisberger (19394071),Ben Roethlisberger,19394071,QB,5500,PIT@GB 10/03/2021 04:25PM ET,PIT,16.511000000000003
72,RB,Melvin Gordon III (19394183),Melvin Gordon III,19394183,RB/FLEX,5500,BAL@DEN 10/03/2021 04:25PM ET,DEN,15.93
73,WR,Cole Beasley (19394573),Cole Beasley,19394573,WR/FLEX,5400,HOU@BUF 10/03/2021 01:00PM ET,BUF,11.304000000000002
74,RB,Clyde Edwards-Helaire (19394189),Clyde Edwards-Helaire,19394189,RB/FLEX,5400,KC@PHI 10/03/2021 01:00PM ET,KC,9.256
75,QB,Carson Wentz (19394072),Carson Wentz,19394072,QB,5400,IND@MIA 10/03/2021 01:00PM ET,IND,16.753
76,WR,Michael Pittman Jr. (19394575),Michael Pittman Jr.,19394575,WR/FLEX,5400,IND@MIA 10/03/2021 01:00PM ET,IND,15.587000000000002
77,QB,Matt Ryan (19394073),Matt Ryan,19394073,QB,5400,WAS@ATL 10/03/2021 01:00PM ET,ATL,15.43
78,RB,Eli Mitchell (19394187),Eli Mitchell,19394187,RB/FLEX,5400,SEA@SF 10/03/2021 04:05PM ET,SF,12.015
79,WR,Marquise Brown (19394577),Marquise Brown,19394577,WR/FLEX,5400,BAL@DEN 10/03/2021 04:25PM ET,BAL,18.0
80,QB,Tyrod Taylor (19394075),Tyrod Taylor,19394075,QB,5300,HOU@BUF 10/03/2021 01:00PM ET,HOU,24.084
81,RB,Zack Moss (19394193),Zack Moss,19394193,RB/FLEX,5300,HOU@BUF 10/03/2021 01:00PM ET,BUF,13.8
82,QB,Andy Dalton (19394074),Andy Dalton,19394074,QB,5300,DET@CHI 10/03/2021 01:00PM ET,CHI,8.14
83,RB,Jamaal Williams (19394191),Jamaal Williams,19394191,RB/FLEX,5300,DET@CHI 10/03/2021 01:00PM ET,DET,17.017000000000003
84,RB,Myles Gaskin (19394195),Myles Gaskin,19394195,RB/FLEX,5300,IND@MIA 10/03/2021 01:00PM ET,MIA,10.53
85,WR,Robert Woods (19394579),Robert Woods,19394579,WR/FLEX,5300,ARI@LAR 10/03/2021 04:05PM ET,LAR,9.360000000000001
86,WR,Christian Kirk (19394581),Christian Kirk,19394581,WR/FLEX,5300,ARI@LAR 10/03/2021 04:05PM ET,ARI,17.97
87,TE,Mark Andrews (19395163),Mark Andrews,19395163,TE/FLEX,5300,BAL@DEN 10/03/2021 04:25PM ET,BAL,11.53
88,QB,Jared Goff (19394076),Jared Goff,19394076,QB,5200,DET@CHI 10/03/2021 01:00PM ET,DET,22.891000000000002
89,QB,Justin Fields (19394077),Justin Fields,19394077,QB,5200,DET@CHI 10/03/2021 01:00PM ET,CHI,5.04
90,WR,DeVante Parker (19394583),DeVante Parker,19394583,WR/FLEX,5200,IND@MIA 10/03/2021 01:00PM ET,MIA,9.83
91,RB,Sony Michel (19394199),Sony Michel,19394199,RB/FLEX,5200,ARI@LAR 10/03/2021 04:05PM ET,LAR,4.707000000000001
92,RB,Ty'Son Williams (19394197),Ty'Son Williams,19394197,RB/FLEX,5200,BAL@DEN 10/03/2021 04:25PM ET,BAL,10.63
93,QB,Nick Foles (19394078),Nick Foles,19394078,QB,5100,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
94,WR,Robby Anderson (19394587),Robby Anderson,19394587,WR/FLEX,5100,CAR@DAL 10/03/2021 01:00PM ET,CAR,7.1
95,QB,Jacoby Brissett (19394079),Jacoby Brissett,19394079,QB,5100,IND@MIA 10/03/2021 01:00PM ET,MIA,9.09
96,RB,Mike Davis (19394203),Mike Davis,19394203,RB/FLEX,5100,WAS@ATL 10/03/2021 01:00PM ET,ATL,11.5
97,RB,James Conner (19394201),James Conner,19394201,RB/FLEX,5100,ARI@LAR 10/03/2021 04:05PM ET,ARI,8.73
98,WR,Sammy Watkins (19394585),Sammy Watkins,19394585,WR/FLEX,5100,BAL@DEN 10/03/2021 04:25PM ET,BAL,10.93
99,QB,Zach Wilson (19394080),Zach Wilson,19394080,QB,5000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,11.077000000000002
100,WR,Corey Davis (19394589),Corey Davis,19394589,WR/FLEX,5000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,14.157
101,RB,J.D. McKissic (19394205),J.D. McKissic,19394205,RB/FLEX,5000,WAS@ATL 10/03/2021 01:00PM ET,WAS,8.97
102,TE,Kyle Pitts (19395165),Kyle Pitts,19395165,TE/FLEX,5000,WAS@ATL 10/03/2021 01:00PM ET,ATL,8.3
103,RB,Trey Sermon (19394207),Trey Sermon,19394207,RB/FLEX,5000,SEA@SF 10/03/2021 04:05PM ET,SF,5.49
104,WR,Brandon Aiyuk (19394591),Brandon Aiyuk,19394591,WR/FLEX,5000,SEA@SF 10/03/2021 04:05PM ET,SF,4.833
105,RB,Javonte Williams (19394209),Javonte Williams,19394209,RB/FLEX,5000,BAL@DEN 10/03/2021 04:25PM ET,DEN,9.23
106,WR,Jerry Jeudy (19394593),Jerry Jeudy,19394593,WR/FLEX,5000,BAL@DEN 10/03/2021 04:25PM ET,DEN,13.2
107,QB,Davis Mills (19394081),Davis Mills,19394081,QB,4900,HOU@BUF 10/03/2021 01:00PM ET,HOU,10.62
108,WR,Emmanuel Sanders (19394595),Emmanuel Sanders,19394595,WR/FLEX,4900,HOU@BUF 10/03/2021 01:00PM ET,BUF,11.304000000000002
109,QB,Taysom Hill (19394082),Taysom Hill,19394082,QB,4900,NYG@NO 10/03/2021 01:00PM ET,NO,3.67
110,RB,Nyheim Hines (19394211),Nyheim Hines,19394211,RB/FLEX,4900,IND@MIA 10/03/2021 01:00PM ET,IND,13.31
111,WR,Jaylen Waddle (19394597),Jaylen Waddle,19394597,WR/FLEX,4900,IND@MIA 10/03/2021 01:00PM ET,MIA,14.57
112,RB,Cordarrelle Patterson (19394213),Cordarrelle Patterson,19394213,RB/FLEX,4900,WAS@ATL 10/03/2021 01:00PM ET,ATL,16.27
113,TE,Logan Thomas (19395167),Logan Thomas,19395167,TE/FLEX,4900,WAS@ATL 10/03/2021 01:00PM ET,WAS,11.57
114,WR,Tim Patrick (19394599),Tim Patrick,19394599,WR/FLEX,4900,BAL@DEN 10/03/2021 04:25PM ET,DEN,13.8
115,RB,Devin Singletary (19394217),Devin Singletary,19394217,RB/FLEX,4800,HOU@BUF 10/03/2021 01:00PM ET,BUF,8.456000000000001
116,RB,Jeremy McNichols (19394215),Jeremy McNichols,19394215,RB/FLEX,4800,TEN@NYJ 10/03/2021 01:00PM ET,TEN,6.93
117,TE,Dallas Goedert (19395169),Dallas Goedert,19395169,TE/FLEX,4800,KC@PHI 10/03/2021 01:00PM ET,PHI,9.07
118,WR,Will Fuller V (19394601),Will Fuller V,19394601,WR/FLEX,4800,IND@MIA 10/03/2021 01:00PM ET,MIA,7.0
119,QB,Kyle Allen (19394083),Kyle Allen,19394083,QB,4800,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
120,RB,Mark Ingram II (19394219),Mark Ingram II,19394219,RB/FLEX,4700,HOU@BUF 10/03/2021 01:00PM ET,HOU,9.0
121,WR,Jalen Reagor (19394603),Jalen Reagor,19394603,WR/FLEX,4700,KC@PHI 10/03/2021 01:00PM ET,PHI,9.9
122,RB,Royce Freeman (19394225),Royce Freeman,19394225,RB/FLEX,4700,CAR@DAL 10/03/2021 01:00PM ET,CAR,1.17
123,QB,Case Keenum (19394084),Case Keenum,19394084,QB,4700,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
124,QB,Ryan Fitzpatrick (19394085),Ryan Fitzpatrick,19394085,QB,4700,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.72
125,QB,Trey Lance (19394086),Trey Lance,19394086,QB,4700,SEA@SF 10/03/2021 04:05PM ET,SF,4.7250000000000005
126,RB,JaMycal Hasty (19394221),JaMycal Hasty,19394221,RB/FLEX,4700,SEA@SF 10/03/2021 04:05PM ET,SF,8.415
127,RB,Latavius Murray (19394223),Latavius Murray,19394223,RB/FLEX,4700,BAL@DEN 10/03/2021 04:25PM ET,BAL,7.07
128,QB,David Blough (19394087),David Blough,19394087,QB,4600,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
129,RB,Ty Johnson (19394227),Ty Johnson,19394227,RB/FLEX,4600,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,4.367000000000001
130,WR,Jamison Crowder (19394605),Jamison Crowder,19394605,WR/FLEX,4600,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
131,WR,Rondale Moore (19394607),Rondale Moore,19394607,WR/FLEX,4600,ARI@LAR 10/03/2021 04:05PM ET,ARI,13.53
132,TE,Tyler Higbee (19395171),Tyler Higbee,19395171,TE/FLEX,4600,ARI@LAR 10/03/2021 04:05PM ET,LAR,8.577
133,QB,Mason Rudolph (19394088),Mason Rudolph,19394088,QB,4600,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
134,QB,Mitchell Trubisky (19394091),Mitchell Trubisky,19394091,QB,4500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.6960000000000001
135,RB,David Johnson (19394235),David Johnson,19394235,RB/FLEX,4500,HOU@BUF 10/03/2021 01:00PM ET,HOU,7.836
136,RB,Michael Carter (19394233),Michael Carter,19394233,RB/FLEX,4500,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,6.853000000000001
137,QB,Joe Flacco (19394092),Joe Flacco,19394092,QB,4500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
138,RB,Darrel Williams (19394231),Darrel Williams,19394231,RB/FLEX,4500,KC@PHI 10/03/2021 01:00PM ET,KC,3.224
139,QB,Nick Mullens (19394089),Nick Mullens,19394089,QB,4500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
140,WR,Zach Pascal (19394611),Zach Pascal,19394611,WR/FLEX,4500,IND@MIA 10/03/2021 01:00PM ET,IND,14.740000000000002
141,RB,Trenton Cannon (19394229),Trenton Cannon,19394229,RB/FLEX,4500,SEA@SF 10/03/2021 04:05PM ET,SF,0.117
142,WR,A.J. Green (19394609),A.J. Green,19394609,WR/FLEX,4500,ARI@LAR 10/03/2021 04:05PM ET,ARI,12.37
143,QB,Dwayne Haskins Jr. (19394090),Dwayne Haskins Jr.,19394090,QB,4500,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
144,TE,Robert Tonyan (19395173),Robert Tonyan,19395173,TE/FLEX,4500,PIT@GB 10/03/2021 04:25PM ET,GB,5.58
145,WR,Kalif Raymond (19394617),Kalif Raymond,19394617,WR/FLEX,4400,DET@CHI 10/03/2021 01:00PM ET,DET,9.350000000000001
146,RB,Tevin Coleman (19394237),Tevin Coleman,19394237,RB/FLEX,4400,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,2.64
147,QB,Gardner Minshew II (19394094),Gardner Minshew II,19394094,QB,4400,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
148,WR,Mecole Hardman (19394615),Mecole Hardman,19394615,WR/FLEX,4400,KC@PHI 10/03/2021 01:00PM ET,KC,7.440000000000001
149,WR,Michael Gallup (19394613),Michael Gallup,19394613,WR/FLEX,4400,CAR@DAL 10/03/2021 01:00PM ET,DAL,6.84
150,QB,Jake Luton (19394093),Jake Luton,19394093,QB,4400,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
151,RB,Kerryon Johnson (19394239),Kerryon Johnson,19394239,RB/FLEX,4400,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
152,RB,Phillip Lindsay (19394249),Phillip Lindsay,19394249,RB/FLEX,4300,HOU@BUF 10/03/2021 01:00PM ET,HOU,7.356
153,DST,Bills  (19395521),Bills ,19395521,DST,4300,HOU@BUF 10/03/2021 01:00PM ET,BUF,8.264000000000001
154,RB,Kenneth Gainwell (19394247),Kenneth Gainwell,19394247,RB/FLEX,4300,KC@PHI 10/03/2021 01:00PM ET,PHI,8.63
155,RB,Devontae Booker (19394245),Devontae Booker,19394245,RB/FLEX,4300,NYG@NO 10/03/2021 01:00PM ET,NYG,2.64
156,WR,Marquez Callaway (19394619),Marquez Callaway,19394619,WR/FLEX,4300,NYG@NO 10/03/2021 01:00PM ET,NO,6.43
157,QB,Sean Mannion (19394098),Sean Mannion,19394098,QB,4300,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
158,RB,Demetric Felton (19394243),Demetric Felton,19394243,RB/FLEX,4300,CLE@MIN 10/03/2021 01:00PM ET,CLE,4.923
159,WR,Rashard Higgins (19394623),Rashard Higgins,19394623,WR/FLEX,4300,CLE@MIN 10/03/2021 01:00PM ET,CLE,2.727
160,QB,Brett Hundley (19394097),Brett Hundley,19394097,QB,4300,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
161,RB,Malcolm Brown (19394241),Malcolm Brown,19394241,RB/FLEX,4300,IND@MIA 10/03/2021 01:00PM ET,MIA,4.27
162,WR,Russell Gage (19394621),Russell Gage,19394621,WR/FLEX,4300,WAS@ATL 10/03/2021 01:00PM ET,ATL,3.9
163,RB,Jacques Patrick (19394251),Jacques Patrick,19394251,RB/FLEX,4300,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
164,RB,AJ Dillon (19394253),AJ Dillon,19394253,RB/FLEX,4300,PIT@GB 10/03/2021 04:25PM ET,GB,3.5370000000000004
165,WR,Marquez Valdes-Scantling (19394625),Marquez Valdes-Scantling,19394625,WR/FLEX,4300,PIT@GB 10/03/2021 04:25PM ET,GB,5.877000000000001
166,QB,Tyler Huntley (19394095),Tyler Huntley,19394095,QB,4300,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
167,QB,Drew Lock (19394096),Drew Lock,19394096,QB,4300,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
168,TE,Noah Fant (19395175),Noah Fant,19395175,TE/FLEX,4300,BAL@DEN 10/03/2021 04:25PM ET,DEN,9.67
169,RB,Damien Williams (19394255),Damien Williams,19394255,RB/FLEX,4200,DET@CHI 10/03/2021 01:00PM ET,CHI,3.47
170,WR,Tyrell Williams (19394627),Tyrell Williams,19394627,WR/FLEX,4200,DET@CHI 10/03/2021 01:00PM ET,DET,3.74
171,RB,Boston Scott (19394261),Boston Scott,19394261,RB/FLEX,4200,KC@PHI 10/03/2021 01:00PM ET,PHI,0.83
172,WR,Darius Slayton (19394629),Darius Slayton,19394629,WR/FLEX,4200,NYG@NO 10/03/2021 01:00PM ET,NYG,10.284
173,RB,Marlon Mack (19394259),Marlon Mack,19394259,RB/FLEX,4200,IND@MIA 10/03/2021 01:00PM ET,IND,1.7600000000000002
174,RB,Wayne Gallman Jr. (19394257),Wayne Gallman Jr.,19394257,RB/FLEX,4200,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
175,QB,Cooper Rush (19394101),Cooper Rush,19394101,QB,4100,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
176,WR,T.Y. Hilton (19394633),T.Y. Hilton,19394633,WR/FLEX,4100,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
177,WR,Olamide Zaccheaus (19394631),Olamide Zaccheaus,19394631,WR/FLEX,4100,WAS@ATL 10/03/2021 01:00PM ET,ATL,5.47
178,QB,Geno Smith (19394100),Geno Smith,19394100,QB,4100,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
179,RB,Travis Homer (19394263),Travis Homer,19394263,RB/FLEX,4100,SEA@SF 10/03/2021 04:05PM ET,SEA,3.73
180,QB,Jordan Love (19394099),Jordan Love,19394099,QB,4100,PIT@GB 10/03/2021 04:25PM ET,GB,0.639
181,WR,James Washington (19394635),James Washington,19394635,WR/FLEX,4100,PIT@GB 10/03/2021 04:25PM ET,PIT,2.9370000000000003
182,RB,Nate McCrary (19394285),Nate McCrary,19394285,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
183,QB,Deshaun Watson (19394139),Deshaun Watson,19394139,QB,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
184,QB,Jeff Driskel (19394140),Jeff Driskel,19394140,QB,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
185,QB,Davis Webb (19394141),Davis Webb,19394141,QB,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
186,QB,Jake Fromm (19394142),Jake Fromm,19394142,QB,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
187,RB,Matt Breida (19394267),Matt Breida,19394267,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.16000000000000003
188,RB,Rex Burkhead (19394493),Rex Burkhead,19394493,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,1.236
189,RB,Scottie Phillips (19394495),Scottie Phillips,19394495,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
190,RB,Darius Jackson (19394497),Darius Jackson,19394497,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
191,RB,Dontrell Hilliard (19394499),Dontrell Hilliard,19394499,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
192,RB,Taiwan Jones (19394501),Taiwan Jones,19394501,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
193,RB,Kerrith Whyte Jr. (19394503),Kerrith Whyte Jr.,19394503,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
194,RB,Christian Wade (19394505),Christian Wade,19394505,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
