Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
67063-55050,RB,Christian,Christian McCaffrey,McCaffrey,16.81999969482422,5,10000,WAS@CAR,CAR,WAS,,,,,,RB/FLEX
67063-53562,RB,Nick,Nick Chubb,Chubb,16.714285714285715,7,9000,DET@CLE,CLE,DET,,,,,,RB/FLEX
67063-62239,QB,Josh,Josh Allen,Allen,24.697777642144096,9,8800,IND@BUF,BUF,IND,,,,,,QB
67063-89675,RB,Jonathan,Jonathan Taylor,Taylor,19.65,10,8800,IND@BUF,IND,BUF,,,,,,RB/FLEX
67063-42104,RB,Alvin,Alvin Kamara,Kamara,17.75,8,8600,NO@PHI,NO,PHI,O,Knee - mcl,,,,RB/FLEX
67063-53681,WR,Tyreek,Tyreek Hill,Hill,17.51000061035156,10,8500,DAL@KC,KC,DAL,,,,,,WR/FLEX
67063-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,16.251110500759548,9,8500,DAL@KC,DAL,KC,,,,,,RB/FLEX
67063-45889,WR,Davante,Davante Adams,Adams,15.211110432942709,9,8400,GB@MIN,GB,MIN,,,,,,WR/FLEX
67063-54140,RB,Dalvin,Dalvin Cook,Cook,14.385713849748884,7,8400,GB@MIN,MIN,GB,,,,,,RB/FLEX
67063-31716,QB,Dak,Dak Prescott,Prescott,22.467500686645508,8,8400,DAL@KC,DAL,KC,,,,,,QB
67063-63115,QB,Lamar,Lamar Jackson,Jackson,24.419999864366318,9,8400,BAL@CHI,BAL,CHI,Q,Illness,,,,QB
67063-57439,QB,Patrick,Patrick Mahomes,Mahomes,23.230000305175782,10,8300,DAL@KC,KC,DAL,,,,,,QB
67063-63484,QB,Kyler,Kyler Murray,Murray,23.092500686645508,8,8200,ARI@SEA,ARI,SEA,Q,Ankle,,,,QB
67063-25079,WR,Stefon,Stefon Diggs,Diggs,14.11111111111111,9,8100,IND@BUF,BUF,IND,,,,,,WR/FLEX
67063-45229,RB,Kareem,Kareem Hunt,Hunt,15.699999491373697,6,8000,DET@CLE,CLE,DET,IR,Calf,,,,RB/FLEX
67063-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,9.383333206176758,6,8000,DET@CLE,CLE,DET,,,,,,RB/FLEX
67063-86631,WR,CeeDee,CeeDee Lamb,Lamb,15.011111789279514,9,8000,DAL@KC,DAL,KC,,,,,,WR/FLEX
67063-85671,WR,Justin,Justin Jefferson,Jefferson,14.237777709960938,9,7900,GB@MIN,MIN,GB,,,,,,WR/FLEX
67063-21948,QB,Ryan,Ryan Tannehill,Tannehill,17.722000122070312,10,7800,HOU@TEN,TEN,HOU,,,,,,QB
67063-6894,QB,Aaron,Aaron Rodgers,Rodgers,18.78222147623698,9,7700,GB@MIN,GB,MIN,,,,,,QB
67063-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.244444105360245,9,7700,CIN@LV,CIN,LV,,,,,,WR/FLEX
67063-69531,QB,Jalen,Jalen Hurts,Hurts,22.225999450683595,10,7700,NO@PHI,PHI,NO,,,,,,QB
67063-56018,WR,Deebo,Deebo Samuel,Samuel,18.744444105360245,9,7600,SF@JAC,SF,JAC,,,,,,WR/FLEX
67063-52442,RB,Joe,Joe Mixon,Mixon,16.444444444444443,9,7600,CIN@LV,CIN,LV,,,,,,RB/FLEX
67063-73048,WR,DK,DK Metcalf,Metcalf,14.400000678168404,9,7500,ARI@SEA,SEA,ARI,,,,,,WR/FLEX
67063-91598,RB,D'Andre,D'Andre Swift,Swift,15.211110432942709,9,7500,DET@CLE,DET,CLE,,,,,,RB/FLEX
67063-14185,QB,Cam,Cam Newton,Newton,11.720000267028809,1,7500,WAS@CAR,CAR,WAS,,,,,,QB
67063-22038,QB,Kirk,Kirk Cousins,Cousins,19.851111518012154,9,7400,GB@MIN,MIN,GB,,,,,,QB
67063-63336,QB,Joe,Joe Burrow,Burrow,19.475555419921875,9,7400,CIN@LV,CIN,LV,,,,,,QB
67063-31001,WR,Amari,Amari Cooper,Cooper,12.255555894639757,9,7300,DAL@KC,DAL,KC,IR,Illness,,,,WR/FLEX
67063-33076,TE,Travis,Travis Kelce,Kelce,13.36999969482422,10,7300,DAL@KC,KC,DAL,,,,,,TE/FLEX
67063-86687,WR,Marquise,Marquise Brown,Brown,14.93333265516493,9,7300,BAL@CHI,BAL,CHI,O,Thigh,,,,WR/FLEX
67063-40442,RB,Aaron,Aaron Jones,Jones,14.239999389648437,10,7300,GB@MIN,GB,MIN,O,Knee - mcl,,,,RB/FLEX
67063-22015,QB,Russell,Russell Wilson,Wilson,17.87999979654948,6,7300,ARI@SEA,SEA,ARI,,,,,,QB
67063-45859,QB,Derek,Derek Carr,Carr,18.693333943684895,9,7200,CIN@LV,LV,CIN,,,,,,QB
67063-72846,WR,A.J.,A.J. Brown,Brown,10.688888549804688,9,7200,HOU@TEN,TEN,HOU,,,,,,WR/FLEX
67063-40687,RB,James,James Conner,Conner,14.139999389648438,10,7200,ARI@SEA,ARI,SEA,,,,,,RB/FLEX
67063-149696,QB,Trey,Trey Lance,Lance,11.614999771118164,4,7100,SF@JAC,SF,JAC,,,,,,QB
67063-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,13.512499809265137,8,7100,ARI@SEA,ARI,SEA,O,Hamstring,,,,WR/FLEX
67063-39716,WR,Adam,Adam Thielen,Thielen,13.48888905843099,9,7100,GB@MIN,MIN,GB,,,,,,WR/FLEX
67063-130288,RB,James,James Robinson,Robinson,14.612500190734863,8,7100,SF@JAC,JAC,SF,Q,Heel,,,,RB/FLEX
67063-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,16.229999542236328,8,7100,SF@JAC,SF,JAC,,,,,,QB
67063-92413,RB,Eli,Eli Mitchell,Mitchell,12.257143293108259,7,7000,SF@JAC,SF,JAC,D,Finger,,,,RB/FLEX
67063-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,16.18666712443034,6,7000,MIA@NYJ,MIA,NYJ,,,,,,QB
67063-45565,QB,Taysom,Taysom Hill,Hill,5.262857164655413,7,7000,NO@PHI,NO,PHI,Q,Foot,,,,QB
67063-93107,RB,AJ,AJ Dillon,Dillon,8.569999694824219,10,7000,GB@MIN,GB,MIN,,,,,,RB/FLEX
67063-56250,WR,Terry,Terry McLaurin,McLaurin,12.544444613986546,9,7000,WAS@CAR,WAS,CAR,,,,,,WR/FLEX
67063-52436,TE,Mark,Mark Andrews,Andrews,12.700000339084202,9,7000,BAL@CHI,BAL,CHI,,,,,,TE/FLEX
67063-28434,QB,Trevor,Trevor Siemian,Siemian,15.479999542236328,3,7000,NO@PHI,NO,PHI,,,,,,QB
67063-70324,QB,Carson,Carson Wentz,Wentz,17.41199951171875,10,6900,IND@BUF,IND,BUF,,,,,,QB
67063-72731,RB,Josh,Josh Jacobs,Jacobs,12.285714285714286,7,6900,CIN@LV,LV,CIN,,,,,,RB/FLEX
67063-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,13.11999969482422,10,6900,IND@BUF,IND,BUF,,,,,,WR/FLEX
67063-27050,WR,Tyler,Tyler Lockett,Lockett,11.077777438693577,9,6800,ARI@SEA,SEA,ARI,,,,,,WR/FLEX
67063-22994,QB,Case,Case Keenum,Keenum,4.034999847412109,4,6800,DET@CLE,CLE,DET,,,,,,QB
67063-41535,QB,Baker,Baker Mayfield,Mayfield,14.077777438693577,9,6800,DET@CLE,CLE,DET,,,,,,QB
67063-39793,TE,George,George Kittle,Kittle,10.616666793823242,6,6800,SF@JAC,SF,JAC,,,,,,TE/FLEX
67063-91591,QB,Justin,Justin Fields,Fields,10.675555759006077,9,6800,BAL@CHI,CHI,BAL,,,,,,QB
67063-73273,RB,David,David Montgomery,Montgomery,13.160000610351563,5,6800,BAL@CHI,CHI,BAL,,,,,,RB/FLEX
67063-14211,RB,Mark,Mark Ingram II,Ingram II,7.519999694824219,10,6800,NO@PHI,NO,PHI,,,,,,RB/FLEX
67063-53331,QB,Taylor,Taylor Heinicke,Heinicke,17.262222290039062,9,6700,WAS@CAR,WAS,CAR,,,,,,QB
67063-25011,TE,Darren,Darren Waller,Waller,10.425000190734863,8,6700,CIN@LV,LV,CIN,,,,,,TE/FLEX
67063-90573,WR,Jaylen,Jaylen Waddle,Waddle,10.19000015258789,10,6700,MIA@NYJ,MIA,NYJ,,,,,,WR/FLEX
67063-90933,RB,Antonio,Antonio Gibson,Gibson,11.98888905843099,9,6700,WAS@CAR,WAS,CAR,,,,,,RB/FLEX
67063-7659,QB,Ryan,Ryan Fitzpatrick,Fitzpatrick,0.7200000286102295,1,6700,WAS@CAR,WAS,CAR,IR,Hip,,,,QB
67063-63043,WR,DJ,DJ Moore,Moore,11.80999984741211,10,6700,WAS@CAR,CAR,WAS,,,,,,WR/FLEX
67063-40534,QB,Mike,Mike White,White,13.005000114440918,4,6700,MIA@NYJ,NYJ,MIA,,,,,,QB
67063-14377,QB,Tyrod,Tyrod Taylor,Taylor,16.34666697184245,3,6600,HOU@TEN,HOU,TEN,,,,,,QB
67063-90576,WR,DeVonta,DeVonta Smith,Smith,10.530000305175781,10,6600,NO@PHI,PHI,NO,,,,,,WR/FLEX
67063-29501,WR,Brandin,Brandin Cooks,Cooks,11.677777608235678,9,6600,HOU@TEN,HOU,TEN,,,,,,WR/FLEX
67063-93539,RB,Michael,Michael Carter,Carter,11.644444783528646,9,6600,MIA@NYJ,NYJ,MIA,,,,,,RB/FLEX
67063-63589,QB,Sam,Sam Darnold,Darnold,15.882222493489584,9,6500,WAS@CAR,CAR,WAS,IR,Shoulder,,,,QB
67063-64119,RB,Chris,Chris Carson,Carson,11.274999618530273,4,6500,ARI@SEA,SEA,ARI,IR,Neck,,,,RB/FLEX
67063-60858,WR,Christian,Christian Kirk,Kirk,11.022000122070313,10,6500,ARI@SEA,ARI,SEA,,,,,,WR/FLEX
67063-30231,QB,Jacoby,Jacoby Brissett,Brissett,9.515000343322754,8,6500,MIA@NYJ,MIA,NYJ,,,,,,QB
67063-89951,QB,Trevor,Trevor Lawrence,Lawrence,13.913333468967014,9,6500,SF@JAC,JAC,SF,,,,,,QB
67063-14190,WR,Julio,Julio Jones,Jones,7.349999745686849,6,6500,HOU@TEN,TEN,HOU,IR,Hamstring,,,,WR/FLEX
67063-89981,WR,Tee,Tee Higgins,Higgins,10.37142835344587,7,6500,CIN@LV,CIN,LV,,,,,,WR/FLEX
67063-45439,WR,Corey,Corey Davis,Davis,11.528570992606026,7,6400,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX
67063-38435,QB,Jared,Jared Goff,Goff,13.106666564941406,9,6400,DET@CLE,DET,CLE,D,Oblique,,,,QB
67063-90406,QB,Zach,Zach Wilson,Wilson,9.986666361490885,6,6300,MIA@NYJ,NYJ,MIA,D,Knee - pcl,,,,QB
67063-6714,QB,Joe,Joe Flacco,Flacco,5.880000114440918,1,6300,MIA@NYJ,NYJ,MIA,,,,,,QB
67063-31394,WR,Jarvis,Jarvis Landry,Landry,6.533333460489909,6,6300,DET@CLE,CLE,DET,,,,,,WR/FLEX
67063-56265,TE,Mike,Mike Gesicki,Gesicki,8.890000152587891,10,6300,MIA@NYJ,MIA,NYJ,,,,,,TE/FLEX
67063-11500,QB,Colt,Colt McCoy,McCoy,3.368000030517578,5,6300,ARI@SEA,ARI,SEA,Q,Pectoral,,,,QB
67063-89628,QB,Davis,Davis Mills,Mills,10.725714547293526,7,6300,HOU@TEN,HOU,TEN,,,,,,QB
67063-52897,RB,Darrel,Darrel Williams,Williams,10.69000015258789,10,6300,DAL@KC,KC,DAL,,,,,,RB/FLEX
67063-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,9.7,5,6300,DAL@KC,KC,DAL,Q,Knee - mcl,,,,RB/FLEX
67063-30761,QB,Nathan,Nathan Peterman,Peterman,0.20000000298023224,1,6200,CIN@LV,LV,CIN,,,,,,QB
