,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,FP,Value
15,67063-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,8.085,6,8000,DET@CLE,CLE,DET,,,,,,RB/FLEX,,
16,67063-86631,WR,CeeDee,CeeDee Lamb,Lamb,16.065,9,8000,DAL@KC,DAL,KC,,,,,,WR/FLEX,,
17,67063-85671,WR,Justin,Justin Jefferson,Jefferson,12.9,9,7900,GB@MIN,MIN,GB,,,,,,WR/FLEX,,
18,67063-21948,QB,Ryan,Ryan Tannehill,Tannehill,22.160250000000005,10,7800,HOU@TEN,TEN,HOU,,,,,,QB,,
19,67063-6894,QB,Aaron,Aaron Rodgers,Rodgers,21.315,9,7700,GB@MIN,GB,MIN,,,,,,QB,,
20,67063-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,14.805,9,7700,CIN@LV,CIN,LV,,,,,,WR/FLEX,,
21,67063-69531,QB,Jalen,Jalen Hurts,Hurts,21.315,10,7700,NO@PHI,PHI,NO,,,,,,QB,,
22,67063-56018,WR,Deebo,Deebo Samuel,Samuel,18.632250000000003,9,7600,SF@JAC,SF,JAC,,,,,,WR/FLEX,,
23,67063-52442,RB,Joe,Joe Mixon,Mixon,15.225000000000001,9,7600,CIN@LV,CIN,LV,,,,,,RB/FLEX,,
24,67063-73048,WR,DK,DK Metcalf,Metcalf,,9,7500,ARI@SEA,SEA,ARI,,,,,,WR/FLEX,,
25,67063-91598,RB,D'Andre,D'Andre Swift,Swift,15.461250000000001,9,7500,DET@CLE,DET,CLE,,,,,,RB/FLEX,,
26,67063-14185,QB,Cam,Cam Newton,Newton,15.225000000000001,1,7500,WAS@CAR,CAR,WAS,,,,,,QB,,
27,67063-22038,QB,Kirk,Kirk Cousins,Cousins,17.85,9,7400,GB@MIN,MIN,GB,,,,,,QB,,
28,67063-63336,QB,Joe,Joe Burrow,Burrow,20.616750000000003,9,7400,CIN@LV,CIN,LV,,,,,,QB,,
29,67063-31001,WR,Amari,Amari Cooper,Cooper,0.0,9,7300,DAL@KC,DAL,KC,IR,Illness,,,,WR/FLEX,,
30,67063-33076,TE,Travis,Travis Kelce,Kelce,15.545250000000001,10,7300,DAL@KC,KC,DAL,,,,,,TE/FLEX,,
31,67063-86687,WR,Marquise,Marquise Brown,Brown,0.0,9,7300,BAL@CHI,BAL,CHI,O,Thigh,,,,WR/FLEX,,
32,67063-40442,RB,Aaron,Aaron Jones,Jones,0.0,10,7300,GB@MIN,GB,MIN,O,Knee - mcl,,,,RB/FLEX,,
33,67063-22015,QB,Russell,Russell Wilson,Wilson,19.635,6,7300,ARI@SEA,SEA,ARI,,,,,,QB,,
34,67063-45859,QB,Derek,Derek Carr,Carr,20.16,9,7200,CIN@LV,LV,CIN,,,,,,QB,,
35,67063-72846,WR,A.J.,A.J. Brown,Brown,17.64,9,7200,HOU@TEN,TEN,HOU,,,,,,WR/FLEX,,
36,67063-40687,RB,James,James Conner,Conner,16.38,10,7200,ARI@SEA,ARI,SEA,,,,,,RB/FLEX,,
37,67063-149696,QB,Trey,Trey Lance,Lance,0.0,4,7100,SF@JAC,SF,JAC,,,,,,QB,,
38,67063-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,0.0,8,7100,ARI@SEA,ARI,SEA,O,Hamstring,,,,WR/FLEX,,
39,67063-39716,WR,Adam,Adam Thielen,Thielen,10.6,9,7100,GB@MIN,MIN,GB,,,,,,WR/FLEX,,
40,67063-130288,RB,James,James Robinson,Robinson,11.114999999999998,8,7100,SF@JAC,JAC,SF,Q,Heel,,,,RB/FLEX,,
41,67063-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,20.17575,8,7100,SF@JAC,SF,JAC,,,,,,QB,,
42,67063-92413,RB,Eli,Eli Mitchell,Mitchell,,7,7000,SF@JAC,SF,JAC,D,Finger,,,,RB/FLEX,,
43,67063-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,19.635,6,7000,MIA@NYJ,MIA,NYJ,,,,,,QB,,
44,67063-45565,QB,Taysom,Taysom Hill,Hill,1.6244999999999998,7,7000,NO@PHI,NO,PHI,Q,Foot,,,,QB,,
45,67063-93107,RB,AJ,AJ Dillon,Dillon,,10,7000,GB@MIN,GB,MIN,,,,,,RB/FLEX,,
46,67063-56250,WR,Terry,Terry McLaurin,McLaurin,10.5,9,7000,WAS@CAR,WAS,CAR,,,,,,WR/FLEX,,
47,67063-52436,TE,Mark,Mark Andrews,Andrews,12.4,9,7000,BAL@CHI,BAL,CHI,,,,,,TE/FLEX,,
48,67063-28434,QB,Trevor,Trevor Siemian,Siemian,12.444999999999999,3,7000,NO@PHI,NO,PHI,,,,,,QB,,
49,67063-70324,QB,Carson,Carson Wentz,Wentz,15.959999999999999,10,6900,IND@BUF,IND,BUF,,,,,,QB,,
50,67063-72731,RB,Josh,Josh Jacobs,Jacobs,13.0,7,6900,CIN@LV,LV,CIN,,,,,,RB/FLEX,,
51,67063-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,,10,6900,IND@BUF,IND,BUF,,,,,,WR/FLEX,,
52,67063-27050,WR,Tyler,Tyler Lockett,Lockett,11.7,9,6800,ARI@SEA,SEA,ARI,,,,,,WR/FLEX,,
53,67063-22994,QB,Case,Case Keenum,Keenum,0.0,4,6800,DET@CLE,CLE,DET,,,,,,QB,,
54,67063-41535,QB,Baker,Baker Mayfield,Mayfield,18.081,9,6800,DET@CLE,CLE,DET,,,,,,QB,,
55,67063-39793,TE,George,George Kittle,Kittle,13.020000000000001,6,6800,SF@JAC,SF,JAC,,,,,,TE/FLEX,,
56,67063-91591,QB,Justin,Justin Fields,Fields,16.758,9,6800,BAL@CHI,CHI,BAL,,,,,,QB,,
57,67063-73273,RB,David,David Montgomery,Montgomery,12.065,5,6800,BAL@CHI,CHI,BAL,,,,,,RB/FLEX,,
58,67063-14211,RB,Mark,Mark Ingram II,Ingram II,,10,6800,NO@PHI,NO,PHI,,,,,,RB/FLEX,,
59,67063-53331,QB,Taylor,Taylor Heinicke,Heinicke,16.38,9,6700,WAS@CAR,WAS,CAR,,,,,,QB,,
60,67063-25011,TE,Darren,Darren Waller,Waller,14.385,8,6700,CIN@LV,LV,CIN,,,,,,TE/FLEX,,
61,67063-90573,WR,Jaylen,Jaylen Waddle,Waddle,10.4,10,6700,MIA@NYJ,MIA,NYJ,,,,,,WR/FLEX,,
62,67063-90933,RB,Antonio,Antonio Gibson,Gibson,11.6,9,6700,WAS@CAR,WAS,CAR,,,,,,RB/FLEX,,
63,67063-7659,QB,Ryan,Ryan Fitzpatrick,Fitzpatrick,,1,6700,WAS@CAR,WAS,CAR,IR,Hip,,,,QB,,
64,67063-63043,WR,DJ,DJ Moore,Moore,,10,6700,WAS@CAR,CAR,WAS,,,,,,WR/FLEX,,
65,67063-40534,QB,Mike,Mike White,White,0.0,4,6700,MIA@NYJ,NYJ,MIA,,,,,,QB,,
66,67063-14377,QB,Tyrod,Tyrod Taylor,Taylor,15.959999999999999,3,6600,HOU@TEN,HOU,TEN,,,,,,QB,,
67,67063-90576,WR,DeVonta,DeVonta Smith,Smith,11.6,10,6600,NO@PHI,PHI,NO,,,,,,WR/FLEX,,
68,67063-29501,WR,Brandin,Brandin Cooks,Cooks,10.735,9,6600,HOU@TEN,HOU,TEN,,,,,,WR/FLEX,,
69,67063-93539,RB,Michael,Michael Carter,Carter,14.595,9,6600,MIA@NYJ,NYJ,MIA,,,,,,RB/FLEX,,
70,67063-63589,QB,Sam,Sam Darnold,Darnold,0.0,9,6500,WAS@CAR,CAR,WAS,IR,Shoulder,,,,QB,,
71,67063-64119,RB,Chris,Chris Carson,Carson,,4,6500,ARI@SEA,SEA,ARI,IR,Neck,,,,RB/FLEX,,
72,67063-60858,WR,Christian,Christian Kirk,Kirk,9.2,10,6500,ARI@SEA,ARI,SEA,,,,,,WR/FLEX,,
73,67063-30231,QB,Jacoby,Jacoby Brissett,Brissett,0.0,8,6500,MIA@NYJ,MIA,NYJ,,,,,,QB,,
74,67063-89951,QB,Trevor,Trevor Lawrence,Lawrence,15.959999999999999,9,6500,SF@JAC,JAC,SF,,,,,,QB,,
75,67063-14190,WR,Julio,Julio Jones,Jones,0.0,6,6500,HOU@TEN,TEN,HOU,IR,Hamstring,,,,WR/FLEX,,
76,67063-89981,WR,Tee,Tee Higgins,Higgins,12.18,7,6500,CIN@LV,CIN,LV,,,,,,WR/FLEX,,
77,67063-45439,WR,Corey,Corey Davis,Davis,8.5,7,6400,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX,,
78,67063-38435,QB,Jared,Jared Goff,Goff,0.0,9,6400,DET@CLE,DET,CLE,D,Oblique,,,,QB,,
79,67063-90406,QB,Zach,Zach Wilson,Wilson,0.0,6,6300,MIA@NYJ,NYJ,MIA,D,Knee - pcl,,,,QB,,
80,67063-6714,QB,Joe,Joe Flacco,Flacco,15.33,1,6300,MIA@NYJ,NYJ,MIA,,,,,,QB,,
81,67063-31394,WR,Jarvis,Jarvis Landry,Landry,10.395000000000001,6,6300,DET@CLE,CLE,DET,,,,,,WR/FLEX,,
82,67063-56265,TE,Mike,Mike Gesicki,Gesicki,9.8,10,6300,MIA@NYJ,MIA,NYJ,,,,,,TE/FLEX,,
83,67063-11500,QB,Colt,Colt McCoy,McCoy,14.91,5,6300,ARI@SEA,ARI,SEA,Q,Pectoral,,,,QB,,
84,67063-89628,QB,Davis,Davis Mills,Mills,0.0,7,6300,HOU@TEN,HOU,TEN,,,,,,QB,,
85,67063-52897,RB,Darrel,Darrel Williams,Williams,7.9799999999999995,10,6300,DAL@KC,KC,DAL,,,,,,RB/FLEX,,
86,67063-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,9.66,5,6300,DAL@KC,KC,DAL,Q,Knee - mcl,,,,RB/FLEX,,
87,67063-30761,QB,Nathan,Nathan Peterman,Peterman,,1,6200,CIN@LV,LV,CIN,,,,,,QB,,
88,67063-55830,RB,D'Onta,D'Onta Foreman,Foreman,10.290000000000001,2,6200,HOU@TEN,TEN,HOU,,,,,,RB/FLEX,,
89,67063-29358,QB,Marcus,Marcus Mariota,Mariota,0.0,3,6200,CIN@LV,LV,CIN,,,,,,QB,,
90,67063-41827,QB,P.J.,P.J. Walker,Walker,2.945,3,6200,WAS@CAR,CAR,WAS,,,,,,QB,,
91,67063-29605,QB,Matt,Matt Barkley,Barkley,,4,6200,WAS@CAR,CAR,WAS,,,,,,QB,,
92,67063-60930,RB,Myles,Myles Gaskin,Gaskin,13.86,10,6200,MIA@NYJ,MIA,NYJ,,,,,,RB/FLEX,,
93,67063-7844,QB,Chad,Chad Henne,Henne,0.0,2,6200,DAL@KC,KC,DAL,,,,,,QB,,
94,67063-26483,QB,Geno,Geno Smith,Smith,0.0,4,6200,ARI@SEA,SEA,ARI,,,,,,QB,,
95,67063-61798,QB,Gardner,Gardner Minshew II,Minshew II,,1,6100,NO@PHI,PHI,NO,,,,,,QB,,
96,67063-70051,QB,Tyler,Tyler Huntley,Huntley,0.0,2,6100,BAL@CHI,BAL,CHI,,,,,,QB,,
97,67063-31170,QB,Brandon,Brandon Allen,Allen,0.0,2,6100,CIN@LV,CIN,LV,,,,,,QB,,
98,67063-57986,WR,Hunter,Hunter Renfrow,Renfrow,10.1,9,6100,CIN@LV,LV,CIN,,,,,,WR/FLEX,,
99,67063-29915,QB,Brett,Brett Hundley,Hundley,,2,6100,IND@BUF,IND,BUF,,,,,,QB,,
100,67063-27986,QB,C.J.,C.J. Beathard,Beathard,0.0,1,6100,SF@JAC,JAC,SF,,,,,,QB,,
101,67063-69017,QB,Jordan,Jordan Love,Love,0.0,3,6100,GB@MIN,GB,MIN,,,,,,QB,,
102,67063-22027,QB,Nick,Nick Foles,Foles,0.0,9,6100,BAL@CHI,CHI,BAL,,,,,,QB,,
103,67063-44715,QB,Cooper,Cooper Rush,Rush,0.0,2,6100,DAL@KC,DAL,KC,,,,,,QB,,
104,67063-69333,QB,Jacob,Jacob Eason,Eason,0.0,1,6100,ARI@SEA,SEA,ARI,,,,,,QB,,
105,67063-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,0.0,3,6100,IND@BUF,BUF,IND,,,,,,QB,,
106,67063-8023,QB,Josh,Josh Johnson,Johnson,0.0,2,6100,MIA@NYJ,NYJ,MIA,,,,,,QB,,
107,67063-96798,RB,Josh,Josh Johnson,Johnson,0.0,,4500,ARI@SEA,SEA,ARI,,,,,,RB/FLEX,,
108,67063-14225,QB,Andy,Andy Dalton,Dalton,0.0,3,6100,BAL@CHI,CHI,BAL,,,,,,QB,,
109,67063-71710,QB,Nate,Nate Stanley,Stanley,,,6000,GB@MIN,MIN,GB,IR,Undisclosed,,,,QB,,
110,67063-71798,QB,Anthony,Anthony Gordon,Gordon,,1,6000,DAL@KC,KC,DAL,,,,,,QB,,
111,67063-39034,QB,Kurt,Kurt Benkert,Benkert,,1,6000,GB@MIN,GB,MIN,,,,,,QB,,
112,67063-63611,QB,Kyle,Kyle Shurmur,Shurmur,,,6000,WAS@CAR,WAS,CAR,,,,,,QB,,
113,67063-69777,WR,Darnell,Darnell Mooney,Mooney,9.31,9,6000,BAL@CHI,CHI,BAL,,,,,,WR/FLEX,,
114,67063-71845,RB,Miles,Miles Sanders,Sanders,10.7,7,6000,NO@PHI,PHI,NO,,,,,,RB/FLEX,,
115,67063-57537,QB,DeShone,DeShone Kizer,Kizer,,,6000,HOU@TEN,TEN,HOU,,,,,,QB,,
116,67063-69833,QB,Shane,Shane Buechele,Buechele,,,6000,DAL@KC,KC,DAL,,,,,,QB,,
117,67063-45259,QB,Logan,Logan Woodside,Woodside,0.0,3,6000,HOU@TEN,TEN,HOU,,,,,,QB,,
118,67063-24849,QB,Jameis,Jameis Winston,Winston,,7,6000,NO@PHI,NO,PHI,IR,Knee - acl,,,,QB,,
119,67063-61751,QB,Josh,Josh Thomas,Thomas,,,6000,IND@BUF,BUF,IND,,,,,,QB,,
120,67063-39280,RB,Derrick,Derrick Henry,Henry,,8,6000,HOU@TEN,TEN,HOU,IR,Foot,,,,RB/FLEX,,
121,67063-149889,QB,Kenji,Kenji Bahar,Bahar,,,6000,BAL@CHI,BAL,CHI,,,,,,QB,,
122,67063-92560,QB,Sam,Sam Ehlinger,Ehlinger,0.0,1,6000,IND@BUF,IND,BUF,,,,,,QB,,
123,67063-63920,QB,Josh,Josh Love,Love,,2,6000,WAS@CAR,CAR,WAS,,,,,,QB,,
124,67063-88602,QB,Jordan,Jordan Ta'amu,Ta'amu,,,6000,DET@CLE,DET,CLE,,,,,,QB,,
125,67063-94797,QB,Kellen,Kellen Mond,Mond,,,6000,GB@MIN,MIN,GB,,,,,,QB,,
126,67063-41562,QB,Nick,Nick Mullens,Mullens,0.0,11,6000,DET@CLE,CLE,DET,,,,,,QB,,
127,67063-64115,QB,Steven,Steven Montez,Montez,,1,6000,DET@CLE,DET,CLE,,,,,,QB,,
128,67063-29445,QB,Sean,Sean Mannion,Mannion,0.0,,6000,GB@MIN,MIN,GB,,,,,,QB,,
129,67063-39795,QB,Davis,Davis Webb,Webb,,1,6000,IND@BUF,BUF,IND,,,,,,QB,,
130,67063-56286,QB,Trace,Trace McSorley,McSorley,,3,6000,BAL@CHI,BAL,CHI,,,,,,QB,,
131,67063-62566,QB,Travis,Travis Jonsen,Jonsen,,,6000,DET@CLE,DET,CLE,,,,,,QB,,
132,67063-52342,QB,Will,Will Grier,Grier,0.0,2,6000,DAL@KC,DAL,KC,,,,,,QB,,
133,67063-83079,QB,Kyle,Kyle Lauletta,Lauletta,,,6000,SF@JAC,JAC,SF,,,,,,QB,,
134,67063-27801,QB,Nate,Nate Sudfeld,Sudfeld,,2,6000,SF@JAC,SF,JAC,,,,,,QB,,
135,67063-130269,QB,Reid,Reid Sinnett,Sinnett,,1,6000,NO@PHI,PHI,NO,,,,,,QB,,
136,67063-54507,QB,Alex,Alex McGough,McGough,,,6000,ARI@SEA,SEA,ARI,,,,,,QB,,
137,67063-130334,QB,Jalen,Jalen Morton,Morton,,,6000,IND@BUF,IND,BUF,,,,,,QB,,
138,67063-130337,QB,Case,Case Cookus,Cookus,,1,6000,CIN@LV,LV,CIN,,,,,,QB,,
139,67063-52606,QB,David,David Blough,Blough,0.0,1,6000,DET@CLE,DET,CLE,,,,,,QB,,
140,67063-73118,QB,Ian,Ian Book,Book,,,6000,NO@PHI,NO,PHI,,,,,,QB,,
141,67063-60840,QB,Jake,Jake Browning,Browning,,,6000,CIN@LV,CIN,LV,,,,,,QB,,
142,67063-87467,RB,Chuba,Chuba Hubbard,Hubbard,4.18,10,6000,WAS@CAR,CAR,WAS,,,,,,RB/FLEX,,
143,67063-91639,QB,Jake,Jake Fromm,Fromm,,,6000,IND@BUF,BUF,IND,,,,,,QB,,
144,67063-34308,QB,Blake,Blake Bortles,Bortles,0.0,1,6000,GB@MIN,GB,MIN,,,,,,QB,,
145,67063-40482,QB,Tim,Tim Boyle,Boyle,12.768,8,6000,DET@CLE,DET,CLE,,,,,,QB,,
146,67063-30253,QB,Jeff,Jeff Driskel,Driskel,,4,6000,HOU@TEN,HOU,TEN,,,,,,QB,,
147,67063-54879,QB,Deshaun,Deshaun Watson,Watson,0.0,16,6000,HOU@TEN,HOU,TEN,O,Coach's decision,,,,QB,,
148,67063-52929,QB,Jake,Jake Luton,Luton,,5,6000,MIA@NYJ,MIA,NYJ,,,,,,QB,,
149,67063-55042,TE,Dalton,Dalton Schultz,Schultz,10.290000000000001,9,6000,DAL@KC,DAL,KC,,,,,,TE/FLEX,,
150,67063-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,9.66,9,6000,SF@JAC,SF,JAC,,,,,,WR/FLEX,,
151,67063-104281,QB,Jake,Jake Dolegala,Dolegala,,1,6000,MIA@NYJ,MIA,NYJ,,,,,,QB,,
152,67063-53095,QB,Kyle,Kyle Allen,Allen,0.0,4,6000,WAS@CAR,WAS,CAR,,,,,,QB,,
153,67063-38767,QB,Chris,Chris Streveler,Streveler,0.0,2,6000,ARI@SEA,ARI,SEA,,,,,,QB,,
154,67063-63469,QB,Ben,Ben DiNucci,DiNucci,,3,6000,DAL@KC,DAL,KC,,,,,,QB,,
155,67063-71706,TE,T.J.,T.J. Hockenson,Hockenson,6.744999999999999,9,5900,DET@CLE,DET,CLE,,,,,,TE/FLEX,,
156,67063-30989,RB,Kenyan,Kenyan Drake,Drake,7.4,9,5900,CIN@LV,LV,CIN,,,,,,RB/FLEX,,
157,67063-88575,WR,Elijah,Elijah Moore,Moore,5.225,8,5900,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX,,
158,67063-42142,RB,Jordan,Jordan Howard,Howard,2.375,3,5900,NO@PHI,PHI,NO,,,,,,RB/FLEX,,
159,67063-70027,RB,Zack,Zack Moss,Moss,8.085,8,5800,IND@BUF,BUF,IND,,,,,,RB/FLEX,,
160,67063-70603,RB,Devin,Devin Singletary,Singletary,7.455,9,5800,IND@BUF,BUF,IND,,,,,,RB/FLEX,,
161,67063-11505,WR,Emmanuel,Emmanuel Sanders,Sanders,9.765,9,5800,IND@BUF,BUF,IND,,,,,,WR/FLEX,,
162,67063-71246,WR,Marquez,Marquez Callaway,Callaway,6.744999999999999,9,5800,NO@PHI,NO,PHI,,,,,,WR/FLEX,,
163,67063-85845,WR,Rashod,Rashod Bateman,Bateman,10.9,4,5800,BAL@CHI,BAL,CHI,,,,,,WR/FLEX,,
164,67063-24755,WR,Jamison,Jamison Crowder,Crowder,7.7,6,5700,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX,,
165,67063-24920,RB,Devonta,Devonta Freeman,Freeman,7.3,8,5700,BAL@CHI,BAL,CHI,,,,,,RB/FLEX,,
166,67063-43433,RB,Boston,Boston Scott,Scott,3.135,5,5700,NO@PHI,PHI,NO,,,,,,RB/FLEX,,
167,67063-6703,RB,Adrian,Adrian Peterson,Peterson,9.345,2,5700,HOU@TEN,TEN,HOU,,,,,,RB/FLEX,,
168,67063-83074,TE,Dallas,Dallas Goedert,Goedert,8.5,9,5700,NO@PHI,PHI,NO,,,,,,TE/FLEX,,
169,67063-83081,RB,Chase,Chase Edmonds,Edmonds,0.0,9,5700,ARI@SEA,ARI,SEA,IR,Ankle,,,,RB/FLEX,,
170,67063-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,7.245000000000001,7,5700,DET@CLE,CLE,DET,Q,Groin,,,,WR/FLEX,,
171,67063-22031,WR,T.Y.,T.Y. Hilton,Hilton,6.7,3,5700,IND@BUF,IND,BUF,,,,,,WR/FLEX,,
172,67063-34331,RB,Latavius,Latavius Murray,Murray,5.9,6,5700,BAL@CHI,BAL,CHI,Q,Ankle,,,,RB/FLEX,,
173,67063-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,,9,5700,SF@JAC,JAC,SF,,,,,,WR/FLEX,,
174,67063-22288,WR,Cole,Cole Beasley,Beasley,9.975,9,5700,IND@BUF,BUF,IND,,,,,,WR/FLEX,,
175,67063-28643,WR,Allen,Allen Robinson II,Robinson II,,9,5700,BAL@CHI,CHI,BAL,D,Hamstring,,,,WR/FLEX,,
176,67063-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,4.5125,4,5700,NO@PHI,NO,PHI,,,,,,WR/FLEX,,
177,67063-63759,RB,Tony,Tony Pollard,Pollard,7.665,9,5600,DAL@KC,DAL,KC,,,,,,RB/FLEX,,
178,67063-64585,TE,Dawson,Dawson Knox,Knox,5.186999999999999,7,5600,IND@BUF,BUF,IND,,,,,,TE/FLEX,,
179,67063-32235,WR,Marcus,Marcus Johnson,Johnson,7.455,6,5600,HOU@TEN,TEN,HOU,,,,,,WR/FLEX,,
180,67063-26251,WR,Robby,Robby Anderson,Anderson,7.1,10,5600,WAS@CAR,CAR,WAS,,,,,,WR/FLEX,,
181,67063-40669,WR,Tyler,Tyler Boyd,Boyd,7.7700000000000005,9,5600,CIN@LV,CIN,LV,,,,,,WR/FLEX,,
182,67063-40843,RB,Alex,Alex Collins,Collins,10.6,8,5600,ARI@SEA,SEA,ARI,,,,,,RB/FLEX,,
183,67063-33260,WR,DeVante,DeVante Parker,Parker,0.0,5,5500,MIA@NYJ,MIA,NYJ,IR,Shoulder,,,,WR/FLEX,,
184,67063-86646,RB,Trey,Trey Sermon,Sermon,3.192,4,5500,SF@JAC,SF,JAC,,,,,,RB/FLEX,,
185,67063-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,,8,5500,DET@CLE,DET,CLE,,,,,,WR/FLEX,,
186,67063-62497,RB,David,David Johnson,Johnson,6.935,9,5500,HOU@TEN,HOU,TEN,,,,,,RB/FLEX,,
187,67063-60451,TE,Tyler,Tyler Conklin,Conklin,6.5,9,5500,GB@MIN,MIN,GB,,,,,,TE/FLEX,,
188,67063-64575,RB,Derrick,Derrick Gore,Gore,1.1969999999999998,4,5500,DAL@KC,KC,DAL,,,,,,RB/FLEX,,
189,67063-72776,RB,Alexander,Alexander Mattison,Mattison,4.085,9,5500,GB@MIN,MIN,GB,,,,,,RB/FLEX,,
190,67063-62628,WR,DeAndre,DeAndre Carter,Carter,4.56,9,5500,WAS@CAR,WAS,CAR,,,,,,WR/FLEX,,
191,67063-56648,RB,Jeremy,Jeremy McNichols,McNichols,0.0,9,5500,HOU@TEN,TEN,HOU,O,Concussion,,,,RB/FLEX,,
192,67063-69276,WR,Bryan,Bryan Edwards,Edwards,7.6,9,5500,CIN@LV,LV,CIN,,,,,,WR/FLEX,,
193,67063-71352,WR,Mecole,Mecole Hardman,Hardman,6.510000000000001,10,5500,DAL@KC,KC,DAL,,,,,,WR/FLEX,,
194,67063-26355,TE,Logan,Logan Thomas,Thomas,0.0,3,5500,WAS@CAR,WAS,CAR,IR,Hamstring,,,,TE/FLEX,,
195,67063-53303,RB,Matt,Matt Breida,Breida,1.7955,2,5400,IND@BUF,BUF,IND,,,,,,RB/FLEX,,
196,67063-53390,WR,Zach,Zach Pascal,Pascal,5.4,10,5400,IND@BUF,IND,BUF,,,,,,WR/FLEX,,
197,67063-65724,RB,JaMycal,JaMycal Hasty,Hasty,0.0,5,5400,SF@JAC,SF,JAC,O,Ankle,,,,RB/FLEX,,
198,67063-69956,WR,Michael,Michael Gallup,Gallup,12.01725,2,5400,DAL@KC,DAL,KC,,,,,,WR/FLEX,,
199,67063-41426,RB,Phillip,Phillip Lindsay,Lindsay,5.51,9,5400,HOU@TEN,HOU,TEN,,,,,,RB/FLEX,,
200,67063-80546,TE,Dan,Dan Arnold,Arnold,6.935,9,5400,SF@JAC,JAC,SF,,,,,,TE/FLEX,,
201,67063-42028,WR,Will,Will Fuller V,Fuller V,,2,5400,MIA@NYJ,MIA,NYJ,IR,Finger,,,,WR/FLEX,,
202,67063-104176,WR,Deonte,Deonte Harris,Harris,6.84,8,5400,NO@PHI,NO,PHI,,,,,,WR/FLEX,,
203,67063-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,,9,5400,SF@JAC,JAC,SF,,,,,,WR/FLEX,,
204,67063-14187,WR,A.J.,A.J. Green,Green,7.2,9,5400,ARI@SEA,ARI,SEA,,,,,,WR/FLEX,,
205,67063-14257,WR,Randall,Randall Cobb,Cobb,7.8,9,5400,GB@MIN,GB,MIN,,,,,,WR/FLEX,,
206,67063-24641,WR,Sammy,Sammy Watkins,Watkins,8.6,6,5300,BAL@CHI,BAL,CHI,,,,,,WR/FLEX,,
