player_id,stat_id,name,team,pos,salary,schedule_id,home_moneyline,away_moneyline,home_total,away_total,opp,order,rpos,partner_id
2861720,0,"Ihmir Smith-Marsette",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,86113
2861721,0,"Kene Nwangwu",MIN,RB,4500.00,80289,117,-139,21.25,23.75,CAR,,,73247
2861722,0,"Kellen Mond",MIN,QB,6000.00,80289,117,-139,21.25,23.75,CAR,,,94797
2861723,0,"Myron Mitchell",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,104041
2861724,0,"Whop Philyor",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,88830
2861726,0,"Blake Proehl",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,91504
2861727,0,"Zach Davidson",MIN,TE,4000.00,80289,117,-139,21.25,23.75,CAR,,,149708
2861749,0,"Tre Walker",BUF,WR,4500.00,80295,199,-243,23.75,29.25,TEN,,,90777
2861750,0,"Marquez Stevenson",BUF,WR,4500.00,80295,199,-243,23.75,29.25,TEN,,,71228
2861751,0,"Quintin Morris",BUF,TE,4000.00,80295,199,-243,23.75,29.25,TEN,,,90123
2861778,0,"Jaylen Waddle",MIA,WR,10500.00,80285,109,-128,22.75,24.25,JAC,5B,WR,90573
