,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,65217-55050,RB,Christian,Christian McCaffrey,McCaffrey,,3,10000,MIN@CAR,CAR,MIN,IR,Hamstring,,,,RB/FLEX
1,65217-57439,QB,Patrick,Patrick Mahomes,Mahomes,26.3,5,9000,KC@WAS,KC,WAS,,,,,,QB
2,65217-54140,RB,Dalvin,Dalvin Cook,Cook,14.4,3,8800,MIN@CAR,MIN,CAR,,,,,,RB/FLEX
3,65217-53681,WR,Tyreek,Tyreek Hill,Hill,14.8,5,8700,KC@WAS,KC,WAS,Q,Quadriceps,,,,WR/FLEX
4,65217-33076,TE,Travis,Travis Kelce,Kelce,13.3,5,8500,KC@WAS,KC,WAS,,,,,,TE/FLEX
5,65217-45889,WR,Davante,Davante Adams,Adams,15.0,5,8500,GB@CHI,GB,CHI,,,,,,WR/FLEX
6,65217-80001,RB,Austin,Austin Ekeler,Ekeler,15.7,5,8400,LAC@BAL,LAC,BAL,,,,,,RB/FLEX
7,65217-63484,QB,Kyler,Kyler Murray,Murray,22.6,5,8400,ARI@CLE,ARI,CLE,,,,,,QB
8,65217-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,14.1,5,8300,DAL@NE,DAL,NE,Q,Ribs,,,,RB/FLEX
9,65217-79970,WR,Cooper,Cooper Kupp,Kupp,13.6,5,8200,LAR@NYG,LAR,NYG,,,,,,WR/FLEX
10,65217-63115,QB,Lamar,Lamar Jackson,Jackson,24.1,5,8200,LAC@BAL,BAL,LAC,,,,,,QB
11,65217-53562,RB,Nick,Nick Chubb,Chubb,,5,8100,ARI@CLE,CLE,ARI,O,Calf,,,,RB/FLEX
12,65217-31716,QB,Dak,Dak Prescott,Prescott,20.6,5,8100,DAL@NE,DAL,NE,,,,,,QB
13,65217-40442,RB,Aaron,Aaron Jones,Jones,14.1,5,8000,GB@CHI,GB,CHI,,,,,,RB/FLEX
14,65217-69189,QB,Justin,Justin Herbert,Herbert,22.3,5,8000,LAC@BAL,LAC,BAL,,,,,,QB
15,65217-39829,WR,Mike,Mike Williams,Williams,9.4,5,8000,LAC@BAL,LAC,BAL,Q,Knee,,,,WR/FLEX
16,65217-6654,QB,Matthew,Matthew Stafford,Stafford,20.5,5,7900,LAR@NYG,LAR,NYG,,,,,,QB
17,65217-85671,WR,Justin,Justin Jefferson,Jefferson,11.8,5,7900,MIN@CAR,MIN,CAR,,,,,,WR/FLEX
18,65217-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,11.9,5,7800,CIN@DET,CIN,DET,,,,,,WR/FLEX
19,65217-72776,RB,Alexander,Alexander Mattison,Mattison,5.0,5,7700,MIN@CAR,MIN,CAR,,,,,,RB/FLEX
20,65217-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,11.2,5,7700,ARI@CLE,ARI,CLE,,,,,,WR/FLEX
21,65217-6894,QB,Aaron,Aaron Rodgers,Rodgers,19.9,5,7700,GB@CHI,GB,CHI,,,,,,QB
22,65217-63043,WR,DJ,DJ Moore,Moore,,5,7600,MIN@CAR,CAR,MIN,,,,,,WR/FLEX
23,65217-63589,QB,Sam,Sam Darnold,Darnold,18.7,5,7500,MIN@CAR,CAR,MIN,,,,,,QB
