,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
1,66867-55062,C,Nikola,Nikola Jokic,Jokic,52.9,10.0,11400,ATL@DEN,DEN,ATL,,,,,,C
2,66867-15755,PF/C,Anthony,Anthony Davis,Davis,50.5,12.0,10800,MIN@LAL,LAL,MIN,GTD,Thumb,,,,PF/C
3,66867-9646,SF/PF,Kevin,Kevin Durant,Durant,46.6,12.0,10300,BKN@NO,BKN,NO,,,,,,SF/PF
4,66867-84669,PG/SG,Luka,Luka Doncic,Doncic,50.6,11.0,10200,DAL@SA,DAL,SA,,,,,,PG/SG
5,66867-9524,PG,Stephen,Stephen Curry,Curry,46.5,11.0,10100,CHI@GS,GS,CHI,,,,,,PG
7,66867-9642,PG/SG,Russell,Russell Westbrook,Westbrook,47.4,12.0,9900,MIN@LAL,LAL,MIN,,,,,,PG/SG
8,66867-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.8,10.0,9700,MIN@LAL,MIN,LAL,,,,,,C
9,66867-80808,SF/PF,Jayson,Jayson Tatum,Tatum,47.8,11.0,9600,MIL@BOS,BOS,MIL,,,,,,SF/PF
10,66867-9644,SG/PG,James,James Harden,Harden,45.7,12.0,9600,BKN@NO,BKN,NO,,,,,,PG/SG
11,66867-67708,PG/SG,Dejounte,Dejounte Murray,Murray,40.3,11.0,9500,DAL@SA,SA,DAL,,,,,,PG/SG
12,66867-42669,PF/C,Julius,Julius Randle,Randle,44.4,12.0,9400,NY@CHA,NY,CHA,,,,,,PF/C
13,66867-110344,PG,Ja,Ja Morant,Morant,41.8,11.0,9300,PHO@MEM,MEM,PHO,,,,,,PG
14,66867-84671,PG,Trae,Trae Young,Young,43.9,12.0,9200,ATL@DEN,ATL,DEN,,,,,,PG
16,66867-145485,PG,LaMelo,LaMelo Ball,Ball,41.5,13.0,8800,NY@CHA,CHA,NY,,,,,,PG
17,66867-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,43.4,11.0,8700,CHI@GS,CHI,GS,,,,,,SG/SF
18,66867-14503,C,Jonas,Jonas Valanciunas,Valanciunas,43.7,12.0,8600,BKN@NO,NO,BKN,,,,,,C
19,66867-20848,PG,Damian,Damian Lillard,Lillard,42.7,12.0,8500,POR@HOU,POR,HOU,,,,,,PG
20,66867-58460,SG,Devin,Devin Booker,Booker,37.2,10.0,8400,PHO@MEM,PHO,MEM,,,,,,SG
21,66867-40783,SG/PG,Zach,Zach LaVine,LaVine,41.0,11.0,8400,CHI@GS,CHI,GS,,,,,,PG/SG
23,66867-9623,PG,Chris,Chris Paul,Paul,39.3,10.0,8300,PHO@MEM,PHO,MEM,,,,,,PG
26,66867-42202,PF/C,Christian,Christian Wood,Wood,39.3,11.0,8200,POR@HOU,HOU,POR,,,,,,PF/C
27,66867-145321,SF/SG,Anthony,Anthony Edwards,Edwards,39.6,10.0,8100,MIN@LAL,MIN,LAL,,,,,,SG/SF
28,66867-84678,SF,Miles,Miles Bridges,Bridges,34.5,13.0,8000,NY@CHA,CHA,NY,,,,,,SF
29,66867-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.1,10.0,7900,SAC@OKC,OKC,SAC,,,,,,PG/SG
30,66867-80810,PG,De'Aaron,De'Aaron Fox,Fox,39.7,12.0,7900,SAC@OKC,SAC,OKC,,,,,,PG
33,66867-80821,C/PF,Jarrett,Jarrett Allen,Allen,38.6,12.0,7700,DET@CLE,CLE,DET,,,,,,PF/C
36,66867-15946,SF/PF,Harrison,Harrison Barnes,Barnes,33.4,12.0,7400,SAC@OKC,SAC,OKC,,,,,,SF/PF
37,66867-9453,PF/C,Al,Al Horford,Horford,31.5,9.0,7300,MIL@BOS,BOS,MIL,,,,,,PF/C
38,66867-23831,PF,Jerami,Jerami Grant,Grant,34.4,9.0,7200,DET@CLE,DET,CLE,,,,,,PF
39,66867-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,32.9,6.0,7100,DAL@SA,DAL,SA,,,,,,PF/C
40,66867-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,33.9,8.0,7100,MIN@LAL,MIN,LAL,,,,,,PG/SG
42,66867-15860,PF/C,Draymond,Draymond Green,Green,35.1,11.0,7000,CHI@GS,GS,CHI,GTD,Thigh,,,,PF/C
43,66867-55057,C,Jusuf,Jusuf Nurkic,Nurkic,34.6,12.0,6900,POR@HOU,POR,HOU,,,,,,C
44,66867-23447,C/PF,Richaun,Richaun Holmes,Holmes,34.5,12.0,6900,SAC@OKC,SAC,OKC,,,,,,PF/C
45,66867-157845,C/PF,Evan,Evan Mobley,Mobley,38.0,12.0,6800,DET@CLE,CLE,DET,,,,,,PF/C
46,66867-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,29.2,10.0,6800,SAC@OKC,SAC,OKC,GTD,Back,,,,PG/SG
47,66867-9663,PG/SG,Jrue,Jrue Holiday,Holiday,39.6,6.0,6800,MIL@BOS,MIL,BOS,,,,,,PG/SG
