,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68187-9646,SF/PF,Kevin,Kevin Durant,Durant,47.3,22.0,10800,BKN@DAL,BKN,DAL,,,,,,SF/PF
1,68187-9644,SG/PG,James,James Harden,Harden,48.6,23.0,10600,BKN@DAL,BKN,DAL,,,,,,PG/SG
2,68187-9488,SF/PF,LeBron,LeBron James,James,45.4,12.0,10500,BOS@LAL,LAL,BOS,GTD,Abdomen,,,,SF/PF
3,68187-84669,PG/SG,Luka,Luka Doncic,Doncic,48.1,18.0,10300,BKN@DAL,DAL,BKN,GTD,Ankle,,,,PG/SG
4,68187-15755,PF/C,Anthony,Anthony Davis,Davis,44.5,23.0,10000,BOS@LAL,LAL,BOS,GTD,Thumb,,,,PF/C
5,68187-67708,PG/SG,Dejounte,Dejounte Murray,Murray,40.5,22.0,9900,NY@SA,SA,NY,,,,,,PG/SG
6,68187-80808,SF/PF,Jayson,Jayson Tatum,Tatum,46.9,24.0,9700,BOS@LAL,BOS,LAL,,,,,,SF/PF
7,68187-9642,PG,Russell,Russell Westbrook,Westbrook,39.0,24.0,9500,BOS@LAL,LAL,BOS,,,,,,PG
9,68187-42669,PF/C,Julius,Julius Randle,Randle,39.2,23.0,8700,NY@SA,NY,SA,,,,,,PF/C
10,68187-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,36.5,15.0,8500,BKN@DAL,DAL,BKN,GTD,Knee,,,,PF/C
11,68187-49675,PG,Derrick,Derrick White,White,29.5,22.0,7800,NY@SA,SA,NY,,,,,,PG
13,68187-9453,PF/C,Al,Al Horford,Horford,31.8,20.0,6800,BOS@LAL,BOS,LAL,,,,,,PF/C
14,68187-14510,SG/SF,Alec,Alec Burks,Burks,31.0,23.0,6500,NY@SA,NY,SA,,,,,,SG/SF
15,68187-84708,PF/C,Robert,Robert Williams,Williams,32.3,17.0,6400,BOS@LAL,BOS,LAL,,,,,,PF/C
16,68187-58378,C,Jakob,Jakob Poeltl,Poeltl,32.1,15.0,6300,NY@SA,SA,NY,,,,,,C
17,68187-23670,SG/PG,Marcus,Marcus Smart,Smart,28.9,23.0,5800,BOS@LAL,BOS,LAL,,,,,,PG/SG
18,68187-9475,PG/SG,Derrick,Derrick Rose,Rose,24.0,20.0,5700,NY@SA,NY,SA,,,,,,PG/SG
20,68187-9688,C/PF,LaMarcus,LaMarcus Aldridge,Aldridge,28.5,22.0,5600,BKN@DAL,BKN,DAL,,,,,,PF/C
21,68187-80816,SG,Malik,Malik Monk,Monk,18.7,24.0,5500,BOS@LAL,LAL,BOS,,,,,,SG
22,68187-16376,SF/SG,Dorian,Dorian Finney-Smith,Finney-Smith,21.2,22.0,5500,BKN@DAL,DAL,BKN,,,,,,SG/SF
23,68187-110347,PF/SF,Keldon,Keldon Johnson,Johnson,26.5,22.0,5400,NY@SA,SA,NY,,,,,,SF/PF
24,68187-145348,SG/PG,Immanuel,Immanuel Quickley,Quickley,24.8,23.0,5400,NY@SA,NY,SA,,,,,,PG/SG
25,68187-110357,SF/SG,RJ,RJ Barrett,Barrett,25.8,22.0,5300,NY@SA,NY,SA,,,,,,SG/SF
26,68187-84690,PG/SG,Jalen,Jalen Brunson,Brunson,26.4,21.0,5300,BKN@DAL,DAL,BKN,,,,,,PG/SG
27,68187-40201,PG/SG,Dennis,Dennis Schroder,Schroder,29.3,23.0,5200,BOS@LAL,BOS,LAL,,,,,,PG/SG
28,68187-9660,C,Dwight,Dwight Howard,Howard,22.6,21.0,5200,BOS@LAL,LAL,BOS,,,,,,C
29,68187-23096,SF/SG,Evan,Evan Fournier,Fournier,22.6,23.0,5100,NY@SA,NY,SA,,,,,,SG/SF
30,68187-84709,C,Mitchell,Mitchell Robinson,Robinson,21.7,20.0,5100,NY@SA,NY,SA,,,,,,C
31,68187-110337,SG/SF,Talen,Talen Horton-Tucker,Horton-Tucker,19.7,11.0,5000,BOS@LAL,LAL,BOS,,,,,,SG/SF
35,68187-18256,PF/SF,Doug,Doug McDermott,McDermott,17.6,15.0,4800,NY@SA,SA,NY,,,,,,SF/PF
36,68187-9508,SF/PF,Carmelo,Carmelo Anthony,Anthony,21.8,24.0,4700,BOS@LAL,LAL,BOS,,,,,,SF/PF
39,68187-16233,SF/SG,Josh,Josh Richardson,Richardson,18.3,18.0,4500,BOS@LAL,BOS,LAL,,,,,,SG/SF
42,68187-81621,PF,Maxi,Maxi Kleber,Kleber,19.2,13.0,4400,BKN@DAL,DAL,BKN,,,,,,PF
44,68187-84702,SG/SF,Lonnie,Lonnie Walker,Walker,15.8,22.0,4300,NY@SA,SA,NY,,,,,,SG/SF
60,68187-15947,SG,Reggie,Reggie Bullock,Bullock,16.7,21.0,3700,BKN@DAL,DAL,BKN,,,,,,SG
64,68187-9666,PF,Thaddeus,Thaddeus Young,Young,17.6,19.0,3700,NY@SA,SA,NY,,,,,,PF
