,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67452-42104,RB,Alvin,Alvin Kamara,Kamara,17.75,8,9000,BUF@NO,NO,BUF,O,Knee - mcl,,,,RB/FLEX
1,67452-62239,QB,Josh,Josh Allen,Allen,23.3,10,8800,BUF@NO,BUF,NO,,,,,,QB
2,67452-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,16.2,10,8400,LV@DAL,DAL,LV,,,,,,RB/FLEX
3,67452-25079,WR,Stefon,Stefon Diggs,Diggs,14.1,10,8300,BUF@NO,BUF,NO,,,,,,WR/FLEX
4,67452-31716,QB,Dak,Dak Prescott,Prescott,21.2,9,8200,LV@DAL,DAL,LV,,,,,,QB
5,67452-91598,RB,D'Andre,D'Andre Swift,Swift,17.2,10,8000,CHI@DET,DET,CHI,,,,,,RB/FLEX
6,67452-86631,WR,CeeDee,CeeDee Lamb,Lamb,7.2,10,7700,LV@DAL,DAL,LV,Q,Concussion,,,,WR/FLEX
7,67452-73273,RB,David,David Montgomery,Montgomery,14.7,6,7500,CHI@DET,CHI,DET,,,,,,RB/FLEX
8,67452-45859,QB,Derek,Derek Carr,Carr,18.5,10,7400,LV@DAL,LV,DAL,,,,,,QB
9,67452-25011,TE,Darren,Darren Waller,Waller,13.8,9,7300,LV@DAL,LV,DAL,,,,,,TE/FLEX
10,67452-14225,QB,Andy,Andy Dalton,Dalton,16.2,4,7200,CHI@DET,CHI,DET,,,,,,QB
11,67452-91591,QB,Justin,Justin Fields,Fields,0,10,7200,CHI@DET,CHI,DET,O,Ribs,,,,QB
12,67452-28434,QB,Trevor,Trevor Siemian,Siemian,12.2,4,7000,BUF@NO,NO,BUF,,,,,,QB
13,67452-31001,WR,Amari,Amari Cooper,Cooper,0,9,7000,LV@DAL,DAL,LV,IR,Illness,,,,WR/FLEX
14,67452-45565,QB,Taysom,Taysom Hill,Hill,3,7,7000,BUF@NO,NO,BUF,,,,,,QB
15,67452-69777,WR,Darnell,Darnell Mooney,Mooney,10.7,10,6800,CHI@DET,CHI,DET,,,,,,WR/FLEX
16,67452-72731,RB,Josh,Josh Jacobs,Jacobs,11.6,8,6700,LV@DAL,LV,DAL,,,,,,RB/FLEX
17,67452-38435,QB,Jared,Jared Goff,Goff,0,9,6700,CHI@DET,DET,CHI,Q,Oblique,,,,QB
18,67452-14211,RB,Mark,Mark Ingram II,Ingram II,9.5,11,6600,BUF@NO,NO,BUF,Q,Knee,,,,RB/FLEX
