Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
67452-42104,RB,Alvin,Alvin Kamara,Kamara,17.75,8,9000,BUF@NO,NO,BUF,O,Knee - mcl,,,,RB/FLEX
67452-62239,QB,Josh,Josh Allen,Allen,24.044000244140626,10,8800,BUF@NO,BUF,NO,,,,,,QB
67452-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,15.605999755859376,10,8400,LV@DAL,DAL,LV,,,,,,RB/FLEX
67452-25079,WR,Stefon,Stefon Diggs,Diggs,14.330000305175782,10,8300,BUF@NO,BUF,NO,,,,,,WR/FLEX
67452-31716,QB,Dak,Dak Prescott,Prescott,20.48666720920139,9,8200,LV@DAL,DAL,LV,,,,,,QB
67452-91598,RB,D'Andre,D'Andre Swift,Swift,15.8,10,8000,CHI@DET,DET,CHI,,,,,,RB/FLEX
67452-86631,WR,CeeDee,CeeDee Lamb,Lamb,13.8,10,7700,LV@DAL,DAL,LV,Q,Concussion,,,,WR/FLEX
67452-73273,RB,David,David Montgomery,Montgomery,12.166666666666666,6,7500,CHI@DET,CHI,DET,,,,,,RB/FLEX
67452-45859,QB,Derek,Derek Carr,Carr,17.783999633789062,10,7400,LV@DAL,LV,DAL,,,,,,QB
67452-25011,TE,Darren,Darren Waller,Waller,10.944444444444445,9,7300,LV@DAL,LV,DAL,,,,,,TE/FLEX
67452-14225,QB,Andy,Andy Dalton,Dalton,7.909999847412109,4,7200,CHI@DET,CHI,DET,,,,,,QB
67452-91591,QB,Justin,Justin Fields,Fields,9.954000091552734,10,7200,CHI@DET,CHI,DET,O,Ribs,,,,QB
67452-28434,QB,Trevor,Trevor Siemian,Siemian,18.149999618530273,4,7000,BUF@NO,NO,BUF,,,,,,QB
67452-31001,WR,Amari,Amari Cooper,Cooper,12.255555894639757,9,7000,LV@DAL,DAL,LV,IR,Illness,,,,WR/FLEX
67452-45565,QB,Taysom,Taysom Hill,Hill,5.262857164655413,7,7000,BUF@NO,NO,BUF,,,,,,QB
67452-69777,WR,Darnell,Darnell Mooney,Mooney,10.40999984741211,10,6800,CHI@DET,CHI,DET,,,,,,WR/FLEX
67452-72731,RB,Josh,Josh Jacobs,Jacobs,11.824999809265137,8,6700,LV@DAL,LV,DAL,,,,,,RB/FLEX
67452-38435,QB,Jared,Jared Goff,Goff,13.106666564941406,9,6700,CHI@DET,DET,CHI,Q,Oblique,,,,QB
67452-14211,RB,Mark,Mark Ingram II,Ingram II,7.954545454545454,11,6600,BUF@NO,NO,BUF,Q,Knee,,,,RB/FLEX
67452-69956,WR,Michael,Michael Gallup,Gallup,6.066666920979817,3,6500,LV@DAL,DAL,LV,,,,,,WR/FLEX
67452-40482,QB,Tim,Tim Boyle,Boyle,1.0800000429153442,1,6200,CHI@DET,DET,CHI,,,,,,QB
67452-57986,WR,Hunter,Hunter Renfrow,Renfrow,10.490000152587891,10,6200,LV@DAL,LV,DAL,,,,,,WR/FLEX
67452-22027,QB,Nick,Nick Foles,Foles,12.464444478352865,9,6100,CHI@DET,CHI,DET,,,,,,QB
67452-71706,TE,T.J.,T.J. Hockenson,Hockenson,9.09000015258789,10,6100,CHI@DET,DET,CHI,,,,,,TE/FLEX
67452-30761,QB,Nathan,Nathan Peterman,Peterman,0.20000000298023224,1,6100,LV@DAL,LV,DAL,,,,,,QB
67452-64115,QB,Steven,Steven Montez,Montez,0,1,6100,CHI@DET,DET,CHI,,,,,,QB
67452-44715,QB,Cooper,Cooper Rush,Rush,9.140000343322754,2,6100,LV@DAL,DAL,LV,,,,,,QB
67452-29358,QB,Marcus,Marcus Mariota,Mariota,1.3666666348775227,3,6100,LV@DAL,LV,DAL,,,,,,QB
67452-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,2.2049999237060547,4,6100,BUF@NO,BUF,NO,,,,,,QB
67452-52606,QB,David,David Blough,Blough,0.6000000238418579,1,6100,CHI@DET,DET,CHI,,,,,,QB
67452-88602,QB,Jordan,Jordan Ta'amu,Ta'amu,,,6000,CHI@DET,DET,CHI,,,,,,QB
67452-62566,QB,Travis,Travis Jonsen,Jonsen,,,6000,CHI@DET,DET,CHI,,,,,,QB
67452-52342,QB,Will,Will Grier,Grier,0,2,6000,LV@DAL,DAL,LV,,,,,,QB
67452-55042,TE,Dalton,Dalton Schultz,Schultz,8.90999984741211,10,6000,LV@DAL,DAL,LV,,,,,,TE/FLEX
