,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67626-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,51.3,18.0,11700,MIL@DEN,MIL,DEN,,,,,,SF/PF
1,67626-55062,C,Nikola,Nikola Jokic,Jokic,52.3,14.0,11300,MIL@DEN,DEN,MIL,GTD,Wrist,,,,C
2,67626-15755,PF/C,Anthony,Anthony Davis,Davis,44.5,19.0,11000,SAC@LAL,LAL,SAC,,,,,,PF/C
3,67626-9524,PG,Stephen,Stephen Curry,Curry,47.5,17.0,10500,POR@GS,GS,POR,,,,,,PG
4,67626-80808,SF/PF,Jayson,Jayson Tatum,Tatum,42.3,19.0,10000,BOS@SA,BOS,SA,,,,,,SF/PF
5,67626-9488,SF/PF,LeBron,LeBron James,James,43.6,9.0,9900,SAC@LAL,LAL,SAC,GTD,Abdomen,,,,SF/PF
6,67626-9642,PG,Russell,Russell Westbrook,Westbrook,44.3,20.0,9900,SAC@LAL,LAL,SAC,,,,,,PG
7,67626-67708,PG/SG,Dejounte,Dejounte Murray,Murray,39.6,17.0,9700,BOS@SA,SA,BOS,,,,,,PG/SG
8,67626-145485,PG,LaMelo,LaMelo Ball,Ball,42.8,20.0,9300,MIN@CHA,CHA,MIN,,,,,,PG
9,67626-110344,PG,Ja,Ja Morant,Morant,41.6,18.0,9000,ATL@MEM,MEM,ATL,,,,,,PG
10,67626-40203,C,Rudy,Rudy Gobert,Gobert,39.5,18.0,9000,NO@UTA,UTA,NO,,,,,,C
11,67626-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.8,18.0,8800,MIN@CHA,MIN,CHA,,,,,,C
12,67626-15595,SG,Bradley,Bradley Beal,Beal,38.4,15.0,8800,WAS@OKC,WAS,OKC,,,,,,SG
13,67626-20848,PG,Damian,Damian Lillard,Lillard,42.1,18.0,8800,POR@GS,POR,GS,,,,,,PG
14,67626-42669,PF/C,Julius,Julius Randle,Randle,39.0,18.0,8700,PHO@NY,NY,PHO,,,,,,PF/C
15,67626-84671,PG,Trae,Trae Young,Young,43.3,19.0,8700,ATL@MEM,ATL,MEM,GTD,Ankle,,,,PG
16,67626-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,38.0,19.0,8600,CHI@ORL,CHI,ORL,,,,,,SG/SF
17,67626-9623,PG,Chris,Chris Paul,Paul,36.3,18.0,8500,PHO@NY,PHO,NY,,,,,,PG
18,67626-24247,PG,Fred,Fred VanVleet,VanVleet,37.1,18.0,8400,TOR@IND,TOR,IND,,,,,,PG
19,67626-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,39.4,20.0,8400,TOR@IND,IND,TOR,,,,,,PF/C
21,67626-84678,SF,Miles,Miles Bridges,Bridges,35.4,20.0,8200,MIN@CHA,CHA,MIN,,,,,,SF
22,67626-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,34.8,16.0,8200,WAS@OKC,OKC,WAS,GTD,Ankle,,,,PG/SG
23,67626-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,39.6,17.0,8100,NO@UTA,UTA,NO,,,,,,PG/SG
24,67626-40783,SG/PG,Zach,Zach LaVine,LaVine,36.9,19.0,8000,CHI@ORL,CHI,ORL,,,,,,PG/SG
25,67626-60021,PF,Pascal,Pascal Siakam,Siakam,38.0,8.0,7900,TOR@IND,TOR,IND,,,,,,PF
26,67626-145321,SF/SG,Anthony,Anthony Edwards,Edwards,38.6,18.0,7900,MIN@CHA,MIN,CHA,,,,,,SG/SF
27,67626-66236,PF/C,John,John Collins,Collins,34.6,19.0,7800,ATL@MEM,ATL,MEM,,,,,,PF/C
29,67626-66048,SF,Brandon,Brandon Ingram,Ingram,37.2,13.0,7700,NO@UTA,NO,UTA,,,,,,SF
30,67626-58460,SG,Devin,Devin Booker,Booker,34.0,18.0,7700,PHO@NY,PHO,NY,,,,,,SG
31,67626-84673,C,Deandre,Deandre Ayton,Ayton,34.0,12.0,7700,PHO@NY,PHO,NY,,,,,,C
32,67626-67026,SF/SG,Jaylen,Jaylen Brown,Brown,32.8,10.0,7700,BOS@SA,BOS,SA,,,,,,SG/SF
33,67626-68090,SF/PF,OG,OG Anunoby,Anunoby,32.4,15.0,7700,TOR@IND,TOR,IND,GTD,Hip,,,,SF/PF
