,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
4,65522-57403,WR,Courtland,Courtland Sutton,Sutton,14.0,6.0,12500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
6,65522-57091,WR,Tim,Tim Patrick,Patrick,10.0,6.0,11000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
7,65522-28900,RB,Melvin,Melvin Gordon III,Gordon III,12.0,6.0,10500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
9,65522-31394,WR,Jarvis,Jarvis Landry,Landry,3.0,2.0,10000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
10,65522-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,12.0,2.0,10000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
11,65522-71705,TE,Noah,Noah Fant,Fant,9.0,6.0,9500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
12,65522-26247,K,Brandon,Brandon McManus,McManus,6.0,6.0,9000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
13,65522-93541,RB,Javonte,Javonte Williams,Williams,5.0,6.0,9000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
14,65522-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,12.0,5.0,8500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
15,65522-60479,K,Chase,Chase McLaughlin,McLaughlin,6.0,6.0,8500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
16,65522-70282,RB,Demetric,Demetric Felton,Felton,8.0,6.0,8000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
17,65522-45791,WR,Rashard,Rashard Higgins,Higgins,6.0,5.0,7500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
18,65522-55335,TE,David,David Njoku,Njoku,6.0,5.0,7000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
19,65522-40126,TE,Austin,Austin Hooper,Hooper,4.0,6.0,6500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
20,65522-64949,WR,Ja'Marcus,Ja'Marcus Bradley,Bradley,4.0,2.0,6000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
21,65522-70601,TE,Harrison,Harrison Bryant,Bryant,3.0,4.0,6000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
23,65522-54606,WR,John,John Brown,Brown,3.0,12.0,5500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
24,65522-79980,TE,Eric,Eric Saubert,Saubert,3.0,3.0,5500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
25,65522-61042,WR,Kendall,Kendall Hinton,Hinton,3.0,4.0,5500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
28,65522-28055,WR,Amara,Amara Darboh,Darboh,0.0,1.0,5000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
29,65522-64023,TE,Kyle,Kyle Markway,Markway,0.0,1.0,5000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
30,65522-54426,TE,Andrew,Andrew Beck,Beck,0.0,1.0,5000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
31,65522-63646,WR,Lawrence,Lawrence Cager,Cager,1.5,3.0,5000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
32,65522-54817,WR,Diontae,Diontae Spencer,Spencer,0.033333333830039,6.0,5000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
34,65522-64051,QB,Drew,Drew Lock,Lock,3.51999998092651,1.0,5000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
