Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
65522-41535,QB,Baker,Baker Mayfield,Mayfield,0,6,15000,DEN@CLE,CLE,DEN,O,Shoulder - labrum,,,,MVP - 1.5X Points/AnyFLEX
65522-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,14,6,14500,DEN@CLE,DEN,CLE,Q,Foot,,,,MVP - 1.5X Points/AnyFLEX
65522-53562,RB,Nick,Nick Chubb,Chubb,0,5,14000,DEN@CLE,CLE,DEN,O,Calf,,,,MVP - 1.5X Points/AnyFLEX
65522-45229,RB,Kareem,Kareem Hunt,Hunt,0,6,13500,DEN@CLE,CLE,DEN,IR,Calf,,,,MVP - 1.5X Points/AnyFLEX
65522-57403,WR,Courtland,Courtland Sutton,Sutton,14,6,12500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-90561,WR,Jerry,Jerry Jeudy,Jeudy,12,1,11500,DEN@CLE,DEN,CLE,IR,Ankle,,,,MVP - 1.5X Points/AnyFLEX
65522-57091,WR,Tim,Tim Patrick,Patrick,10,6,11000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-28900,RB,Melvin,Melvin Gordon III,Gordon III,12,6,10500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,0,4,10000,DEN@CLE,CLE,DEN,Q,Shoulder - ac joint,,,,MVP - 1.5X Points/AnyFLEX
65522-31394,WR,Jarvis,Jarvis Landry,Landry,3,2,10000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
65522-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,12,2,10000,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
65522-71705,TE,Noah,Noah Fant,Fant,9,6,9500,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-26247,K,Brandon,Brandon McManus,McManus,6,6,9000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-93541,RB,Javonte,Javonte Williams,Williams,5,6,9000,DEN@CLE,DEN,CLE,,,,,,MVP - 1.5X Points/AnyFLEX
65522-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,12,5,8500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
65522-60479,K,Chase,Chase McLaughlin,McLaughlin,6,6,8500,DEN@CLE,CLE,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
