,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,66966-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,53.6,12.0,11400,MIL@ATL,MIL,ATL,GTD,Ankle,,,,SF/PF
1,66966-55062,C,Nikola,Nikola Jokic,Jokic,53.7,11.0,11000,POR@DEN,DEN,POR,,,,,,C
2,66966-9524,PG,Stephen,Stephen Curry,Curry,46.3,12.0,10300,GS@CHA,GS,CHA,,,,,,PG
3,66966-9646,SF/PF,Kevin,Kevin Durant,Durant,49.2,13.0,10100,BKN@OKC,BKN,OKC,,,,,,SF/PF
4,66966-12341,SG/SF,Paul,Paul George,George,46.0,12.0,10000,CHI@LAC,LAC,CHI,,,,,,SG/SF
5,66966-9644,SG/PG,James,James Harden,Harden,47.9,13.0,9600,BKN@OKC,BKN,OKC,,,,,,PG/SG
6,66966-84671,PG,Trae,Trae Young,Young,43.9,13.0,9200,MIL@ATL,ATL,MIL,,,,,,PG
7,66966-145485,PG,LaMelo,LaMelo Ball,Ball,40.9,14.0,9000,GS@CHA,CHA,GS,,,,,,PG
9,66966-9623,PG,Chris,Chris Paul,Paul,39.0,11.0,8500,PHO@HOU,PHO,HOU,,,,,,PG
10,66966-58460,SG,Devin,Devin Booker,Booker,35.8,11.0,8400,PHO@HOU,PHO,HOU,,,,,,SG
11,66966-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,39.6,12.0,8400,CHI@LAC,CHI,LAC,,,,,,SG/SF
12,66966-84678,SF,Miles,Miles Bridges,Bridges,35.3,14.0,8300,GS@CHA,CHA,GS,,,,,,SF
14,66966-40783,SG/PG,Zach,Zach LaVine,LaVine,39.7,12.0,8100,CHI@LAC,CHI,LAC,,,,,,PG/SG
15,66966-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,37.7,11.0,7900,BKN@OKC,OKC,BKN,,,,,,PG/SG
17,66966-42202,PF/C,Christian,Christian Wood,Wood,39.5,12.0,7800,PHO@HOU,HOU,PHO,,,,,,PF/C
21,66966-9663,PG/SG,Jrue,Jrue Holiday,Holiday,34.4,7.0,7400,MIL@ATL,MIL,ATL,,,,,,PG/SG
22,66966-15860,PF/C,Draymond,Draymond Green,Green,35.0,12.0,7000,GS@CHA,GS,CHA,,,,,,PF/C
23,66966-55057,C,Jusuf,Jusuf Nurkic,Nurkic,32.4,13.0,6900,POR@DEN,POR,DEN,,,,,,C
24,66966-17333,SG/SF,Will,Will Barton,Barton,27.6,12.0,6700,POR@DEN,DEN,POR,,,,,,SG/SF
25,66966-66236,PF/C,John,John Collins,Collins,33.5,13.0,6600,MIL@ATL,ATL,MIL,,,,,,PF/C
26,66966-12366,SF/SG,Gordon,Gordon Hayward,Hayward,31.3,14.0,6500,GS@CHA,CHA,GS,,,,,,SG/SF
27,66966-42156,PF/C,Bobby,Bobby Portis,Portis,32.3,8.0,6400,MIL@ATL,MIL,ATL,,,,,,PF/C
28,66966-55059,C,Clint,Clint Capela,Capela,33.2,13.0,6400,MIL@ATL,ATL,MIL,,,,,,C
29,66966-9809,SF/PF,Nicolas,Nicolas Batum,Batum,25.0,11.0,6300,CHI@LAC,LAC,CHI,,,,,,SF/PF
30,66966-110322,PG/SG,Jordan,Jordan Poole,Poole,28.0,12.0,6300,GS@CHA,GS,CHA,,,,,,PG/SG
31,66966-49116,SG/SF,Andrew,Andrew Wiggins,Wiggins,30.2,12.0,6300,GS@CHA,GS,CHA,,,,,,SG/SF
