Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
66966-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.28333536783854,12,11400,MIL@ATL,MIL,ATL,GTD,Ankle,,,,SF/PF
66966-55062,C,Nikola,Nikola Jokic,Jokic,55.04545454545455,11,11000,POR@DEN,DEN,POR,,,,,,C
66966-9524,PG,Stephen,Stephen Curry,Curry,48.958333333333336,12,10300,GS@CHA,GS,CHA,,,,,,PG
66966-9646,SF/PF,Kevin,Kevin Durant,Durant,47.36922983022836,13,10100,BKN@OKC,BKN,OKC,,,,,,SF/PF
66966-12341,SG/SF,Paul,Paul George,George,47.625,12,10000,CHI@LAC,LAC,CHI,,,,,,SG/SF
66966-9644,SG/PG,James,James Harden,Harden,43.5923086313101,13,9600,BKN@OKC,BKN,OKC,,,,,,PG/SG
66966-84671,PG,Trae,Trae Young,Young,41.5999990609976,13,9200,MIL@ATL,ATL,MIL,,,,,,PG
66966-145485,PG,LaMelo,LaMelo Ball,Ball,43.621429443359375,14,9000,GS@CHA,CHA,GS,,,,,,PG
66966-14498,PG/SG,Kyrie,Kyrie Irving,Irving,44.55156326293945,64,8900,BKN@OKC,BKN,OKC,O,Personal,,,,PG/SG
66966-9623,PG,Chris,Chris Paul,Paul,42.19090964577415,11,8500,PHO@HOU,PHO,HOU,,,,,,PG
66966-58460,SG,Devin,Devin Booker,Booker,38.32727328213778,11,8400,PHO@HOU,PHO,HOU,,,,,,SG
66966-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,39.9750010172526,12,8400,CHI@LAC,CHI,LAC,,,,,,SG/SF
66966-84678,SF,Miles,Miles Bridges,Bridges,41.778573172433035,14,8300,GS@CHA,CHA,GS,,,,,,SF
66966-20848,PG,Damian,Damian Lillard,Lillard,37.13077016977164,13,8200,POR@DEN,POR,DEN,O,Abdomen,,,,PG
66966-40783,SG/PG,Zach,Zach LaVine,LaVine,37.93333435058594,12,8100,CHI@LAC,CHI,LAC,,,,,,PG/SG
66966-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,37.01818292791193,11,7900,BKN@OKC,OKC,BKN,,,,,,PG/SG
66966-84673,C,Deandre,Deandre Ayton,Ayton,34.18333435058594,6,7800,PHO@HOU,PHO,HOU,GTD,Lower leg,,,,C
66966-42202,PF/C,Christian,Christian Wood,Wood,37.61666615804037,12,7800,PHO@HOU,HOU,PHO,,,,,,PF/C
66966-16261,SF/SG,Khris,Khris Middleton,Middleton,35.3500010172526,6,7800,MIL@ATL,MIL,ATL,O,Covid-19,,,,SG/SF
66966-14514,C,Nikola,Nikola Vucevic,Vucevic,37.95454545454545,11,7600,CHI@LAC,CHI,LAC,O,Covid-19,,,,C
66966-19067,SG,CJ,CJ McCollum,McCollum,36.200000469501205,13,7500,POR@DEN,POR,DEN,,,,,,SG
66966-9663,PG/SG,Jrue,Jrue Holiday,Holiday,28.400000435965403,7,7400,MIL@ATL,MIL,ATL,,,,,,PG/SG
66966-15860,PF/C,Draymond,Draymond Green,Green,31.899998982747395,12,7000,GS@CHA,GS,CHA,,,,,,PF/C
66966-55057,C,Jusuf,Jusuf Nurkic,Nurkic,32.799999530498795,13,6900,POR@DEN,POR,DEN,,,,,,C
66966-17333,SG/SF,Will,Will Barton,Barton,32.05833435058594,12,6700,POR@DEN,DEN,POR,,,,,,SG/SF
66966-66236,PF/C,John,John Collins,Collins,33.36153940054086,13,6600,MIL@ATL,ATL,MIL,,,,,,PF/C
66966-12366,SF/SG,Gordon,Gordon Hayward,Hayward,31.035714285714285,14,6500,GS@CHA,CHA,GS,,,,,,SG/SF
66966-42156,PF/C,Bobby,Bobby Portis,Portis,27.762500762939453,8,6400,MIL@ATL,MIL,ATL,,,,,,PF/C
66966-55059,C,Clint,Clint Capela,Capela,30.153846153846153,13,6400,MIL@ATL,ATL,MIL,,,,,,C
66966-9809,SF/PF,Nicolas,Nicolas Batum,Batum,26.42727383700284,11,6300,CHI@LAC,LAC,CHI,,,,,,SF/PF
66966-110322,PG/SG,Jordan,Jordan Poole,Poole,28.59166717529297,12,6300,GS@CHA,GS,CHA,,,,,,PG/SG
66966-49116,SG/SF,Andrew,Andrew Wiggins,Wiggins,27.23333231608073,12,6300,GS@CHA,GS,CHA,,,,,,SG/SF
66966-14523,PG/SG,Reggie,Reggie Jackson,Jackson,28.708333333333332,12,6200,CHI@LAC,LAC,CHI,,,,,,PG/SG
66966-42677,SG/PG,Terry,Terry Rozier,Rozier,25.644444783528645,9,6100,GS@CHA,CHA,GS,,,,,,PG/SG
66966-80806,PG,Lonzo,Lonzo Ball,Ball,30.59166717529297,12,6100,CHI@LAC,CHI,LAC,,,,,,PG
66966-110345,SF/PG,Kevin,Kevin Porter,Porter,26.25,12,6000,PHO@HOU,HOU,PHO,,,,,,PG/SF
66966-16293,SF/SG,Norman,Norman Powell,Powell,26.681818181818183,11,6000,POR@DEN,POR,DEN,,,,,,SG/SF
66966-84682,PF/SF,Michael,Michael Porter,Porter,23.255555894639755,9,5900,POR@DEN,DEN,POR,O,Back,,,,SF/PF
66966-16448,PF/C,Frank,Frank Kaminsky,Kaminsky,24.985713413783483,7,5700,PHO@HOU,PHO,HOU,,,,,,PF/C
66966-157905,SG,Josh,Josh Giddey,Giddey,29.44545399058949,11,5700,BKN@OKC,OKC,BKN,,,,,,SG
66966-9621,C,Brook,Brook Lopez,Lopez,26,1,5700,MIL@ATL,MIL,ATL,O,Back,,,,C
66966-110637,PF/SF,Darius,Darius Bazley,Bazley,25.381819291548297,11,5600,BKN@OKC,OKC,BKN,,,,,,SF/PF
66966-70827,C,Ivica,Ivica Zubac,Zubac,24.48333231608073,12,5600,CHI@LAC,LAC,CHI,,,,,,C
66966-145576,SF/PF,Jae'Sean,Jae'Sean Tate,Tate,24.808334350585938,12,5600,PHO@HOU,HOU,PHO,,,,,,SF/PF
66966-111273,SF/SG,Luguentz,Luguentz Dort,Dort,24.589999389648437,10,5500,BKN@OKC,OKC,BKN,,,,,,SG/SF
66966-84711,SG,Grayson,Grayson Allen,Allen,25.823077862079327,13,5500,MIL@ATL,MIL,ATL,,,,,,SG
66966-12355,SG/PG,Eric,Eric Bledsoe,Bledsoe,27.100001017252605,12,5400,CHI@LAC,LAC,CHI,,,,,,PG/SG
66966-41594,PF,Aaron,Aaron Gordon,Gordon,25.9499994913737,12,5400,POR@DEN,DEN,POR,,,,,,PF
66966-15993,SG/SF,Pat,Pat Connaughton,Connaughton,22.576923076923077,13,5300,MIL@ATL,MIL,ATL,,,,,,SG/SF
66966-84718,PF,Alize,Alize Johnson,Johnson,8.449999809265137,8,5300,CHI@LAC,CHI,LAC,,,,,,PF
66966-9688,C/PF,LaMarcus,LaMarcus Aldridge,Aldridge,24.183334350585938,12,5200,BKN@OKC,BKN,OKC,,,,,,PF/C
66966-84670,SF/PF,Mikal,Mikal Bridges,Bridges,25,11,5100,PHO@HOU,PHO,HOU,,,,,,SF/PF
66966-157907,SG/PG,Jalen,Jalen Green,Green,22.366666158040363,12,5100,PHO@HOU,HOU,PHO,,,,,,PG/SG
66966-58153,SF/SG,Kelly,Kelly Oubre,Oubre,22.807141985212052,14,5100,GS@CHA,CHA,GS,,,,,,SG/SF
66966-14509,SG,Klay,Klay Thompson,Thompson,,,4900,GS@CHA,GS,CHA,O,Achilles,,,,SG
66966-66046,SG/SF,Luke,Luke Kennard,Kennard,19.866666158040363,12,4900,CHI@LAC,LAC,CHI,,,,,,SG/SF
66966-14512,PF/SF,Marcus,Marcus Morris,Morris,14.850000381469727,2,4800,CHI@LAC,LAC,CHI,GTD,Knee,,,,SF/PF
66966-15590,C,Mason,Mason Plumlee,Plumlee,24.84285627092634,14,4800,GS@CHA,CHA,GS,,,,,,C
66966-55060,SF/SG,Bogdan,Bogdan Bogdanovic,Bogdanovic,21.725001017252605,12,4800,MIL@ATL,ATL,MIL,GTD,Ankle,,,,SG/SF
66966-15800,PF/SF,Jae,Jae Crowder,Crowder,23.254545731977984,11,4800,PHO@HOU,PHO,HOU,,,,,,SF/PF
66966-20491,PF/SF,Robert,Robert Covington,Covington,18.892308161808895,13,4700,POR@DEN,POR,DEN,,,,,,SF/PF
66966-58519,SG,Gary,Gary Payton II,Payton II,14.083333333333334,12,4700,GS@CHA,GS,CHA,,,,,,SG
66966-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.163768823596016,69,4700,MIL@ATL,MIL,ATL,O,Ankle,,,,SG
66966-110352,PF/C,P.J.,P.J. Washington,Washington,21.17142813546317,7,4700,GS@CHA,CHA,GS,O,Elbow,,,,PF/C
66966-110338,SF,De'Andre,De'Andre Hunter,Hunter,16.5,11,4600,MIL@ATL,ATL,MIL,O,Wrist,,,,SF
66966-110343,SF,Nassir,Nassir Little,Little,19.40769254244291,13,4600,POR@DEN,POR,DEN,,,,,,SF
66966-110351,SG,Cody,Cody Martin,Martin,19.978572300502233,14,4600,GS@CHA,CHA,GS,,,,,,SG
66966-23981,PG/SG,Alex,Alex Caruso,Caruso,23.558334350585938,12,4600,CHI@LAC,CHI,LAC,,,,,,PG/SG
66966-157908,C/PF,Alperen,Alperen Sengun,Sengun,21.69090964577415,11,4500,PHO@HOU,HOU,PHO,,,,,,PF/C
66966-110315,SG/SF,Terance,Terance Mann,Mann,22.558334350585938,12,4500,CHI@LAC,LAC,CHI,,,,,,SG/SF
66966-110326,PG/SG,Coby,Coby White,White,27.200000707653984,69,4500,CHI@LAC,CHI,LAC,,,,,,PG/SG
66966-110339,SG/SF,Cam,Cam Reddish,Reddish,18.63076899601863,13,4500,MIL@ATL,ATL,MIL,,,,,,SG/SF
66966-9739,C,JaVale,JaVale McGee,McGee,19.272727272727273,11,4400,PHO@HOU,PHO,HOU,,,,,,C
66966-84704,SG/SF,Kevin,Kevin Huerter,Huerter,15.691666920979818,12,4400,MIL@ATL,ATL,MIL,,,,,,SG/SF
66966-9648,PF/SF,Jeff,Jeff Green,Green,12.691666920979818,12,4400,POR@DEN,DEN,POR,,,,,,SF/PF
66966-12368,PF,Nemanja,Nemanja Bjelica,Bjelica,18.083333333333332,12,4300,GS@CHA,GS,CHA,,,,,,PF
66966-81529,PF/C,Daniel,Daniel Theis,Theis,18.63000030517578,10,4300,PHO@HOU,HOU,PHO,,,,,,PF/C
66966-157830,PF,Jeremiah,Jeremiah Robinson-Earl,Robinson-Earl,12.69999972256747,11,4300,BKN@OKC,OKC,BKN,,,,,,PF
66966-157834,PG,Bones,Bones Hyland,Hyland,16.400000678168404,9,4300,POR@DEN,DEN,POR,,,,,,PG
66966-84694,SG,Bruce,Bruce Brown,Brown,18.4499994913737,12,4300,BKN@OKC,BKN,OKC,,,,,,SG
66966-15628,SF/PF,Otto,Otto Porter,Porter,17.80909035422585,11,4300,GS@CHA,GS,CHA,,,,,,SF/PF
66966-80823,PF/C,Tony,Tony Bradley,Bradley,10.133332994249132,9,4300,CHI@LAC,CHI,LAC,,,,,,PF/C
66966-40396,PG,Monte,Monte Morris,Morris,20.166666666666668,12,4300,POR@DEN,DEN,POR,,,,,,PG
66966-9703,PG,George,George Hill,Hill,19.68461491511418,13,4300,MIL@ATL,MIL,ATL,GTD,Back,,,,PG
66966-16363,SG/SF,Joe,Joe Harris,Harris,19.161538931039665,13,4300,BKN@OKC,BKN,OKC,,,,,,SG/SF
66966-58576,C/PF,Kevon,Kevon Looney,Looney,17.733333587646484,12,4200,GS@CHA,GS,CHA,,,,,,PF/C
66966-84717,PG/SG,Anfernee,Anfernee Simons,Simons,18.23076923076923,13,4200,POR@DEN,POR,DEN,,,,,,PG/SG
66966-9556,SF/SG,Eric,Eric Gordon,Gordon,19.6,10,4200,PHO@HOU,HOU,PHO,,,,,,SG/SF
66966-145313,PF/SF,Jordan,Jordan Nwora,Nwora,16.04615431565505,13,4200,MIL@ATL,MIL,ATL,,,,,,SF/PF
66966-145347,C,James,James Wiseman,Wiseman,21.51794903094952,39,4200,GS@CHA,GS,CHA,O,Knee,,,,C
66966-111372,SF/PF,Thanasis,Thanasis Antetokounmpo,Antetokounmpo,12.858333587646484,12,4100,MIL@ATL,MIL,ATL,,,,,,SF/PF
66966-18376,SG/PG,Damion,Damion Lee,Lee,17.744444105360245,9,4100,GS@CHA,GS,CHA,GTD,Hip,,,,PG/SG
66966-20992,PF/SF,Larry,Larry Nance,Nance,15.90769254244291,13,4000,POR@DEN,POR,DEN,,,,,,SF/PF
66966-9939,SG/PG,Patty,Patty Mills,Mills,15.830769465519833,13,4000,BKN@OKC,BKN,OKC,,,,,,PG/SG
66966-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,20.418182373046875,11,4000,CHI@LAC,LAC,CHI,,,,,,PF
