,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68270-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,50.3,22.0,11200,MIL@MIA,MIL,MIA,,,,,,SF/PF
1,68270-55062,C,Nikola,Nikola Jokic,Jokic,54.1,18.0,11000,DEN@NO,DEN,NO,GTD,Forearm,,,,C
3,68270-9524,PG,Stephen,Stephen Curry,Curry,46.6,23.0,10700,POR@GS,GS,POR,,,,,,PG
4,68270-49111,C,Joel,Joel Embiid,Embiid,52.0,14.0,10400,PHI@CHA,PHI,CHA,,,,,,C
5,68270-9644,SG/PG,James,James Harden,Harden,56.0,24.0,10200,BKN@HOU,BKN,HOU,,,,,,PG/SG
6,68270-84669,PG/SG,Luka,Luka Doncic,Doncic,48.6,19.0,9900,DAL@MEM,DAL,MEM,GTD,Ankle,,,,PG/SG
7,68270-80808,SF/PF,Jayson,Jayson Tatum,Tatum,48.0,25.0,9700,BOS@LAC,BOS,LAC,,,,,,SF/PF
9,68270-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,44.7,23.0,9500,UTA@MIN,MIN,UTA,,,,,,C
10,68270-40783,SG/PG,Zach,Zach LaVine,LaVine,44.1,25.0,9100,CHI@CLE,CHI,CLE,,,,,,PG/SG
11,68270-14514,C,Nikola,Nikola Vucevic,Vucevic,41.8,18.0,9000,CHI@CLE,CHI,CLE,,,,,,C
13,68270-12341,SG/SF,Paul,Paul George,George,41.6,24.0,8900,BOS@LAC,LAC,BOS,,,,,,SG/SF
16,68270-40203,C,Rudy,Rudy Gobert,Gobert,39.0,23.0,8800,UTA@MIN,UTA,MIN,,,,,,C
17,68270-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,39.9,26.0,8800,NY@IND,IND,NY,,,,,,PF/C
18,68270-42669,PF/C,Julius,Julius Randle,Randle,40.0,24.0,8700,NY@IND,NY,IND,,,,,,PF/C
19,68270-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,37.5,20.0,8700,OKC@TOR,OKC,TOR,,,,,,PG/SG
20,68270-15595,SG,Bradley,Bradley Beal,Beal,38.3,22.0,8500,WAS@DET,WAS,DET,,,,,,SG
23,68270-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,37.9,16.0,8500,DAL@MEM,DAL,MEM,,,,,,PF/C
24,68270-80821,C/PF,Jarrett,Jarrett Allen,Allen,38.7,22.0,8500,CHI@CLE,CLE,CHI,,,,,,PF/C
25,68270-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,39.8,22.0,8400,UTA@MIN,UTA,MIN,,,,,,PG/SG
26,68270-84678,SF,Miles,Miles Bridges,Bridges,37.6,26.0,8400,PHI@CHA,CHA,PHI,,,,,,SF
29,68270-145321,SF/SG,Anthony,Anthony Edwards,Edwards,36.8,24.0,8300,UTA@MIN,MIN,UTA,,,,,,SG/SF
30,68270-42202,PF/C,Christian,Christian Wood,Wood,37.1,23.0,8200,BKN@HOU,HOU,BKN,,,,,,PF/C
31,68270-145327,PG/SG,Cole,Cole Anthony,Anthony,38.9,19.0,8200,ORL@SAC,ORL,SAC,,,,,,PG/SG
33,68270-60021,PF,Pascal,Pascal Siakam,Siakam,40.6,13.0,8000,OKC@TOR,TOR,OKC,,,,,,PF
34,68270-23831,PF,Jerami,Jerami Grant,Grant,35.7,22.0,7900,WAS@DET,DET,WAS,,,,,,PF
35,68270-24247,PG,Fred,Fred VanVleet,VanVleet,37.3,23.0,7900,OKC@TOR,TOR,OKC,,,,,,PG
36,68270-12366,SF/SG,Gordon,Gordon Hayward,Hayward,34.3,26.0,7800,PHI@CHA,CHA,PHI,,,,,,SG/SF
37,68270-9663,PG/SG,Jrue,Jrue Holiday,Holiday,32.8,19.0,7800,MIL@MIA,MIL,MIA,,,,,,PG/SG
39,68270-80810,PG,De'Aaron,De'Aaron Fox,Fox,39.0,24.0,7800,ORL@SAC,SAC,ORL,,,,,,PG
40,68270-157822,SF/PF,Scottie,Scottie Barnes,Barnes,31.7,22.0,7700,OKC@TOR,TOR,OKC,,,,,,SF/PF
41,68270-66048,SF,Brandon,Brandon Ingram,Ingram,38.7,19.0,7700,DEN@NO,NO,DEN,,,,,,SF
43,68270-110342,SG/PG,Darius,Darius Garland,Garland,35.3,23.0,7700,CHI@CLE,CLE,CHI,,,,,,PG/SG
44,68270-80806,PG,Lonzo,Lonzo Ball,Ball,38.0,25.0,7700,CHI@CLE,CHI,CLE,,,,,,PG
46,68270-14518,PF/SF,Tobias,Tobias Harris,Harris,35.4,15.0,7600,PHI@CHA,PHI,CHA,,,,,,SF/PF
48,68270-14503,C,Jonas,Jonas Valanciunas,Valanciunas,38.3,26.0,7500,DEN@NO,NO,DEN,,,,,,C
49,68270-16261,SF/SG,Khris,Khris Middleton,Middleton,33.6,17.0,7500,MIL@MIA,MIL,MIA,,,,,,SG/SF
50,68270-145576,SF/PF,Jae'Sean,Jae'Sean Tate,Tate,31.0,23.0,7400,BKN@HOU,HOU,BKN,,,,,,SF/PF
51,68270-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,37.6,21.0,7400,NY@IND,IND,NY,,,,,,PG/SG
52,68270-157845,C/PF,Evan,Evan Mobley,Mobley,35.0,21.0,7300,CHI@CLE,CLE,CHI,,,,,,PF/C
53,68270-84675,C,Mo,Mo Bamba,Bamba,35.3,24.0,7300,ORL@SAC,ORL,SAC,,,,,,C
54,68270-9453,PF/C,Al,Al Horford,Horford,32.6,21.0,7200,BOS@LAC,BOS,LAC,,,,,,PF/C
56,68270-157808,PG/SG,Cade,Cade Cunningham,Cunningham,32.9,18.0,7000,WAS@DET,DET,WAS,,,,,,PG/SG
57,68270-42156,PF/C,Bobby,Bobby Portis,Portis,31.0,20.0,7000,MIL@MIA,MIL,MIA,,,,,,PF/C
59,68270-15860,PF/C,Draymond,Draymond Green,Green,32.9,23.0,6900,POR@GS,GS,POR,,,,,,PF/C
