Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
68270-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.45454545454545,22,11200,MIL@MIA,MIL,MIA,,,,,,SF/PF
68270-55062,C,Nikola,Nikola Jokic,Jokic,54.44999864366319,18,11000,DEN@NO,DEN,NO,GTD,Forearm,,,,C
68270-9646,SF/PF,Kevin,Kevin Durant,Durant,46.756522800611414,23,10800,BKN@HOU,BKN,HOU,O,Rest,,,,SF/PF
68270-9524,PG,Stephen,Stephen Curry,Curry,47.904349949048914,23,10700,POR@GS,GS,POR,,,,,,PG
68270-49111,C,Joel,Joel Embiid,Embiid,48.649998256138396,14,10400,PHI@CHA,PHI,CHA,,,,,,C
68270-9644,SG/PG,James,James Harden,Harden,46.1875,24,10200,BKN@HOU,BKN,HOU,,,,,,PG/SG
68270-84669,PG/SG,Luka,Luka Doncic,Doncic,48.16842169510691,19,9900,DAL@MEM,DAL,MEM,GTD,Ankle,,,,PG/SG
68270-80808,SF/PF,Jayson,Jayson Tatum,Tatum,43.872001953125,25,9700,BOS@LAC,BOS,LAC,,,,,,SF/PF
68270-145485,PG,LaMelo,LaMelo Ball,Ball,45.416666666666664,24,9600,PHI@CHA,CHA,PHI,O,Covid-19,,,,PG
68270-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,43.369565217391305,23,9500,UTA@MIN,MIN,UTA,,,,,,C
68270-40783,SG/PG,Zach,Zach LaVine,LaVine,38.3560009765625,25,9100,CHI@CLE,CHI,CLE,,,,,,PG/SG
68270-14514,C,Nikola,Nikola Vucevic,Vucevic,38.083333333333336,18,9000,CHI@CLE,CHI,CLE,,,,,,C
68270-110344,PG,Ja,Ja Morant,Morant,43.352632221422695,19,9000,DAL@MEM,MEM,DAL,O,Knee,,,,PG
68270-12341,SG/SF,Paul,Paul George,George,44.333333333333336,24,8900,BOS@LAC,LAC,BOS,,,,,,SG/SF
68270-14498,PG/SG,Kyrie,Kyrie Irving,Irving,44.55156326293945,64,8900,BKN@HOU,BKN,HOU,O,Not injury related,,,,PG/SG
68270-14528,SF/SG,Jimmy,Jimmy Butler,Butler,42.98888821072049,18,8800,MIL@MIA,MIA,MIL,O,Back,,,,SG/SF
68270-40203,C,Rudy,Rudy Gobert,Gobert,41.6478271484375,23,8800,UTA@MIN,UTA,MIN,,,,,,C
68270-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,39.70769324669471,26,8800,NY@IND,IND,NY,,,,,,PF/C
68270-42669,PF/C,Julius,Julius Randle,Randle,40.75416564941406,24,8700,NY@IND,NY,IND,,,,,,PF/C
68270-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,37.379998779296876,20,8700,OKC@TOR,OKC,TOR,,,,,,PG/SG
68270-15595,SG,Bradley,Bradley Beal,Beal,37.04999889026988,22,8500,WAS@DET,WAS,DET,,,,,,SG
68270-20848,PG,Damian,Damian Lillard,Lillard,38.439999389648435,20,8500,POR@GS,POR,GS,O,Abdomen,,,,PG
68270-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,40.68333435058594,24,8500,CHI@CLE,CHI,CLE,O,Covid-19,,,,SG/SF
68270-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,38.650001525878906,16,8500,DAL@MEM,DAL,MEM,,,,,,PF/C
68270-80821,C/PF,Jarrett,Jarrett Allen,Allen,37.85909201882102,22,8500,CHI@CLE,CLE,CHI,,,,,,PF/C
68270-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,39.56818181818182,22,8400,UTA@MIN,UTA,MIN,,,,,,PG/SG
68270-84678,SF,Miles,Miles Bridges,Bridges,38.51153799203726,26,8400,PHI@CHA,CHA,PHI,,,,,,SF
68270-110310,PF,Zion,Zion Williamson,Williamson,42.69999842489919,62,8400,DEN@NO,NO,DEN,O,Foot,,,,PF
