,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67011-55062,C,Nikola,Nikola Jokic,Jokic,54.9,12.0,11500,DEN@DAL,DEN,DAL,,,,,,C
1,67011-15755,PF/C,Anthony,Anthony Davis,Davis,51.0,14.0,10700,CHI@LAL,LAL,CHI,GTD,Thumb,,,,PF/C
2,67011-84669,PG/SG,Luka,Luka Doncic,Doncic,47.7,12.0,10600,DEN@DAL,DAL,DEN,,,,,,PG/SG
3,67011-110344,PG,Ja,Ja Morant,Morant,43.0,13.0,10000,HOU@MEM,MEM,HOU,,,,,,PG
5,67011-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,44.0,12.0,9800,PHO@MIN,MIN,PHO,,,,,,C
6,67011-14528,SF/SG,Jimmy,Jimmy Butler,Butler,40.7,11.0,9700,MIA@OKC,MIA,OKC,GTD,Ankle,,,,SG/SF
7,67011-9642,PG/SG,Russell,Russell Westbrook,Westbrook,44.0,14.0,9700,CHI@LAL,LAL,CHI,,,,,,PG/SG
8,67011-84671,PG,Trae,Trae Young,Young,42.2,14.0,9600,ORL@ATL,ATL,ORL,,,,,,PG
9,67011-80808,SF/PF,Jayson,Jayson Tatum,Tatum,43.5,13.0,9500,BOS@CLE,BOS,CLE,,,,,,SF/PF
10,67011-42669,PF/C,Julius,Julius Randle,Randle,42.8,13.0,9200,IND@NY,NY,IND,,,,,,PF/C
11,67011-9623,PG,Chris,Chris Paul,Paul,38.3,12.0,8900,PHO@MIN,PHO,MIN,,,,,,PG
12,67011-14503,C,Jonas,Jonas Valanciunas,Valanciunas,41.9,14.0,8800,NO@WAS,NO,WAS,,,,,,C
14,67011-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,38.9,14.0,8700,IND@NY,IND,NY,,,,,,PF/C
15,67011-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,37.3,9.0,8600,IND@NY,IND,NY,,,,,,PG/SG
16,67011-24247,SG/PG,Fred,Fred VanVleet,VanVleet,37.9,13.0,8500,TOR@POR,TOR,POR,GTD,Groin,,,,PG/SG
17,67011-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,38.1,13.0,8500,CHI@LAL,CHI,LAL,,,,,,SG/SF
18,67011-145321,SF/SG,Anthony,Anthony Edwards,Edwards,38.1,12.0,8400,PHO@MIN,MIN,PHO,,,,,,SG/SF
19,67011-80817,C/PF,Bam,Bam Adebayo,Adebayo,42.2,12.0,8400,MIA@OKC,MIA,OKC,GTD,Knee,,,,PF/C
22,67011-60021,PF,Pascal,Pascal Siakam,Siakam,32.8,3.0,8200,TOR@POR,TOR,POR,,,,,,PF
23,67011-40783,SG/PG,Zach,Zach LaVine,LaVine,39.9,13.0,8200,CHI@LAL,CHI,LAL,,,,,,PG/SG
24,67011-20848,PG,Damian,Damian Lillard,Lillard,36.4,13.0,8200,TOR@POR,POR,TOR,GTD,Abdomen,,,,PG
25,67011-66048,SF,Brandon,Brandon Ingram,Ingram,35.6,7.0,8100,NO@WAS,NO,WAS,,,,,,SF
26,67011-58460,SG,Devin,Devin Booker,Booker,36.8,12.0,8100,PHO@MIN,PHO,MIN,,,,,,SG
27,67011-23776,C/PF,Montrezl,Montrezl Harrell,Harrell,29.5,12.0,8000,NO@WAS,WAS,NO,,,,,,PF/C
28,67011-80821,C/PF,Jarrett,Jarrett Allen,Allen,36.0,14.0,8000,BOS@CLE,CLE,BOS,,,,,,PF/C
29,67011-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,35.2,12.0,7900,MIA@OKC,OKC,MIA,,,,,,PG/SG
30,67011-84673,C,Deandre,Deandre Ayton,Ayton,29.8,6.0,7800,PHO@MIN,PHO,MIN,GTD,Lower leg,,,,C
31,67011-23831,PF,Jerami,Jerami Grant,Grant,34.4,11.0,7800,SAC@DET,DET,SAC,,,,,,PF
33,67011-58253,C/PF,Myles,Myles Turner,Turner,34.9,14.0,7700,IND@NY,IND,NY,,,,,,PF/C
35,67011-42202,PF/C,Christian,Christian Wood,Wood,39.2,13.0,7600,HOU@MEM,HOU,MEM,,,,,,PF/C
