,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67474-55062,C,Nikola,Nikola Jokic,Jokic,55.0,14.0,11300,DEN@POR,DEN,POR,GTD,Wrist,,,,C
1,67474-84669,PG/SG,Luka,Luka Doncic,Doncic,49.5,13.0,10700,DAL@LAC,DAL,LAC,GTD,Ankle,,,,PG/SG
2,67474-15755,PF/C,Anthony,Anthony Davis,Davis,46.9,18.0,10500,LAL@NY,LAL,NY,GTD,Illness,,,,PF/C
3,67474-14528,SF/SG,Jimmy,Jimmy Butler,Butler,44.9,14.0,10100,MIA@DET,MIA,DET,,,,,,SG/SF
5,67474-9642,PG,Russell,Russell Westbrook,Westbrook,44.1,18.0,9900,LAL@NY,LAL,NY,,,,,,PG
6,67474-12341,SG/SF,Paul,Paul George,George,43.3,17.0,9200,DAL@LAC,LAC,DAL,,,,,,SG/SF
7,67474-20848,PG,Damian,Damian Lillard,Lillard,41.2,16.0,8800,DEN@POR,POR,DEN,,,,,,PG
8,67474-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,38.2,11.0,8800,DAL@LAC,DAL,LAC,,,,,,PF/C
9,67474-42669,PF/C,Julius,Julius Randle,Randle,41.6,17.0,8400,LAL@NY,NY,LAL,,,,,,PF/C
10,67474-80817,C/PF,Bam,Bam Adebayo,Adebayo,39.5,14.0,8000,MIA@DET,MIA,DET,GTD,Illness,,,,PF/C
11,67474-23831,PF,Jerami,Jerami Grant,Grant,35.2,15.0,7800,MIA@DET,DET,MIA,,,,,,PF
13,67474-110312,SG/SF,Tyler,Tyler Herro,Herro,25.7,16.0,7600,MIA@DET,MIA,DET,,,,,,SG/SF
14,67474-157808,PG/SG,Cade,Cade Cunningham,Cunningham,34.5,11.0,7500,MIA@DET,DET,MIA,,,,,,PG/SG
15,67474-84690,PG/SG,Jalen,Jalen Brunson,Brunson,27.2,16.0,7200,DAL@LAC,DAL,LAC,,,,,,PG/SG
16,67474-55057,C,Jusuf,Jusuf Nurkic,Nurkic,30.8,17.0,6800,DEN@POR,POR,DEN,,,,,,C
17,67474-9535,PG,Kyle,Kyle Lowry,Lowry,31.1,15.0,6800,MIA@DET,MIA,DET,,,,,,PG
18,67474-17333,SG/SF,Will,Will Barton,Barton,28.5,15.0,6500,DEN@POR,DEN,POR,,,,,,SG/SF
19,67474-41594,PF,Aaron,Aaron Gordon,Gordon,29.2,17.0,6200,DEN@POR,DEN,POR,,,,,,PF
20,67474-110337,SG/SF,Talen,Talen Horton-Tucker,Horton-Tucker,29.9,5.0,6000,LAL@NY,LAL,NY,,,,,,SG/SF
21,67474-14523,PG,Reggie,Reggie Jackson,Jackson,30.1,17.0,6000,DAL@LAC,LAC,DAL,,,,,,PG
23,67474-110357,SF/SG,RJ,RJ Barrett,Barrett,26.5,17.0,5700,LAL@NY,NY,LAL,,,,,,SG/SF
24,67474-16293,SF/SG,Norman,Norman Powell,Powell,24.9,15.0,5700,DEN@POR,POR,DEN,,,,,,SG/SF
25,67474-145328,SF,Saddiq,Saddiq Bey,Bey,27.4,16.0,5700,MIA@DET,DET,MIA,,,,,,SF
28,67474-85137,SG,Duncan,Duncan Robinson,Robinson,19.1,17.0,5500,MIA@DET,MIA,DET,GTD,Knee,,,,SG
29,67474-70827,C,Ivica,Ivica Zubac,Zubac,25.3,17.0,5500,DAL@LAC,LAC,DAL,,,,,,C
30,67474-84699,SG/SF,Hamidou,Hamidou Diallo,Diallo,22.4,10.0,5500,MIA@DET,DET,MIA,,,,,,SG/SF
31,67474-9508,SF/PF,Carmelo,Carmelo Anthony,Anthony,28.0,18.0,5400,LAL@NY,LAL,NY,,,,,,SF/PF
32,67474-9475,PG/SG,Derrick,Derrick Rose,Rose,21.7,17.0,5300,LAL@NY,NY,LAL,GTD,Ankle,,,,PG/SG
33,67474-12355,SG/PG,Eric,Eric Bledsoe,Bledsoe,22.3,17.0,5300,DAL@LAC,LAC,DAL,,,,,,PG/SG
36,67474-40396,PG,Monte,Monte Morris,Morris,22.5,17.0,5100,DEN@POR,DEN,POR,,,,,,PG
37,67474-20491,PF/SF,Robert,Robert Covington,Covington,20.1,17.0,5000,DEN@POR,POR,DEN,,,,,,SF/PF
38,67474-23407,PF/C,P.J.,P.J. Tucker,Tucker,17.0,17.0,5000,MIA@DET,MIA,DET,GTD,Illness,,,,PF/C
40,67474-14507,PG,Kemba,Kemba Walker,Walker,23.1,16.0,5000,LAL@NY,NY,LAL,,,,,,PG
41,67474-23825,C,Nerlens,Nerlens Noel,Noel,26.8,6.0,4800,LAL@NY,NY,LAL,,,,,,C
42,67474-14512,PF/SF,Marcus,Marcus Morris,Morris,19.4,2.0,4800,DAL@LAC,LAC,DAL,GTD,Knee,,,,SF/PF
44,67474-16376,SF/SG,Dorian,Dorian Finney-Smith,Finney-Smith,20.2,16.0,4800,DAL@LAC,DAL,LAC,,,,,,SG/SF
47,67474-66046,SG/SF,Luke,Luke Kennard,Kennard,20.9,17.0,4600,DAL@LAC,LAC,DAL,,,,,,SG/SF
48,67474-23096,SF/SG,Evan,Evan Fournier,Fournier,20.0,17.0,4500,LAL@NY,NY,LAL,,,,,,SG/SF
50,67474-14510,SG/SF,Alec,Alec Burks,Burks,22.5,17.0,4500,LAL@NY,NY,LAL,,,,,,SG/SF
51,67474-110315,SG/SF,Terance,Terance Mann,Mann,22.4,16.0,4500,DAL@LAC,LAC,DAL,,,,,,SG/SF
54,67474-9648,PF/SF,Jeff,Jeff Green,Green,20.6,17.0,4400,DEN@POR,DEN,POR,,,,,,SF/PF
