Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
65904-39280,RB,Derrick,Derrick Henry,Henry,25.3571428571429,7,10500,TEN@IND,TEN,IND,,,,,,RB/FLEX
65904-55050,RB,Christian,Christian McCaffrey,McCaffrey,16.8000005086263,3,10000,CAR@ATL,CAR,ATL,IR,Hamstring,,,,RB/FLEX
65904-79970,WR,Cooper,Cooper Kupp,Kupp,23.1999991280692,7,9200,LAR@HOU,LAR,HOU,,,,,,WR/FLEX
65904-90575,RB,Najee,Najee Harris,Harris,17.3666661580404,6,9000,PIT@CLE,PIT,CLE,,,,,,RB/FLEX
65904-62239,QB,Josh,Josh Allen,Allen,26.5533345540365,6,8800,MIA@BUF,BUF,MIA,,,,,,QB
65904-80001,RB,Austin,Austin Ekeler,Ekeler,19.216667175293,6,8700,NE@LAC,LAC,NE,Q,Hip,,,,RB/FLEX
65904-89675,RB,Jonathan,Jonathan Taylor,Taylor,17.4571424211775,7,8500,TEN@IND,IND,TEN,,,,,,RB/FLEX
65904-42104,RB,Alvin,Alvin Kamara,Kamara,18.0833333333333,6,8400,TB@NO,NO,TB,,,,,,RB/FLEX
65904-69531,QB,Jalen,Jalen Hurts,Hurts,24.9628579275949,7,8400,PHI@DET,PHI,DET,,,,,,QB
65904-6498,QB,Tom,Tom Brady,Brady,25.6714281354632,7,8300,TB@NO,TB,NO,,,,,,QB
65904-6654,QB,Matthew,Matthew Stafford,Stafford,23.3257141113281,7,8200,LAR@HOU,LAR,HOU,,,,,,QB
65904-130288,RB,James,James Robinson,Robinson,16.0166664123535,6,8200,JAC@SEA,JAC,SEA,,,,,,RB/FLEX
65904-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,18.3857138497489,7,8200,CIN@NYJ,CIN,NYJ,,,,,,WR/FLEX
65904-53562,RB,Nick,Nick Chubb,Chubb,16.0600006103516,5,8000,PIT@CLE,CLE,PIT,,,,,,RB/FLEX
65904-91598,RB,D'Andre,D'Andre Swift,Swift,16.6142861502511,7,7900,PHI@DET,DET,PHI,Q,Groin,,,,RB/FLEX
65904-69189,QB,Justin,Justin Herbert,Herbert,23.0066655476888,6,7900,NE@LAC,LAC,NE,,,,,,QB
65904-56018,WR,Deebo,Deebo Samuel,Samuel,18.6666666666667,6,7800,SF@CHI,SF,CHI,,,,,,WR/FLEX
65904-63336,QB,Joe,Joe Burrow,Burrow,20.6628570556641,7,7800,CIN@NYJ,CIN,NYJ,,,,,,QB
65904-70157,RB,Darrell,Darrell Henderson Jr.,Henderson Jr.,15.5,6,7700,LAR@HOU,LAR,HOU,,,,,,RB/FLEX
65904-63043,WR,DJ,DJ Moore,Moore,14.2428567068917,7,7700,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
65904-39829,WR,Mike,Mike Williams,Williams,17.3833338419596,6,7600,NE@LAC,LAC,NE,,,,,,WR/FLEX
65904-72846,WR,A.J.,A.J. Brown,Brown,10.0333334604899,6,7600,TEN@IND,TEN,IND,,,,,,WR/FLEX
65904-52442,RB,Joe,Joe Mixon,Mixon,14.2000002179827,7,7600,CIN@NYJ,CIN,NYJ,,,,,,RB/FLEX
65904-66008,WR,Diontae,Diontae Johnson,Johnson,15.0199996948242,5,7500,PIT@CLE,PIT,CLE,,,,,,WR/FLEX
65904-21948,QB,Ryan,Ryan Tannehill,Tannehill,17.197142464774,7,7500,TEN@IND,TEN,IND,,,,,,QB
65904-32384,WR,Mike,Mike Evans,Evans,15.7285712105887,7,7500,TB@NO,TB,NO,,,,,,WR/FLEX
65904-24849,QB,Jameis,Jameis Winston,Winston,18.3600006103516,6,7400,TB@NO,NO,TB,,,,,,QB
65904-56250,WR,Terry,Terry McLaurin,McLaurin,14.1428571428571,7,7400,WAS@DEN,WAS,DEN,,,,,,WR/FLEX
65904-73048,WR,DK,DK Metcalf,Metcalf,15.1714281354632,7,7400,JAC@SEA,SEA,JAC,,,,,,WR/FLEX
65904-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,17.0666669209798,6,7300,CAR@ATL,ATL,CAR,,,,,,RB/FLEX
65904-63589,QB,Sam,Sam Darnold,Darnold,18.0571430751256,7,7300,CAR@ATL,CAR,ATL,,,,,,QB
65904-25079,WR,Stefon,Stefon Diggs,Diggs,12.8000005086263,6,7300,MIA@BUF,BUF,MIA,,,,,,WR/FLEX
65904-11612,WR,Antonio,Antonio Brown,Brown,16.1800003051758,5,7300,TB@NO,TB,NO,O,Ankle,,,,WR/FLEX
65904-55635,WR,Chris,Chris Godwin,Godwin,13.5999995640346,7,7200,TB@NO,TB,NO,,,,,,WR/FLEX
65904-6616,QB,Matt,Matt Ryan,Ryan,18.5533332824707,6,7200,CAR@ATL,ATL,CAR,,,,,,QB
65904-70324,QB,Carson,Carson Wentz,Wentz,17.5,7,7200,TEN@IND,IND,TEN,,,,,,QB
65904-52922,RB,Leonard,Leonard Fournette,Fournette,14.4285714285714,7,7200,TB@NO,TB,NO,,,,,,RB/FLEX
65904-57403,WR,Courtland,Courtland Sutton,Sutton,12.1285716465541,7,7100,WAS@DEN,DEN,WAS,,,,,,WR/FLEX
65904-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,17.1499996185303,4,7100,MIA@BUF,MIA,BUF,,,,,,QB
65904-53331,QB,Taylor,Taylor Heinicke,Heinicke,17.9742856706892,7,7000,WAS@DEN,WAS,DEN,,,,,,QB
65904-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,16.5628574916295,7,7000,WAS@DEN,DEN,WAS,,,,,,QB
65904-64555,WR,Calvin,Calvin Ridley,Ridley,11.1199996948242,5,7000,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
65904-22015,QB,Russell,Russell Wilson,Wilson,19.9279998779297,5,7000,JAC@SEA,SEA,JAC,IR,Finger,,,,QB
65904-26483,QB,Geno,Geno Smith,Smith,10.8933334350586,3,7000,JAC@SEA,SEA,JAC,,,,,,QB
65904-40843,RB,Alex,Alex Collins,Collins,7.91666666666667,6,7000,JAC@SEA,SEA,JAC,Q,Groin,,,,RB/FLEX
65904-149696,QB,Trey,Trey Lance,Lance,11.6149997711182,4,6900,SF@CHI,SF,CHI,,,,,,QB
65904-90584,QB,Mac,Mac Jones,Jones,15.0942862374442,7,6900,NE@LAC,NE,LAC,,,,,,QB
65904-29253,WR,Keenan,Keenan Allen,Allen,11.2333335876465,6,6900,NE@LAC,LAC,NE,,,,,,WR/FLEX
65904-64576,RB,Damien,Damien Harris,Harris,11.528570992606,7,6900,NE@LAC,NE,LAC,,,,,,RB/FLEX
65904-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,13.3679992675781,5,6900,SF@CHI,SF,CHI,,,,,,QB
