,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,65965-55062,C,Nikola,Nikola Jokic,Jokic,60.375,3.0,11100,DEN@UTA,DEN,UTA,,,,,,C
1,65965-84669,PG/SG,Luka,Luka Doncic,Doncic,51.471000000000004,2.0,10900,HOU@DAL,DAL,HOU,,,,,,PG/SG
2,65965-15755,PF/C,Anthony,Anthony Davis,Davis,51.26625000000001,3.0,10500,LAL@SA,LAL,SA,,,,,,PF/C
3,65965-9524,PG,Stephen,Stephen Curry,Curry,52.038000000000004,3.0,10400,GS@OKC,GS,OKC,,,,,,PG
4,65965-9488,SF/PF,LeBron,LeBron James,James,48.39975,3.0,10300,LAL@SA,LAL,SA,GTD,Ankle,,,,SF/PF
5,65965-49111,C,Joel,Joel Embiid,Embiid,53.14050000000001,3.0,10000,PHI@NY,PHI,NY,GTD,Knee,,,,C
6,65965-42669,PF/C,Julius,Julius Randle,Randle,45.255,3.0,9700,PHI@NY,NY,PHI,,,,,,PF/C
7,65965-9642,PG/SG,Russell,Russell Westbrook,Westbrook,44.982,3.0,9100,LAL@SA,LAL,SA,,,,,,PG/SG
8,65965-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,41.055,2.0,8600,DEN@UTA,UTA,DEN,,,,,,PG/SG
9,65965-42202,PF/C,Christian,Christian Wood,Wood,38.9025,3.0,8400,HOU@DAL,HOU,DAL,,,,,,PF/C
10,65965-40203,C,Rudy,Rudy Gobert,Gobert,39.58500000000001,2.0,8300,DEN@UTA,UTA,DEN,,,,,,C
11,65965-66115,PG,Ben,Ben Simmons,Simmons,0.0,70.0,7800,PHI@NY,PHI,NY,O,Personal,,,,PG
12,65965-67708,PG/SG,Dejounte,Dejounte Murray,Murray,37.506,3.0,7800,LAL@SA,SA,LAL,,,,,,PG/SG
13,65965-14518,PF/SF,Tobias,Tobias Harris,Harris,40.24125000000001,3.0,7400,PHI@NY,PHI,NY,,,,,,SF/PF
14,65965-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,36.20925,3.0,7100,GS@OKC,OKC,GS,,,,,,PG/SG
