,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67957-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.1,21.0,11000,MIL@TOR,MIL,TOR,,,,,,SF/PF
1,67957-67708,PG/SG,Dejounte,Dejounte Murray,Murray,42.9,19.0,9800,SA@POR,SA,POR,,,,,,PG/SG
3,67957-14514,C,Nikola,Nikola Vucevic,Vucevic,36.5,15.0,8800,CHI@NY,CHI,NY,,,,,,C
5,67957-42669,PF/C,Julius,Julius Randle,Randle,38.8,21.0,8500,CHI@NY,NY,CHI,,,,,,PF/C
6,67957-9623,PG,Chris,Chris Paul,Paul,41.3,21.0,8400,DET@PHO,PHO,DET,,,,,,PG
7,67957-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,38.8,22.0,8400,CHI@NY,CHI,NY,,,,,,SG/SF
8,67957-60021,PF,Pascal,Pascal Siakam,Siakam,38.4,11.0,8000,MIL@TOR,TOR,MIL,,,,,,PF
10,67957-24247,PG,Fred,Fred VanVleet,VanVleet,37.7,21.0,8000,MIL@TOR,TOR,MIL,,,,,,PG
11,67957-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,40.6,19.0,7900,OKC@MEM,OKC,MEM,,,,,,PG/SG
12,67957-40783,SG/PG,Zach,Zach LaVine,LaVine,35.9,22.0,7800,CHI@NY,CHI,NY,,,,,,PG/SG
13,67957-84673,C,Deandre,Deandre Ayton,Ayton,38.9,15.0,7800,DET@PHO,PHO,DET,,,,,,C
16,67957-23831,PF,Jerami,Jerami Grant,Grant,33.9,20.0,7500,DET@PHO,DET,PHO,,,,,,PF
17,67957-9663,PG/SG,Jrue,Jrue Holiday,Holiday,33.4,16.0,7500,MIL@TOR,MIL,TOR,,,,,,PG/SG
18,67957-157822,SF/PF,Scottie,Scottie Barnes,Barnes,32.5,20.0,7300,MIL@TOR,TOR,MIL,,,,,,SF/PF
19,67957-49675,PG,Derrick,Derrick White,White,28.9,19.0,7200,SA@POR,SA,POR,,,,,,PG
20,67957-16261,SF/SG,Khris,Khris Middleton,Middleton,32.2,14.0,7100,MIL@TOR,MIL,TOR,,,,,,SG/SF
21,67957-14510,SG/SF,Alec,Alec Burks,Burks,28.7,21.0,7000,CHI@NY,NY,CHI,,,,,,SG/SF
22,67957-157808,PG/SG,Cade,Cade Cunningham,Cunningham,34.0,16.0,6900,DET@PHO,DET,PHO,,,,,,PG/SG
23,67957-84683,PF/C,Jaren,Jaren Jackson,Jackson,34.4,21.0,6900,OKC@MEM,MEM,OKC,,,,,,PF/C
24,67957-55057,C,Jusuf,Jusuf Nurkic,Nurkic,37.6,22.0,6700,SA@POR,POR,SA,,,,,,C
25,67957-80806,PG,Lonzo,Lonzo Ball,Ball,30.1,22.0,6700,CHI@NY,CHI,NY,,,,,,PG
27,67957-42156,PF/C,Bobby,Bobby Portis,Portis,30.8,17.0,6100,MIL@TOR,MIL,TOR,,,,,,PF/C
28,67957-58378,C,Jakob,Jakob Poeltl,Poeltl,33.2,12.0,6000,SA@POR,SA,POR,,,,,,C
29,67957-84670,SF/PF,Mikal,Mikal Bridges,Bridges,30.1,21.0,5900,DET@PHO,PHO,DET,,,,,,SF/PF
30,67957-84695,SG/SF,Gary,Gary Trent,Trent,27.1,20.0,5900,MIL@TOR,TOR,MIL,GTD,Calf,,,,SG/SF
31,67957-60233,SG/SF,Dillon,Dillon Brooks,Brooks,32.0,8.0,5800,OKC@MEM,MEM,OKC,,,,,,SG/SF
34,67957-23981,PG/SG,Alex,Alex Caruso,Caruso,23.7,21.0,5700,CHI@NY,CHI,NY,,,,,,PG/SG
36,67957-111273,SF/SG,Luguentz,Luguentz Dort,Dort,28.9,20.0,5600,OKC@MEM,OKC,MEM,,,,,,SG/SF
37,67957-145324,SG,Devin,Devin Vassell,Vassell,24.4,17.0,5600,SA@POR,SA,POR,GTD,Quadriceps,,,,SG
38,67957-9475,PG/SG,Derrick,Derrick Rose,Rose,25.8,18.0,5500,CHI@NY,NY,CHI,,,,,,PG/SG
39,67957-110347,PF/SF,Keldon,Keldon Johnson,Johnson,27.7,19.0,5500,SA@POR,SA,POR,,,,,,SF/PF
40,67957-23169,C,Steven,Steven Adams,Adams,20.5,21.0,5500,OKC@MEM,MEM,OKC,,,,,,C
41,67957-84703,SG/PG,De'Anthony,De'Anthony Melton,Melton,26.0,18.0,5500,OKC@MEM,MEM,OKC,,,,,,PG/SG
42,67957-145334,SG,Desmond,Desmond Bane,Bane,27.1,21.0,5400,OKC@MEM,MEM,OKC,,,,,,SG
43,67957-110357,SF/SG,RJ,RJ Barrett,Barrett,25.4,21.0,5300,CHI@NY,NY,CHI,GTD,Illness,,,,SG/SF
44,67957-20491,PF/SF,Robert,Robert Covington,Covington,22.1,22.0,5200,SA@POR,POR,SA,,,,,,SF/PF
45,67957-15993,SG/SF,Pat,Pat Connaughton,Connaughton,19.6,22.0,5200,MIL@TOR,MIL,TOR,,,,,,SG/SF
46,67957-16293,SF/SG,Norman,Norman Powell,Powell,28.1,18.0,5200,SA@POR,POR,SA,GTD,Quadriceps,,,,SG/SF
48,67957-84717,PG/SG,Anfernee,Anfernee Simons,Simons,29.8,21.0,5200,SA@POR,POR,SA,,,,,,PG/SG
49,67957-145328,SF,Saddiq,Saddiq Bey,Bey,26.4,21.0,5100,DET@PHO,DET,PHO,,,,,,SF
50,67957-84709,C,Mitchell,Mitchell Robinson,Robinson,21.2,18.0,5100,CHI@NY,NY,CHI,,,,,,C
51,67957-23096,SF/SG,Evan,Evan Fournier,Fournier,22.4,21.0,5000,CHI@NY,NY,CHI,,,,,,SG/SF
52,67957-145307,PF,Isaiah,Isaiah Stewart,Stewart,27.3,19.0,5000,DET@PHO,DET,PHO,,,,,,PF
54,67957-110346,PF/C,Isaiah,Isaiah Roby,Roby,16.4,11.0,4900,OKC@MEM,OKC,MEM,,,,,,PF/C
55,67957-23825,C,Nerlens,Nerlens Noel,Noel,18.8,9.0,4900,CHI@NY,NY,CHI,,,,,,C
57,67957-15800,PF/SF,Jae,Jae Crowder,Crowder,23.6,21.0,4800,DET@PHO,PHO,DET,,,,,,SF/PF
59,67957-9739,C,JaVale,JaVale McGee,McGee,21.2,21.0,4700,DET@PHO,PHO,DET,,,,,,C
60,67957-18256,PF/SF,Doug,Doug McDermott,McDermott,21.3,12.0,4700,SA@POR,SA,POR,GTD,Knee,,,,SF/PF
61,67957-145489,PG,Killian,Killian Hayes,Hayes,20.1,16.0,4700,DET@PHO,DET,PHO,,,,,,PG
62,67957-157830,PF,Jeremiah,Jeremiah Robinson-Earl,Robinson-Earl,20.7,21.0,4700,OKC@MEM,OKC,MEM,,,,,,PF
63,67957-23716,SF/PF,Kyle,Kyle Anderson,Anderson,23.6,21.0,4700,OKC@MEM,MEM,OKC,GTD,Back,,,,SF/PF
64,67957-48567,PG/SG,Cameron,Cameron Payne,Payne,25.7,16.0,4700,DET@PHO,PHO,DET,,,,,,PG/SG
65,67957-110353,PF,Brandon,Brandon Clarke,Clarke,18.3,18.0,4600,OKC@MEM,MEM,OKC,,,,,,PF
66,67957-157831,PG,Tre,Tre Mann,Mann,27.4,13.0,4600,OKC@MEM,OKC,MEM,,,,,,PG
67,67957-145314,PF/C,Precious,Precious Achiuwa,Achiuwa,25.7,19.0,4600,MIL@TOR,TOR,MIL,,,,,,PF/C
68,67957-14529,PG,Cory,Cory Joseph,Joseph,20.8,21.0,4600,DET@PHO,DET,PHO,,,,,,PG
70,67957-58081,PG,Tyus,Tyus Jones,Jones,28.3,21.0,4600,OKC@MEM,MEM,OKC,,,,,,PG
71,67957-110637,PF/SF,Darius,Darius Bazley,Bazley,24.6,21.0,4500,OKC@MEM,OKC,MEM,,,,,,SF/PF
72,67957-84711,SG,Grayson,Grayson Allen,Allen,21.0,22.0,4500,MIL@TOR,MIL,TOR,,,,,,SG
77,67957-84702,SG/SF,Lonnie,Lonnie Walker,Walker,16.4,19.0,4300,SA@POR,SA,POR,,,,,,SG/SF
81,67957-80824,PG,Frank,Frank Jackson,Jackson,17.1,21.0,4200,DET@PHO,DET,PHO,,,,,,PG
84,67957-84699,SG/SF,Hamidou,Hamidou Diallo,Diallo,16.1,15.0,4200,DET@PHO,DET,PHO,,,,,,SG/SF
87,67957-145348,SG/PG,Immanuel,Immanuel Quickley,Quickley,24.7,21.0,4100,CHI@NY,NY,CHI,,,,,,PG/SG
90,67957-85238,SG,Yuta,Yuta Watanabe,Watanabe,17.0,3.0,4000,MIL@TOR,TOR,MIL,,,,,,SG
93,67957-110316,SF,Cameron,Cameron Johnson,Johnson,23.4,21.0,3900,DET@PHO,PHO,DET,,,,,,SF
95,67957-112709,SG/SF,Javonte,Javonte Green,Green,17.4,22.0,3800,CHI@NY,CHI,NY,,,,,,SG/SF
96,67957-58461,PF,Trey,Trey Lyles,Lyles,15.7,21.0,3800,DET@PHO,DET,PHO,,,,,,PF
98,67957-84724,SG,Landry,Landry Shamet,Shamet,19.0,20.0,3800,DET@PHO,PHO,DET,,,,,,SG
151,67957-80814,PG,Dennis,Dennis Smith,Smith,18.7,11.0,3500,SA@POR,POR,SA,,,,,,PG
