,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68451-55062,C,Nikola,Nikola Jokic,Jokic,54.6,20.0,11200,DEN@SA,DEN,SA,,,,,,C
1,68451-49111,C,Joel,Joel Embiid,Embiid,47.3,16.0,10600,GS@PHI,PHI,GS,,,,,,C
2,68451-9524,PG,Stephen,Stephen Curry,Curry,44.2,24.0,10500,GS@PHI,GS,PHI,,,,,,PG
3,68451-67708,PG/SG,Dejounte,Dejounte Murray,Murray,42.2,24.0,9700,DEN@SA,SA,DEN,,,,,,PG/SG
4,68451-40783,SG/PG,Zach,Zach LaVine,LaVine,42.8,26.0,9200,CHI@MIA,CHI,MIA,,,,,,PG/SG
5,68451-40203,C,Rudy,Rudy Gobert,Gobert,39.7,25.0,9100,UTA@WAS,UTA,WAS,,,,,,C
7,68451-14514,C,Nikola,Nikola Vucevic,Vucevic,39.3,19.0,8900,CHI@MIA,CHI,MIA,,,,,,C
9,68451-80821,C/PF,Jarrett,Jarrett Allen,Allen,40.3,24.0,8500,SAC@CLE,CLE,SAC,,,,,,PF/C
11,68451-15595,SG,Bradley,Bradley Beal,Beal,39.3,23.0,8400,UTA@WAS,WAS,UTA,,,,,,SG
12,68451-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,38.6,24.0,8300,UTA@WAS,UTA,WAS,,,,,,PG/SG
13,68451-42202,PF/C,Christian,Christian Wood,Wood,37.6,25.0,8300,HOU@MEM,HOU,MEM,,,,,,PF/C
14,68451-49675,PG,Derrick,Derrick White,White,30.0,24.0,8000,DEN@SA,SA,DEN,,,,,,PG
15,68451-80810,PG,De'Aaron,De'Aaron Fox,Fox,38.2,26.0,7900,SAC@CLE,SAC,CLE,,,,,,PG
16,68451-80806,PG,Lonzo,Lonzo Ball,Ball,35.5,26.0,7800,CHI@MIA,CHI,MIA,,,,,,PG
19,68451-110342,SG/PG,Darius,Darius Garland,Garland,37.4,25.0,7600,SAC@CLE,CLE,SAC,,,,,,PG/SG
20,68451-157845,C/PF,Evan,Evan Mobley,Mobley,35.3,23.0,7500,SAC@CLE,CLE,SAC,,,,,,PF/C
21,68451-14518,PF/SF,Tobias,Tobias Harris,Harris,33.5,17.0,7500,GS@PHI,PHI,GS,,,,,,SF/PF
22,68451-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,27.5,24.0,7300,SAC@CLE,SAC,CLE,,,,,,PG/SG
23,68451-15860,PF/C,Draymond,Draymond Green,Green,31.7,24.0,7000,GS@PHI,GS,PHI,,,,,,PF/C
25,68451-58378,C,Jakob,Jakob Poeltl,Poeltl,33.7,17.0,6700,DEN@SA,SA,DEN,,,,,,C
26,68451-145576,SF/PF,Jae'Sean,Jae'Sean Tate,Tate,31.6,25.0,6700,HOU@MEM,HOU,MEM,,,,,,SF/PF
27,68451-9535,PG,Kyle,Kyle Lowry,Lowry,36.2,24.0,6700,CHI@MIA,MIA,CHI,,,,,,PG
28,68451-110312,SG/SF,Tyler,Tyler Herro,Herro,33.1,23.0,6600,CHI@MIA,MIA,CHI,,,,,,SG/SF
30,68451-145334,SG,Desmond,Desmond Bane,Bane,29.1,26.0,6600,HOU@MEM,MEM,HOU,,,,,,SG
31,68451-110322,PG/SG,Jordan,Jordan Poole,Poole,26.2,25.0,6500,GS@PHI,GS,PHI,,,,,,PG/SG
34,68451-9575,PG,Mike,Mike Conley,Conley,26.1,23.0,6200,UTA@WAS,UTA,WAS,,,,,,PG
35,68451-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,25.8,25.0,6200,GS@PHI,PHI,GS,,,,,,PG/SG
37,68451-60233,SG/SF,Dillon,Dillon Brooks,Brooks,33.9,12.0,6100,HOU@MEM,MEM,HOU,,,,,,SG/SF
38,68451-15946,SF/PF,Harrison,Harrison Barnes,Barnes,28.2,21.0,6000,SAC@CLE,SAC,CLE,,,,,,SF/PF
39,68451-17333,SG/SF,Will,Will Barton,Barton,28.3,23.0,6000,DEN@SA,DEN,SA,GTD,Illness,,,,SG/SF
40,68451-14496,PG,Ricky,Ricky Rubio,Rubio,28.6,27.0,5900,SAC@CLE,CLE,SAC,,,,,,PG
41,68451-84703,SG/PG,De'Anthony,De'Anthony Melton,Melton,27.0,23.0,5800,HOU@MEM,MEM,HOU,,,,,,PG/SG
42,68451-58081,PG,Tyus,Tyus Jones,Jones,32.5,26.0,5800,HOU@MEM,MEM,HOU,,,,,,PG
43,68451-116340,SG/SF,Terence,Terence Davis,Davis,24.5,18.0,5700,SAC@CLE,SAC,CLE,,,,,,SG/SF
44,68451-110325,C,Daniel,Daniel Gafford,Gafford,26.0,23.0,5700,UTA@WAS,WAS,UTA,,,,,,C
45,68451-23981,PG/SG,Alex,Alex Caruso,Caruso,20.4,23.0,5700,CHI@MIA,CHI,MIA,GTD,Hamstring,,,,PG/SG
46,68451-41594,PF,Aaron,Aaron Gordon,Gordon,28.1,25.0,5600,DEN@SA,DEN,SA,,,,,,PF
47,68451-16301,C,Dewayne,Dewayne Dedmon,Dedmon,20.5,26.0,5600,CHI@MIA,MIA,CHI,,,,,,C
48,68451-49116,SF,Andrew,Andrew Wiggins,Wiggins,29.8,25.0,5600,GS@PHI,GS,PHI,,,,,,SF
49,68451-23169,C,Steven,Steven Adams,Adams,30.7,26.0,5500,HOU@MEM,MEM,HOU,,,,,,C
50,68451-15542,PG,Spencer,Spencer Dinwiddie,Dinwiddie,27.3,22.0,5500,UTA@WAS,WAS,UTA,,,,,,PG
51,68451-9648,PF/SF,Jeff,Jeff Green,Green,19.7,25.0,5500,DEN@SA,DEN,SA,,,,,,SF/PF
52,68451-15583,PG/SG,Seth,Seth Curry,Curry,23.6,24.0,5400,GS@PHI,PHI,GS,,,,,,PG/SG
53,68451-110347,PF/SF,Keldon,Keldon Johnson,Johnson,27.6,23.0,5400,DEN@SA,SA,DEN,GTD,Ankle,,,,SF/PF
