Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
66117-55062,C,Nikola,Nikola Jokic,Jokic,52.4500007629395,4,11100,DAL@DEN,DEN,DAL,GTD,Knee,,,,C
66117-9646,SF/PF,Kevin,Kevin Durant,Durant,52.9,5,10900,IND@BKN,BKN,IND,,,,,,SF/PF
66117-84669,PG/SG,Luka,Luka Doncic,Doncic,45.9749984741211,4,10700,DAL@DEN,DAL,DEN,,,,,,PG/SG
66117-15755,PF/C,Anthony,Anthony Davis,Davis,53.4200012207031,5,10600,CLE@LAL,LAL,CLE,GTD,Knee,,,,PF/C
66117-12341,SG/SF,Paul,Paul George,George,48.7999992370605,4,10100,LAC@POR,LAC,POR,,,,,,SG/SF
66117-9488,SF/PF,LeBron,LeBron James,James,45.6000010172526,3,10000,CLE@LAL,LAL,CLE,GTD,Ankle,,,,SF/PF
66117-9644,SG/PG,James,James Harden,Harden,39,5,9800,IND@BKN,BKN,IND,,,,,,PG/SG
66117-9642,PG/SG,Russell,Russell Westbrook,Westbrook,43.7799987792969,5,9400,CLE@LAL,LAL,CLE,,,,,,PG/SG
66117-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,43.1799987792969,5,9300,IND@BKN,IND,BKN,,,,,,PF/C
66117-14528,SF/SG,Jimmy,Jimmy Butler,Butler,47.4749984741211,4,9200,CHA@MIA,MIA,CHA,,,,,,SG/SF
66117-14498,PG/SG,Kyrie,Kyrie Irving,Irving,44.5515632629395,64,8800,IND@BKN,BKN,IND,O,Personal,,,,PG/SG
66117-19067,SG,CJ,CJ McCollum,McCollum,44.4500007629395,4,8700,LAC@POR,POR,LAC,,,,,,SG
66117-60021,PF,Pascal,Pascal Siakam,Siakam,39.8214285714286,56,8500,ORL@TOR,TOR,ORL,O,Shoulder,,,,PF
66117-20848,PG,Damian,Damian Lillard,Lillard,32.9000015258789,4,8400,LAC@POR,POR,LAC,,,,,,PG
66117-110310,PF,Zion,Zion Williamson,Williamson,42.6999984248992,62,8300,SAC@NO,NO,SAC,O,Foot,,,,PF
66117-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,43.1,5,8300,IND@BKN,IND,BKN,O,Hamstring,,,,PG/SG
66117-66048,SF,Brandon,Brandon Ingram,Ingram,40.8200012207031,5,8200,SAC@NO,NO,SAC,,,,,,SF
66117-14503,C,Jonas,Jonas Valanciunas,Valanciunas,44.2,5,8200,SAC@NO,NO,SAC,,,,,,C
66117-24247,SG/PG,Fred,Fred VanVleet,VanVleet,38.2200012207031,5,8100,ORL@TOR,TOR,ORL,,,,,,PG/SG
66117-84678,SF,Miles,Miles Bridges,Bridges,43.9,5,8000,CHA@MIA,CHA,MIA,,,,,,SF
66117-80810,PG,De'Aaron,De'Aaron Fox,Fox,34.875,4,8000,SAC@NO,SAC,NO,,,,,,PG
66117-80817,C/PF,Bam,Bam Adebayo,Adebayo,37.2999992370605,4,8000,CHA@MIA,MIA,CHA,GTD,Knee,,,,PF/C
66117-145485,PG,LaMelo,LaMelo Ball,Ball,39.1200012207031,5,7900,CHA@MIA,CHA,MIA,,,,,,PG
66117-23798,SG/SF,Caris,Caris LeVert,LeVert,37.4106393367686,47,7900,IND@BKN,IND,BKN,GTD,Back,,,,SG/SF
66117-15946,SF/PF,Harrison,Harrison Barnes,Barnes,42.625,4,7800,SAC@NO,SAC,NO,,,,,,SF/PF
66117-23447,C/PF,Richaun,Richaun Holmes,Holmes,36.7000007629395,4,7500,SAC@NO,SAC,NO,,,,,,PF/C
66117-55057,C,Jusuf,Jusuf Nurkic,Nurkic,30.9500007629395,4,7200,LAC@POR,POR,LAC,,,,,,C
66117-68090,SG/SF,OG,OG Anunoby,Anunoby,36.7600006103516,5,7200,ORL@TOR,TOR,ORL,,,,,,SG/SF
66117-80821,C/PF,Jarrett,Jarrett Allen,Allen,31.5399993896484,5,7100,CLE@LAL,CLE,LAL,,,,,,PF/C
66117-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,27.1999994913737,3,7000,DAL@DEN,DAL,DEN,O,Back,,,,PF/C
66117-84667,SG/PG,Collin,Collin Sexton,Sexton,27.6399993896484,5,6900,CLE@LAL,CLE,LAL,,,,,,PG/SG
66117-84682,PF/SF,Michael,Michael Porter,Porter,25.2999992370605,4,6800,DAL@DEN,DEN,DAL,,,,,,SF/PF
66117-145327,PG/SG,Cole,Cole Anthony,Anthony,34.7799987792969,5,6700,ORL@TOR,ORL,TOR,,,,,,PG/SG
66117-12366,SF/SG,Gordon,Gordon Hayward,Hayward,30.8,5,6600,CHA@MIA,CHA,MIA,,,,,,SG/SF
66117-157845,C/PF,Evan,Evan Mobley,Mobley,35.4200012207031,5,6600,CLE@LAL,CLE,LAL,,,,,,PF/C
66117-84675,C/PF,Mo,Mo Bamba,Bamba,32.4799987792969,5,6500,ORL@TOR,ORL,TOR,,,,,,PF/C
66117-110342,PG/SG,Darius,Darius Garland,Garland,26.6999994913737,3,6500,CLE@LAL,CLE,LAL,,,,,,PG/SG
66117-110312,SG/SF,Tyler,Tyler Herro,Herro,32.9500007629395,4,6400,CHA@MIA,MIA,CHA,,,,,,SG/SF
66117-42677,SG/PG,Terry,Terry Rozier,Rozier,11.3999996185303,1,6300,CHA@MIA,CHA,MIA,GTD,Ankle,,,,PG/SG
66117-16293,SF/SG,Norman,Norman Powell,Powell,18.7000007629395,2,6300,LAC@POR,POR,LAC,GTD,Knee,,,,SG/SF
66117-15590,C,Mason,Mason Plumlee,Plumlee,31.7399993896484,5,6200,CHA@MIA,CHA,MIA,,,,,,C
66117-84676,PF/C,Wendell,Wendell Carter,Carter,31.3799987792969,5,6100,ORL@TOR,ORL,TOR,,,,,,PF/C
66117-84706,PG/SG,Devonte',Devonte' Graham,Graham,31.5200012207031,5,6100,SAC@NO,NO,SAC,,,,,,PG/SG
66117-157822,SF/PF,Scottie,Scottie Barnes,Barnes,30.4399993896484,5,6000,ORL@TOR,TOR,ORL,,,,,,SF/PF
66117-110356,SG/SF,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,31.3600006103516,5,6000,SAC@NO,NO,SAC,,,,,,SG/SF
66117-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,28.4500007629394,4,6000,SAC@NO,SAC,NO,,,,,,PG/SG
66117-23665,SG/SF,Buddy,Buddy Hield,Hield,27.9750003814697,4,5900,SAC@NO,SAC,NO,,,,,,SG/SF
66117-9535,PG,Kyle,Kyle Lowry,Lowry,23.4333343505859,3,5900,CHA@MIA,MIA,CHA,GTD,Elbow,,,,PG
66117-14523,PG/SG,Reggie,Reggie Jackson,Jackson,27.125,4,5800,LAC@POR,LAC,POR,,,,,,PG/SG
66117-17333,SG/SF,Will,Will Barton,Barton,31.3250007629395,4,5800,DAL@DEN,DEN,DAL,,,,,,SG/SF
66117-58253,C/PF,Myles,Myles Turner,Turner,28.0799987792969,5,5700,IND@BKN,IND,BKN,,,,,,PF/C
66117-18393,PG/SG,T.J.,T.J. McConnell,McConnell,17.9800003051758,5,5700,IND@BKN,IND,BKN,,,,,,PG/SG
66117-157828,SF,Chris,Chris Duarte,Duarte,28.0200012207031,5,5600,IND@BKN,IND,BKN,,,,,,SF
66117-14496,PG/SG,Ricky,Ricky Rubio,Rubio,30.8600006103516,5,5600,CLE@LAL,CLE,LAL,,,,,,PG/SG
