,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,68690-55062,C,Nikola,Nikola Jokic,Jokic,56.7,22.0,11500,MIN@DEN,DEN,MIN,,,,,,C
2,68690-9488,SF/PF,LeBron,LeBron James,James,48.0,16.0,11200,LAL@DAL,LAL,DAL,GTD,Abdomen,,,,SF/PF
3,68690-49111,C,Joel,Joel Embiid,Embiid,46.6,17.0,10500,MIA@PHI,PHI,MIA,GTD,Ribs,,,,C
4,68690-84671,PG,Trae,Trae Young,Young,47.8,27.0,10100,ATL@ORL,ATL,ORL,,,,,,PG
6,68690-15755,PF/C,Anthony,Anthony Davis,Davis,44.8,25.0,10000,LAL@DAL,LAL,DAL,GTD,Knee,,,,PF/C
8,68690-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,42.9,26.0,9400,MIN@DEN,MIN,DEN,,,,,,C
9,68690-67708,PG/SG,Dejounte,Dejounte Murray,Murray,43.5,26.0,9300,CHA@SA,SA,CHA,,,,,,PG/SG
10,68690-9642,PG,Russell,Russell Westbrook,Westbrook,40.0,28.0,9200,LAL@DAL,LAL,DAL,,,,,,PG
11,68690-40203,C,Rudy,Rudy Gobert,Gobert,39.9,26.0,9100,LAC@UTA,UTA,LAC,,,,,,C
13,68690-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,41.4,29.0,9000,IND@MIL,IND,MIL,,,,,,PF/C
14,68690-12341,SG/SF,Paul,Paul George,George,42.3,24.0,8900,LAC@UTA,LAC,UTA,GTD,Elbow,,,,SG/SF
15,68690-66048,SF,Brandon,Brandon Ingram,Ingram,38.3,22.0,8800,NO@OKC,NO,OKC,,,,,,SF
17,68690-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,40.7,20.0,8700,LAL@DAL,DAL,LAL,,,,,,PF/C
18,68690-20848,PG,Damian,Damian Lillard,Lillard,41.8,22.0,8700,MEM@POR,POR,MEM,,,,,,PG
19,68690-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.0,23.0,8600,NO@OKC,OKC,NO,,,,,,PG/SG
20,68690-80821,C/PF,Jarrett,Jarrett Allen,Allen,40.5,26.0,8500,HOU@CLE,CLE,HOU,,,,,,PF/C
21,68690-84678,SF,Miles,Miles Bridges,Bridges,36.7,29.0,8400,CHA@SA,CHA,SA,,,,,,SF
23,68690-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,40.4,25.0,8300,LAC@UTA,UTA,LAC,,,,,,PG/SG
25,68690-55059,C,Clint,Clint Capela,Capela,37.7,27.0,8300,ATL@ORL,ATL,ORL,,,,,,C
26,68690-49675,PG,Derrick,Derrick White,White,31.3,26.0,8200,CHA@SA,SA,CHA,,,,,,PG
27,68690-15595,SG,Bradley,Bradley Beal,Beal,38.6,25.0,8200,WAS@SAC,WAS,SAC,,,,,,SG
28,68690-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,34.6,22.0,8200,MIN@DEN,MIN,DEN,GTD,Ankle,,,,PG/SG
30,68690-145327,PG/SG,Cole,Cole Anthony,Anthony,37.8,22.0,8100,ATL@ORL,ORL,ATL,,,,,,PG/SG
31,68690-9663,PG/SG,Jrue,Jrue Holiday,Holiday,37.8,23.0,8000,IND@MIL,MIL,IND,,,,,,PG/SG
32,68690-80810,PG,De'Aaron,De'Aaron Fox,Fox,37.4,28.0,7900,WAS@SAC,SAC,WAS,,,,,,PG
33,68690-42677,SG/PG,Terry,Terry Rozier,Rozier,33.0,20.0,7800,CHA@SA,CHA,SA,,,,,,PG/SG
34,68690-42156,PF/C,Bobby,Bobby Portis,Portis,37.2,24.0,7700,IND@MIL,MIL,IND,,,,,,PF/C
37,68690-12366,SF/SG,Gordon,Gordon Hayward,Hayward,33.0,29.0,7600,CHA@SA,CHA,SA,,,,,,SG/SF
38,68690-14503,C,Jonas,Jonas Valanciunas,Valanciunas,40.6,29.0,7600,NO@OKC,NO,OKC,,,,,,C
39,68690-110342,SG/PG,Darius,Darius Garland,Garland,35.5,27.0,7500,HOU@CLE,CLE,HOU,,,,,,PG/SG
40,68690-58153,SF/SG,Kelly,Kelly Oubre,Oubre,29.0,29.0,7500,CHA@SA,CHA,SA,,,,,,SG/SF
41,68690-16261,SF/SG,Khris,Khris Middleton,Middleton,34.9,21.0,7500,IND@MIL,MIL,IND,GTD,Knee,,,,SG/SF
42,68690-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,35.9,24.0,7500,IND@MIL,IND,MIL,,,,,,PG/SG
43,68690-66236,PF/C,John,John Collins,Collins,33.0,27.0,7400,ATL@ORL,ATL,ORL,,,,,,PF/C
44,68690-157845,C/PF,Evan,Evan Mobley,Mobley,38.0,25.0,7300,HOU@CLE,CLE,HOU,GTD,Hip,,,,PF/C
45,68690-14518,PF/SF,Tobias,Tobias Harris,Harris,34.9,19.0,7300,MIA@PHI,PHI,MIA,,,,,,SF/PF
46,68690-145321,SF/SG,Anthony,Anthony Edwards,Edwards,36.1,27.0,7200,MIN@DEN,MIN,DEN,,,,,,SG/SF
47,68690-84675,C,Mo,Mo Bamba,Bamba,33.3,27.0,7100,ATL@ORL,ORL,ATL,,,,,,C
48,68690-84676,PF/C,Wendell,Wendell Carter,Carter,33.6,28.0,7000,ATL@ORL,ORL,ATL,,,,,,PF/C
49,68690-9535,PG,Kyle,Kyle Lowry,Lowry,40.4,26.0,7000,MIA@PHI,MIA,PHI,,,,,,PG
50,68690-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,27.7,26.0,6900,WAS@SAC,SAC,WAS,,,,,,PG/SG
51,68690-58378,C,Jakob,Jakob Poeltl,Poeltl,35.1,19.0,6800,CHA@SA,SA,CHA,,,,,,C
54,68690-58253,C/PF,Myles,Myles Turner,Turner,35.2,28.0,6500,IND@MIL,IND,MIL,,,,,,PF/C
55,68690-84683,PF/C,Jaren,Jaren Jackson,Jackson,35.2,27.0,6400,MEM@POR,MEM,POR,,,,,,PF/C
56,68690-145334,SG,Desmond,Desmond Bane,Bane,29.3,28.0,6400,MEM@POR,MEM,POR,,,,,,SG
57,68690-157851,SF/SG,Franz,Franz Wagner,Wagner,27.9,28.0,6300,ATL@ORL,ORL,ATL,,,,,,SG/SF
58,68690-145576,SF/PF,Jae'Sean,Jae'Sean Tate,Tate,34.8,27.0,6300,HOU@CLE,HOU,CLE,,,,,,SF/PF
59,68690-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,28.5,27.0,6300,MIA@PHI,PHI,MIA,,,,,,PG/SG
61,68690-84690,PG/SG,Jalen,Jalen Brunson,Brunson,34.3,26.0,6200,LAL@DAL,DAL,LAL,,,,,,PG/SG
64,68690-60233,SG/SF,Dillon,Dillon Brooks,Brooks,30.8,14.0,6200,MEM@POR,MEM,POR,,,,,,SG/SF
65,68690-9575,PG,Mike,Mike Conley,Conley,28.1,24.0,6200,LAC@UTA,UTA,LAC,,,,,,PG
66,68690-58377,SF/PF,Kyle,Kyle Kuzma,Kuzma,28.9,26.0,6100,WAS@SAC,WAS,SAC,,,,,,SF/PF
67,68690-15557,C,Andre,Andre Drummond,Drummond,18.4,27.0,6100,MIA@PHI,PHI,MIA,,,,,,C
