,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67414-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.3,16.0,11700,ORL@MIL,MIL,ORL,,,,,,SF/PF
1,67414-9646,SF/PF,Kevin,Kevin Durant,Durant,46.1,16.0,10500,BKN@CLE,BKN,CLE,,,,,,SF/PF
2,67414-9644,SG/PG,James,James Harden,Harden,47.4,17.0,10100,BKN@CLE,BKN,CLE,,,,,,PG/SG
3,67414-80808,SF/PF,Jayson,Jayson Tatum,Tatum,46.1,17.0,10000,HOU@BOS,BOS,HOU,,,,,,SF/PF
4,67414-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,43.8,16.0,9900,MIN@NO,MIN,NO,,,,,,C
5,67414-110344,PG,Ja,Ja Morant,Morant,39.9,16.0,9800,MEM@UTA,MEM,UTA,,,,,,PG
6,67414-67708,PG/SG,Dejounte,Dejounte Murray,Murray,39.5,15.0,9700,PHO@SA,SA,PHO,,,,,,PG/SG
8,67414-84671,PG,Trae,Trae Young,Young,41.6,17.0,9300,OKC@ATL,ATL,OKC,,,,,,PG
9,67414-9623,PG,Chris,Chris Paul,Paul,39.1,16.0,9100,PHO@SA,PHO,SA,,,,,,PG
10,67414-145485,PG,LaMelo,LaMelo Ball,Ball,43.2,18.0,9000,CHA@WAS,CHA,WAS,,,,,,PG
12,67414-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,41.3,17.0,8600,IND@CHI,CHI,IND,,,,,,SG/SF
13,67414-15595,SG,Bradley,Bradley Beal,Beal,40.1,13.0,8500,CHA@WAS,WAS,CHA,,,,,,SG
14,67414-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,43.5,18.0,8400,IND@CHI,IND,CHI,,,,,,PF/C
15,67414-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,39.1,15.0,8300,MEM@UTA,UTA,MEM,,,,,,PG/SG
17,67414-40203,C,Rudy,Rudy Gobert,Gobert,39.8,16.0,8300,MEM@UTA,UTA,MEM,,,,,,C
18,67414-67026,SF/SG,Jaylen,Jaylen Brown,Brown,32.1,8.0,8300,HOU@BOS,BOS,HOU,,,,,,SG/SF
19,67414-84678,SF,Miles,Miles Bridges,Bridges,35.6,18.0,8200,CHA@WAS,CHA,WAS,,,,,,SF
20,67414-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.5,16.0,8200,OKC@ATL,OKC,ATL,GTD,Ankle,,,,PG/SG
21,67414-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,34.9,17.0,8100,PHI@SAC,PHI,SAC,,,,,,PG/SG
22,67414-14503,C,Jonas,Jonas Valanciunas,Valanciunas,40.6,18.0,8000,MIN@NO,NO,MIN,,,,,,C
23,67414-40783,SG/PG,Zach,Zach LaVine,LaVine,38.8,17.0,8000,IND@CHI,CHI,IND,,,,,,PG/SG
24,67414-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,35.7,13.0,8000,IND@CHI,IND,CHI,,,,,,PG/SG
25,67414-58460,SG,Devin,Devin Booker,Booker,35.3,16.0,7900,PHO@SA,PHO,SA,,,,,,SG
26,67414-145321,SF/SG,Anthony,Anthony Edwards,Edwards,37.7,16.0,7900,MIN@NO,MIN,NO,,,,,,SG/SF
29,67414-66048,SF,Brandon,Brandon Ingram,Ingram,37.3,11.0,7700,MIN@NO,NO,MIN,,,,,,SF
30,67414-84673,C,Deandre,Deandre Ayton,Ayton,34.1,10.0,7700,PHO@SA,PHO,SA,,,,,,C
34,67414-55059,C,Clint,Clint Capela,Capela,38.9,17.0,7500,OKC@ATL,ATL,OKC,,,,,,C
35,67414-16261,SF/SG,Khris,Khris Middleton,Middleton,33.4,9.0,7500,ORL@MIL,MIL,ORL,,,,,,SG/SF
36,67414-80821,C/PF,Jarrett,Jarrett Allen,Allen,35.4,14.0,7500,BKN@CLE,CLE,BKN,,,,,,PF/C
37,67414-15542,PG,Spencer,Spencer Dinwiddie,Dinwiddie,31.4,14.0,7400,CHA@WAS,WAS,CHA,,,,,,PG
38,67414-15557,C,Andre,Andre Drummond,Drummond,49.0,16.0,7400,PHI@SAC,PHI,SAC,,,,,,C
39,67414-23776,C/PF,Montrezl,Montrezl Harrell,Harrell,27.5,16.0,7400,CHA@WAS,WAS,CHA,,,,,,PF/C
40,67414-9663,PG/SG,Jrue,Jrue Holiday,Holiday,33.1,11.0,7400,ORL@MIL,MIL,ORL,,,,,,PG/SG
41,67414-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,35.0,14.0,7400,MIN@NO,MIN,NO,,,,,,PG/SG
42,67414-15946,SF/PF,Harrison,Harrison Barnes,Barnes,31.4,17.0,7300,PHI@SAC,SAC,PHI,,,,,,SF/PF
43,67414-66236,PF/C,John,John Collins,Collins,33.1,17.0,7300,OKC@ATL,ATL,OKC,,,,,,PF/C
44,67414-84675,C,Mo,Mo Bamba,Bamba,35.6,17.0,7300,ORL@MIL,ORL,MIL,,,,,,C
45,67414-23447,C/PF,Richaun,Richaun Holmes,Holmes,31.6,17.0,7300,PHI@SAC,SAC,PHI,,,,,,PF/C
46,67414-80810,PG,De'Aaron,De'Aaron Fox,Fox,36.7,17.0,7300,PHI@SAC,SAC,PHI,,,,,,PG
47,67414-58377,SF/PF,Kyle,Kyle Kuzma,Kuzma,29.9,16.0,7200,CHA@WAS,WAS,CHA,,,,,,SF/PF
