,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67712-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,52.6,19.0,11500,MIL@IND,MIL,IND,,,,,,SF/PF
1,67712-15755,PF/C,Anthony,Anthony Davis,Davis,41.4,20.0,10300,DET@LAL,LAL,DET,GTD,Head,,,,PF/C
2,67712-9488,SF/PF,LeBron,LeBron James,James,42.5,10.0,10000,DET@LAL,LAL,DET,GTD,Abdomen,,,,SF/PF
3,67712-80808,SF/PF,Jayson,Jayson Tatum,Tatum,44.6,20.0,9700,BOS@TOR,BOS,TOR,,,,,,SF/PF
4,67712-9642,PG,Russell,Russell Westbrook,Westbrook,43.4,21.0,9600,DET@LAL,LAL,DET,,,,,,PG
6,67712-24247,PG,Fred,Fred VanVleet,VanVleet,36.9,19.0,8400,BOS@TOR,TOR,BOS,,,,,,PG
7,67712-59358,PF/C,Domantas,Domantas Sabonis,Sabonis,38.7,21.0,8300,MIL@IND,IND,MIL,,,,,,PF/C
8,67712-23831,PF,Jerami,Jerami Grant,Grant,33.4,18.0,8100,DET@LAL,DET,LAL,,,,,,PF
9,67712-60021,PF,Pascal,Pascal Siakam,Siakam,37.8,9.0,7900,BOS@TOR,TOR,BOS,,,,,,PF
10,67712-67026,SF/SG,Jaylen,Jaylen Brown,Brown,31.7,11.0,7800,BOS@TOR,BOS,TOR,GTD,Rest,,,,SG/SF
11,67712-68090,SF/PF,OG,OG Anunoby,Anunoby,32.2,15.0,7700,BOS@TOR,TOR,BOS,GTD,Hip,,,,SF/PF
12,67712-80810,PG,De'Aaron,De'Aaron Fox,Fox,40.8,20.0,7600,SAC@MEM,SAC,MEM,,,,,,PG
13,67712-157808,PG/SG,Cade,Cade Cunningham,Cunningham,35.7,14.0,7400,DET@LAL,DET,LAL,,,,,,PG/SG
14,67712-16261,SF/SG,Khris,Khris Middleton,Middleton,33.7,12.0,7300,MIL@IND,MIL,IND,,,,,,SG/SF
15,67712-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,35.7,16.0,7200,MIL@IND,IND,MIL,,,,,,PG/SG
16,67712-58253,C/PF,Myles,Myles Turner,Turner,32.1,21.0,7100,MIL@IND,IND,MIL,,,,,,PF/C
17,67712-9663,PG/SG,Jrue,Jrue Holiday,Holiday,33.4,14.0,7100,MIL@IND,MIL,IND,,,,,,PG/SG
