,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,66446-15755,PF/C,Anthony,Anthony Davis,Davis,50.6,8.0,10500,OKC@LAL,LAL,OKC,GTD,Knee,,,,PF/C
1,66446-14528,SF/SG,Jimmy,Jimmy Butler,Butler,45.8,7.0,10300,BOS@MIA,MIA,BOS,,,,,,SG/SF
3,66446-49111,C,Joel,Joel Embiid,Embiid,48.5,7.0,9600,PHI@DET,PHI,DET,,,,,,C
4,66446-80808,SF/PF,Jayson,Jayson Tatum,Tatum,42.1,8.0,9400,BOS@MIA,BOS,MIA,,,,,,SF/PF
5,66446-9642,PG/SG,Russell,Russell Westbrook,Westbrook,50.2,8.0,9200,OKC@LAL,LAL,OKC,,,,,,PG/SG
6,66446-80817,C/PF,Bam,Bam Adebayo,Adebayo,43.4,6.0,8800,BOS@MIA,MIA,BOS,,,,,,PF/C
7,66446-84671,PG,Trae,Trae Young,Young,39.1,8.0,8600,UTA@ATL,ATL,UTA,,,,,,PG
8,66446-67026,SF/SG,Jaylen,Jaylen Brown,Brown,35.5,7.0,8400,BOS@MIA,BOS,MIA,,,,,,SG/SF
9,66446-40203,C,Rudy,Rudy Gobert,Gobert,39.5,7.0,8200,UTA@ATL,UTA,ATL,,,,,,C
10,66446-58460,SG,Devin,Devin Booker,Booker,37.3,6.0,8200,HOU@PHO,PHO,HOU,,,,,,SG
11,66446-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,36.2,7.0,8000,UTA@ATL,UTA,ATL,GTD,Ankle,,,,PG/SG
12,66446-42202,PF/C,Christian,Christian Wood,Wood,39.5,7.0,7900,HOU@PHO,HOU,PHO,,,,,,PF/C
13,66446-9453,PF/C,Al,Al Horford,Horford,33.2,6.0,7900,BOS@MIA,BOS,MIA,,,,,,PF/C
15,66446-9623,PG,Chris,Chris Paul,Paul,35.8,6.0,7800,HOU@PHO,PHO,HOU,,,,,,PG
16,66446-84673,C,Deandre,Deandre Ayton,Ayton,33.1,5.0,7800,HOU@PHO,PHO,HOU,GTD,Lower leg,,,,C
17,66446-84680,SG/PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,36.3,7.0,7600,OKC@LAL,OKC,LAL,,,,,,PG/SG
19,66446-23831,PF,Jerami,Jerami Grant,Grant,32.6,6.0,7100,PHI@DET,DET,PHI,,,,,,PF
20,66446-66236,PF/C,John,John Collins,Collins,29.6,8.0,6900,UTA@ATL,ATL,UTA,GTD,Foot,,,,PF/C
21,66446-55059,C,Clint,Clint Capela,Capela,35.1,8.0,6400,UTA@ATL,ATL,UTA,,,,,,C
22,66446-110312,SG/SF,Tyler,Tyler Herro,Herro,29.6,7.0,6400,BOS@MIA,MIA,BOS,,,,,,SG/SF
23,66446-40201,PG/SG,Dennis,Dennis Schroder,Schroder,22.7,8.0,6200,BOS@MIA,BOS,MIA,,,,,,PG/SG
