,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position
0,67205-55062,C,Nikola,Nikola Jokic,Jokic,53.3,13.0,11600,PHI@DEN,DEN,PHI,,,,,,C
1,67205-9524,PG,Stephen,Stephen Curry,Curry,43.5,14.0,11100,GS@CLE,GS,CLE,GTD,Hip,,,,PG
2,67205-12341,SG/SF,Paul,Paul George,George,48.5,14.0,10100,LAC@MEM,LAC,MEM,,,,,,SG/SF
3,67205-110344,PG,Ja,Ja Morant,Morant,41.8,14.0,10000,LAC@MEM,MEM,LAC,,,,,,PG
4,67205-67708,PG/SG,Dejounte,Dejounte Murray,Murray,42.2,14.0,9900,SA@MIN,SA,MIN,,,,,,PG/SG
5,67205-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.8,14.0,9800,SA@MIN,MIN,SA,,,,,,C
6,67205-14528,SF/SG,Jimmy,Jimmy Butler,Butler,44.5,12.0,9700,WAS@MIA,MIA,WAS,,,,,,SG/SF
8,67205-15595,SG,Bradley,Bradley Beal,Beal,41.0,11.0,8700,WAS@MIA,WAS,MIA,,,,,,SG
9,67205-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,40.6,13.0,8600,TOR@UTA,UTA,TOR,,,,,,PG/SG
10,67205-40203,C,Rudy,Rudy Gobert,Gobert,39.4,14.0,8500,TOR@UTA,UTA,TOR,,,,,,C
11,67205-24247,PG,Fred,Fred VanVleet,VanVleet,39.4,14.0,8400,TOR@UTA,TOR,UTA,,,,,,PG
12,67205-80817,C/PF,Bam,Bam Adebayo,Adebayo,38.6,12.0,8300,WAS@MIA,MIA,WAS,GTD,Knee,,,,PF/C
13,67205-15557,C,Andre,Andre Drummond,Drummond,36.6,14.0,8200,PHI@DEN,PHI,DEN,,,,,,C
14,67205-145321,SF/SG,Anthony,Anthony Edwards,Edwards,35.1,14.0,8200,SA@MIN,MIN,SA,,,,,,SG/SF
15,67205-60021,PF,Pascal,Pascal Siakam,Siakam,40.1,4.0,8100,TOR@UTA,TOR,UTA,,,,,,PF
16,67205-145331,PG/SG,Tyrese,Tyrese Maxey,Maxey,32.0,15.0,7900,PHI@DEN,PHI,DEN,,,,,,PG/SG
20,67205-23776,C/PF,Montrezl,Montrezl Harrell,Harrell,26.4,14.0,7600,WAS@MIA,WAS,MIA,,,,,,PF/C
21,67205-110312,SG/SF,Tyler,Tyler Herro,Herro,27.1,15.0,7600,WAS@MIA,MIA,WAS,GTD,Wrist,,,,SG/SF
23,67205-14518,PF/SF,Tobias,Tobias Harris,Harris,40.3,9.0,7500,PHI@DEN,PHI,DEN,,,,,,SF/PF
25,67205-9535,PG,Kyle,Kyle Lowry,Lowry,33.7,13.0,7400,WAS@MIA,MIA,WAS,,,,,,PG
26,67205-58312,SG/PG,D'Angelo,D'Angelo Russell,Russell,34.6,12.0,7200,SA@MIN,MIN,SA,,,,,,PG/SG
27,67205-58378,C,Jakob,Jakob Poeltl,Poeltl,27.6,7.0,7000,SA@MIN,SA,MIN,,,,,,C
28,67205-84695,SG/SF,Gary,Gary Trent,Trent,28.6,15.0,7000,TOR@UTA,TOR,UTA,,,,,,SG/SF
29,67205-15860,PF/C,Draymond,Draymond Green,Green,33.4,14.0,7000,GS@CLE,GS,CLE,,,,,,PF/C
30,67205-58377,SF/PF,Kyle,Kyle Kuzma,Kuzma,31.1,14.0,6900,WAS@MIA,WAS,MIA,,,,,,SF/PF
31,67205-84683,PF/C,Jaren,Jaren Jackson,Jackson,31.4,14.0,6900,LAC@MEM,MEM,LAC,,,,,,PF/C
32,67205-157822,SF/PF,Scottie,Scottie Barnes,Barnes,33.0,13.0,6800,TOR@UTA,TOR,UTA,,,,,,SF/PF
33,67205-14496,PG,Ricky,Ricky Rubio,Rubio,33.5,16.0,6800,GS@CLE,CLE,GS,,,,,,PG
34,67205-110347,PF/SF,Keldon,Keldon Johnson,Johnson,29.4,14.0,6700,SA@MIN,SA,MIN,,,,,,SF/PF
35,67205-49116,SF,Andrew,Andrew Wiggins,Wiggins,28.2,14.0,6500,GS@CLE,GS,CLE,,,,,,SF
36,67205-17333,SG/SF,Will,Will Barton,Barton,26.4,12.0,6400,PHI@DEN,DEN,PHI,GTD,Back,,,,SG/SF
37,67205-14523,PG,Reggie,Reggie Jackson,Jackson,30.1,14.0,6300,LAC@MEM,LAC,MEM,,,,,,PG
39,67205-63126,SF/PF,Cedi,Cedi Osman,Osman,18.0,15.0,6000,GS@CLE,CLE,GS,,,,,,SF/PF
40,67205-110342,PG,Darius,Darius Garland,Garland,34.7,14.0,6000,GS@CLE,CLE,GS,,,,,,PG
43,67205-60233,SG/SF,Dillon,Dillon Brooks,Brooks,28.4,3.0,5900,LAC@MEM,MEM,LAC,,,,,,SG/SF
44,67205-85137,SG,Duncan,Duncan Robinson,Robinson,20.3,15.0,5800,WAS@MIA,MIA,WAS,,,,,,SG
45,67205-20640,PG/SG,Jordan,Jordan Clarkson,Clarkson,24.5,14.0,5800,TOR@UTA,UTA,TOR,,,,,,PG/SG
46,67205-9666,PF,Thaddeus,Thaddeus Young,Young,24.4,11.0,5800,SA@MIN,SA,MIN,,,,,,PF
47,67205-12355,SG/PG,Eric,Eric Bledsoe,Bledsoe,24.9,14.0,5700,LAC@MEM,LAC,MEM,,,,,,PG/SG
48,67205-14530,SF/PF,Bojan,Bojan Bogdanovic,Bogdanovic,23.6,14.0,5700,TOR@UTA,UTA,TOR,,,,,,SF/PF
49,67205-9575,PG,Mike,Mike Conley,Conley,26.9,12.0,5700,TOR@UTA,UTA,TOR,,,,,,PG
50,67205-23169,C,Steven,Steven Adams,Adams,21.8,14.0,5600,LAC@MEM,MEM,LAC,,,,,,C
51,67205-9874,PF/C,Kevin,Kevin Love,Love,22.5,8.0,5600,GS@CLE,CLE,GS,,,,,,PF/C
52,67205-110322,PG/SG,Jordan,Jordan Poole,Poole,26.6,14.0,5600,GS@CLE,GS,CLE,,,,,,PG/SG
53,67205-23716,SF/PF,Kyle,Kyle Anderson,Anderson,23.0,14.0,5500,LAC@MEM,MEM,LAC,,,,,,SF/PF
54,67205-70827,C,Ivica,Ivica Zubac,Zubac,28.5,14.0,5500,LAC@MEM,LAC,MEM,,,,,,C
59,67205-15583,PG/SG,Seth,Seth Curry,Curry,24.5,14.0,5400,PHI@DEN,PHI,DEN,,,,,,PG/SG
60,67205-145324,SG,Devin,Devin Vassell,Vassell,23.7,14.0,5400,SA@MIN,SA,MIN,,,,,,SG
61,67205-49675,PG,Derrick,Derrick White,White,28.4,14.0,5300,SA@MIN,SA,MIN,,,,,,PG
